sent_id	word_char	character_token_n	stroke_n
train-s16	维也纳	3	21
train-s16	行程	2	18
train-s16	途中	2	14
train-s16	进行	2	13
train-s16	配器	2	26
train-s16	工作	2	10
train-s16	首演	2	23
train-s16	纽约	2	13
train-s16	瓦德	2	19
train-s16	丹路殊	3	27
train-s16	指挥	2	18
train-s16	爱乐	2	15
train-s16	演出	2	19
train-s17	雪莉	2	21
train-s17	卧底	2	16
train-s17	身份	2	13
train-s17	原来	2	17
train-s17	真正	2	15
train-s17	云想	2	17
train-s17	集团	2	18
train-s17	董事	2	20
train-s17	长	1	4
train-s17	高	1	10
train-s17	超	1	12
train-s17	之	1	3
train-s17	女	1	3
train-s17	蓓	1	13
train-s17	受	1	8
train-s17	后母	2	11
train-s17	品	1	9
train-s17	缇	1	12
train-s17	琳	1	12
train-s17	饰	1	8
train-s17	指使	2	17
train-s17	化名	2	10
train-s17	潜入	2	17
train-s17	天衣	2	10
train-s17	搞垮	2	22
train-s18	静华	2	20
train-s18	发现	2	13
train-s18	叶	1	5
train-s18	广义	2	6
train-s18	不爱	2	14
train-s18	便	1	9
train-s18	偷取	2	19
train-s18	美丽	2	16
train-s18	创意	2	19
train-s18	投靠	2	22
train-s19	吴	1	7
train-s19	汤兴	2	12
train-s19	发辫	2	22
train-s19	交给	2	15
train-s19	妻子	2	11
train-s19	嘱咐	2	23
train-s19	若	1	8
train-s19	不幸	2	12
train-s19	战死	2	15
train-s19	以	1	4
train-s19	发	1	5
train-s19	冢	1	10
train-s20	隔日	2	16
train-s20	义民	2	8
train-s20	军	1	6
train-s20	启程	2	19
train-s20	八卦	2	10
train-s20	山	1	8
train-s20	行	1	6
train-s20	皆	1	9
train-s20	壮烈	2	16
train-s20	成仁	2	10
train-s21	级	1	6
train-s21	抗体	2	14
train-s21	对于	2	8
train-s21	检测	2	20
train-s21	癌症	2	27
train-s21	糖尿	2	23
train-s21	病	1	10
train-s21	帕金森	3	28
train-s21	氏	1	4
train-s21	症	1	10
train-s21	阿尔茨海默	5	47
train-s21	疾病	2	20
train-s21	特有	2	16
train-s21	标记	2	14
train-s21	非常	2	19
train-s21	有用	2	11
train-s22	丁	1	2
train-s22	启睿	2	21
train-s22	杨	1	7
train-s22	文岳	2	12
train-s22	逃奔	2	17
train-s22	汝宁	2	11
train-s22	明	1	8
train-s22	一路	2	14
train-s22	死伤	2	12
train-s22	无数	2	17
train-s22	傅	1	12
train-s22	宗龙	2	16
train-s22	敕书	2	15
train-s22	尚方	2	12
train-s22	宝剑	2	17
train-s22	全部	2	16
train-s22	丢失	2	11
train-s23	八	1	2
train-s23	国	1	8
train-s23	联军	2	18
train-s23	侵入	2	11
train-s23	天津	2	13
train-s23	度	1	9
train-s23	兼任	2	16
train-s23	都统	2	19
train-s23	衙门	2	16
train-s23	汉	1	5
train-s23	文	1	4
train-s23	秘书	2	14
train-s23	办理	2	15
train-s23	一切	2	5
train-s23	外交	2	11
train-s23	事务	2	13
train-s23	又	1	2
train-s23	保定	2	17
train-s23	学堂	2	19
train-s23	总	1	9
train-s23	教习	2	14
train-s24	易名	2	14
train-s24	北洋	2	14
train-s24	大	1	3
train-s24	今	1	4
train-s24	大学	2	11
train-s24	家立	2	15
train-s24	仍	1	6
train-s24	任	1	6
train-s25	其后	2	14
train-s25	前者	2	17
train-s25	逃亡	2	12
train-s25	杀	1	6
train-s25	七里	2	9
train-s25	成功	2	11
train-s25	逃至	2	15
train-s25	加贺	2	14
train-s26	医生	2	12
train-s26	终于	2	11
train-s26	意识	2	20
train-s26	到	1	8
train-s26	外星	2	14
train-s26	们	1	5
train-s26	想	1	13
train-s26	要	1	9
train-s26	歌声	2	21
train-s26	没有	2	13
train-s26	视作	2	15
train-s26	情感	2	24
train-s26	实体	2	15
train-s27	传遍	2	18
train-s27	整颗	2	30
train-s27	星球	2	20
train-s27	让	1	5
train-s27	成	1	6
train-s27	名	1	6
train-s27	歌星	2	23
train-s28	变得	2	19
train-s28	十分	2	6
train-s28	自负	2	12
train-s28	航海	2	20
train-s28	号	1	6
train-s28	朋友	2	12
train-s28	感到	2	21
train-s28	很	1	9
train-s28	愉快	2	19
train-s29	该路	2	21
train-s29	临近	2	16
train-s29	静安	2	20
train-s29	寺	1	6
train-s29	曹家	2	21
train-s29	渡	1	12
train-s29	段	1	9
train-s29	店铺	2	20
train-s29	较多	2	16
train-s30	纪念	2	14
train-s30	碑	1	13
train-s30	四周	2	13
train-s30	建成	2	14
train-s30	占地	2	11
train-s30	面积	2	19
train-s30	平方米	3	15
train-s30	三元	2	7
train-s30	里	1	7
train-s30	抗	1	7
train-s30	英	1	8
train-s30	公园	2	11
train-s31	组织	2	16
train-s31	前身	2	16
train-s31	奥地利	3	25
train-s31	裔	1	13
train-s31	美国	2	17
train-s31	经济	2	17
train-s31	学	1	8
train-s31	弗里茨	3	21
train-s31	马赫卢普	4	34
train-s31	创立	2	11
train-s31	目的	2	13
train-s31	为了	2	6
train-s31	探求	2	18
train-s31	解决	2	19
train-s31	国际	2	15
train-s31	货币	2	12
train-s31	体系	2	14
train-s31	问题	2	21
train-s31	方案	2	14
train-s31	特别	2	17
train-s31	年代	2	11
train-s31	面临	2	18
train-s31	收支	2	10
train-s31	危机	2	12
train-s32	瑞典	2	21
train-s32	布赖滕费尔德	6	62
train-s32	再度	2	15
train-s32	击败	2	13
train-s32	神圣	2	14
train-s32	罗马	2	11
train-s32	帝国	2	17
train-s32	此时	2	13
train-s32	丹麦	2	11
train-s32	却	1	7
train-s32	嫉妒	2	20
train-s32	成果	2	14
train-s32	恐惧	2	21
train-s32	强大	2	15
train-s32	后	1	6
train-s32	制	1	8
train-s32	乘	1	10
train-s32	进攻	2	14
train-s32	日耳曼	3	21
train-s32	南方	2	13
train-s32	际	1	7
train-s32	宣战	2	18
train-s33	密苏里	3	25
train-s33	州	1	6
train-s33	由于	2	8
train-s33	家长	2	14
train-s33	要求	2	16
train-s33	该书	2	12
train-s33	放置	2	21
train-s33	学校	2	18
train-s33	图书	2	12
train-s33	馆	1	11
train-s33	非	1	8
train-s33	小说	2	12
train-s33	类	1	9
train-s33	文学	2	12
train-s33	作品	2	16
train-s33	区	1	4
train-s34	本书	2	9
train-s34	基	1	11
train-s34	罗伊	2	14
train-s34	塞隆	2	24
train-s34	故事	2	17
train-s34	住	1	7
train-s34	中央	2	9
train-s34	动物	2	14
train-s34	园	1	7
train-s34	雄性	2	20
train-s34	南极	2	16
train-s34	企鹅	2	18
train-s34	组成	2	14
train-s34	伴侣	2	15
train-s34	达	1	6
train-s35	现实	2	16
train-s35	孵化	2	18
train-s35	协助	2	13
train-s35	抚养	2	16
train-s35	幼鸟	2	10
train-s35	成长	2	10
train-s35	天性	2	12
train-s35	其他	2	13
train-s35	许多	2	12
train-s35	鸟类	2	14
train-s35	常见	2	15
train-s36	诸葛	2	22
train-s36	亮	1	9
train-s36	发明	2	13
train-s36	阵	1	6
train-s36	图	1	8
train-s36	利	1	7
train-s36	立营	2	16
train-s36	练兵	2	15
train-s37	三崎	2	14
train-s37	四郎	2	13
train-s37	日本	2	9
train-s37	足球	2	18
train-s37	运动	2	13
train-s37	员	1	7
train-s37	前	1	9
train-s37	国家	2	18
train-s37	队	1	4
train-s37	成员	2	13
train-s38	水库	2	11
train-s38	正常	2	16
train-s38	库容	2	16
train-s38	立方米	3	15
train-s38	集雨	2	20
train-s38	平方千米	4	18
train-s38	海拔	2	18
train-s38	米	1	6
train-s39	开始	2	12
train-s39	三星	2	12
train-s39	生命	2	13
train-s39	保险	2	18
train-s39	拓展	2	18
train-s39	海外	2	15
train-s39	市场	2	11
train-s39	东京	2	13
train-s39	开设	2	10
train-s39	办事	2	12
train-s39	处	1	5
train-s40	本鱼	2	13
train-s40	分布	2	9
train-s40	西北	2	11
train-s40	洋	1	9
train-s40	包括	2	14
train-s40	松岛	2	15
train-s40	湾	1	12
train-s40	台湾	2	17
train-s40	海域	2	21
train-s41	现存	2	14
train-s41	三栋屋	3	21
train-s41	村	1	7
train-s41	近	1	7
train-s41	和宜合	3	22
train-s41	交汇	2	11
train-s41	一带	2	10
train-s42	交换	2	16
train-s42	不断	2	15
train-s42	发展	2	15
train-s42	扩大	2	9
train-s42	使	1	8
train-s42	商品	2	20
train-s42	生产	2	11
train-s42	出现	2	13
train-s42	反	1	4
train-s42	过来	2	13
train-s42	进	1	7
train-s42	步	1	7
train-s43	社会	2	13
train-s43	分工	2	7
train-s43	首先	2	15
train-s43	最为	2	16
train-s43	发达	2	11
train-s43	地区	2	10
train-s44	它	1	5
train-s44	还	1	7
train-s44	五氧化二氮	5	32
train-s44	催化	2	17
train-s44	臭氧	2	20
train-s44	分解	2	17
train-s44	反应	2	11
train-s44	层	1	7
train-s44	造成	2	16
train-s44	破坏	2	17
train-s44	引起	2	14
train-s44	人们	2	7
train-s44	兴趣	2	21
train-s45	三氯化铑	4	30
train-s45	化学	2	12
train-s45	式	1	6
train-s45	名称	2	16
train-s45	氯化铑	3	27
train-s45	最	1	12
train-s45	稳定	2	22
train-s45	铑	1	11
train-s45	氯化	2	16
train-s45	物	1	8
train-s45	室温	2	21
train-s45	暗	1	13
train-s45	红色	2	12
train-s45	固体	2	15
train-s46	点	1	9
train-s46	三氯氧钒	4	33
train-s46	强	1	12
train-s46	氧化	2	14
train-s46	剂	1	8
train-s46	磷化	2	21
train-s47	三江	2	9
train-s47	镇	1	15
train-s47	下辖	2	17
train-s47	社区	2	11
train-s47	茄南	2	17
train-s47	道学	2	22
train-s47	茄芮	2	15
train-s47	苏寻三	3	16
train-s47	上云	2	7
train-s47	塘	1	13
train-s47	江源	2	19
train-s48	开播	2	19
train-s48	卫视	2	11
train-s48	小时	2	10
train-s48	滚动	2	19
train-s48	播出	2	20
train-s48	档	1	10
train-s48	自办	2	10
train-s48	重点	2	18
train-s48	栏目	2	14
train-s48	双	1	4
train-s48	语	1	9
train-s48	字幕	2	19
train-s48	呈现	2	15
train-s48	南海	2	19
train-s48	区域	2	15
train-s48	提供	2	20
train-s48	资讯	2	15
train-s48	娱乐	2	15
train-s48	服务	2	13
train-s49	教堂	2	22
train-s49	始建	2	16
train-s49	公元	2	8
train-s49	世纪	2	11
train-s49	重建	2	17
train-s50	尝试	2	17
train-s50	亚当斯	3	24
train-s50	改变	2	15
train-s50	信仰	2	15
train-s50	天主	2	9
train-s50	教	1	11
train-s50	徒	1	10
train-s50	但是	2	16
train-s51	方	1	4
train-s51	友好	2	10
train-s51	文书	2	8
train-s51	建立	2	13
train-s51	新	1	12
train-s51	西班牙	3	20
train-s51	正式	2	11
train-s51	关系	2	13
train-s52	同时	2	13
train-s52	兼修	2	19
train-s52	柔道	2	23
train-s52	岁	1	6
train-s52	拿到	2	18
train-s52	黑带	2	21
train-s53	冠军	2	15
train-s53	三浦	2	13
train-s53	美幸	2	17
train-s53	二宫	2	11
train-s53	城光	2	15
train-s53	佐藤	2	25
train-s53	胜昭	2	18
train-s53	好手	2	10
train-s54	此外	2	11
train-s54	北欧	2	13
train-s54	喜欢	2	18
train-s54	往	1	8
train-s54	科隆	2	20
train-s54	东方	2	9
train-s54	博士	2	15
train-s54	祭坛	2	18
train-s54	朝圣	2	17
train-s54	认为	2	8
train-s54	王冠	2	13
train-s54	跟	1	13
train-s54	某种	2	18
train-s54	关联	2	18
train-s55	该属	2	20
train-s55	共	1	6
train-s55	种	1	9
train-s55	印度	2	14
train-s55	东北	2	10
train-s55	锡金	2	21
train-s55	不丹	2	8
train-s56	因为	2	10
train-s56	它们	2	10
train-s56	保留	2	19
train-s56	爬行	2	14
train-s56	退化	2	13
train-s56	下颌	2	15
train-s56	所以	2	12
train-s56	归类	2	14
train-s56	似	1	6
train-s56	哺乳	2	18
train-s57	碘	1	13
train-s57	离子	2	13
train-s57	路易斯	3	33
train-s57	碱	1	14
train-s57	单质	2	16
train-s57	酸	1	14
train-s58	主要	2	14
train-s58	讲述	2	14
train-s58	江南	2	15
train-s58	才子	2	6
train-s58	唐	1	10
train-s58	伯虎	2	15
train-s58	婢女	2	14
train-s58	秋香	2	18
train-s58	恋爱	2	20
train-s59	三索颌腔蛇	5	48
train-s59	平日	2	9
train-s59	栖息	2	20
train-s59	森林	2	20
train-s59	草原	2	29
train-s59	农地	2	12
train-s59	当	1	6
train-s59	遇到	2	20
train-s59	敌人	2	12
train-s59	身体	2	14
train-s59	扭曲	2	13
train-s59	型	1	9
train-s59	威吓	2	15
train-s59	对手	2	9
train-s60	会议	2	11
train-s60	产生	2	11
train-s60	君权	2	13
train-s60	上升	2	7
train-s60	之时	2	10
train-s60	君主	2	12
train-s60	制约	2	14
train-s60	作用	2	12
train-s60	有限	2	14
train-s61	可以	2	9
train-s61	说	1	9
train-s61	近代	2	12
train-s61	欧洲	2	17
train-s61	民主	2	10
train-s61	议会	2	11
train-s61	制度	2	17
train-s61	起源	2	23
train-s62	跳远	2	20
train-s62	技巧	2	12
train-s62	分别	2	11
train-s62	单	1	8
train-s62	足	1	7
train-s62	跳	1	13
train-s62	以及	2	7
train-s62	跨步	2	20
train-s63	维	1	11
train-s63	模型	2	23
train-s63	使用	2	13
train-s63	纹理	2	18
train-s63	覆盖	2	29
train-s63	排列	2	17
train-s63	放到	2	16
train-s63	过程	2	18
train-s63	称作	2	17
train-s63	映射	2	19
train-s64	奉安	2	14
train-s64	殿	1	13
train-s64	旧	1	5
train-s64	校门	2	13
train-s64	校舍	2	18
train-s64	间	1	7
train-s64	座西	2	16
train-s64	朝东	2	17
train-s64	经过	2	14
train-s64	须	1	9
train-s64	驻足	2	15
train-s64	行礼	2	11
train-s65	正是	2	14
train-s65	往日	2	12
train-s65	屯门	2	7
train-s65	海岸	2	19
train-s65	标志	2	16
train-s66	聚	1	14
train-s66	体	1	7
train-s66	称	1	10
train-s66	相同	2	15
train-s66	分子	2	7
train-s66	化合	2	10
train-s66	生成	2	11
train-s66	产物	2	14
train-s67	同样	2	16
train-s67	手法	2	12
train-s67	现代	2	13
train-s67	摄影	2	28
train-s67	技术	2	12
train-s68	三船	2	14
train-s68	久藏	2	20
train-s68	入门	2	5
train-s68	讲道	2	20
train-s68	认识	2	11
train-s68	里面	2	16
train-s68	任何	2	13
train-s68	师傅	2	18
train-s68	挑选	2	18
train-s68	鬼	1	9
train-s68	横山	2	23
train-s68	作次郎	3	21
train-s68	指导	2	15
train-s69	潟湖	2	0
train-s69	珊瑚	2	22
train-s69	礁	1	17
train-s69	常	1	11
train-s69	成群	2	19
train-s69	活动	2	15
train-s70	角	1	7
train-s70	分支	2	8
train-s70	研究	2	16
train-s70	形	1	7
train-s70	边	1	5
train-s71	如果	2	14
train-s71	其中	2	12
train-s71	长度	2	13
train-s71	已知	2	11
train-s71	的话	2	16
train-s71	那么	2	9
train-s71	条	1	7
train-s71	确定	2	20
train-s72	算	1	14
train-s72	介乎	2	10
train-s72	不等	2	16
train-s72	已	1	3
train-s72	否定	2	15
train-s72	其余	2	15
train-s72	情况	2	18
train-s73	洲	1	9
train-s73	特种	2	19
train-s73	部队	2	14
train-s73	招募	2	20
train-s73	对象	2	16
train-s73	通常	2	21
train-s73	特殊	2	20
train-s73	技能	2	17
train-s73	比如	2	10
train-s73	精通	2	24
train-s73	外语	2	14
train-s74	完成	2	13
train-s74	背包	2	14
train-s74	重量	2	21
train-s74	长跑	2	16
train-s74	距离	2	21
train-s74	规定	2	16
train-s74	时间	2	14
train-s74	减少	2	15
train-s75	选拔	2	17
train-s75	测试	2	17
train-s75	心理	2	15
train-s75	从	1	4
train-s75	不计其数	4	29
train-s76	早	1	12
train-s76	晚	1	11
train-s76	划界	2	15
train-s76	分	1	4
train-s76	四	1	5
train-s76	墓葬	2	25
train-s76	群	1	13
train-s77	无	1	4
train-s77	世界	2	14
train-s77	项	1	9
train-s77	全能	2	16
train-s77	协会	2	12
train-s77	铁人	2	12
train-s77	赛事	2	22
train-s77	具有	2	14
train-s77	很高	2	19
train-s77	影响	2	24
train-s77	力	1	2
train-s77	意义	2	16
train-s77	代名词	3	18
train-s78	伯兹贝格	4	30
train-s78	瑞士	2	16
train-s78	城镇	2	24
train-s78	该国	2	16
train-s78	北部	2	15
train-s78	阿尔高	3	22
train-s78	管辖	2	28
train-s78	平方公里	4	20
train-s78	高度	2	19
train-s78	人口	2	5
train-s78	五成半	3	15
train-s78	信奉	2	17
train-s78	基督	2	24
train-s78	密度	2	20
train-s79	大楼	2	16
train-s79	遗迹	2	21
train-s79	挖掘	2	20
train-s80	最初	2	19
train-s80	地方	2	10
train-s80	行政	2	15
train-s80	创建	2	14
train-s80	西区	2	10
train-s80	现在	2	14
train-s80	布兰特福德	5	48
train-s80	东区	2	9
train-s80	戈尔	2	9
train-s80	咸美顿	3	28
train-s80	霍姆	2	24
train-s80	多伦多	3	18
train-s81	上塘	2	16
train-s81	浙江	2	16
train-s81	省	1	9
train-s81	永嘉	2	29
train-s81	县	1	7
train-s81	政府	2	17
train-s81	驻地	2	14
train-s81	全县	2	13
train-s81	政治	2	17
train-s81	文化	2	8
train-s81	中心	2	8
train-s81	南部	2	19
train-s81	楠溪	2	26
train-s81	江	1	6
train-s81	下游	2	15
train-s82	南	1	9
train-s82	波希米亚	4	27
train-s82	重要	2	18
train-s82	古迹	2	14
train-s83	全校	2	16
train-s83	课室	2	19
train-s83	均	1	7
train-s83	设置	2	19
train-s83	电脑	2	15
train-s83	投影	2	22
train-s83	机	1	6
train-s83	连接	2	18
train-s83	宽频	2	23
train-s84	校园	2	17
train-s84	小	1	3
train-s84	记者	2	13
train-s84	计划	2	10
train-s84	知	1	8
train-s84	科技	2	16
train-s84	教学	2	19
train-s84	项目	2	14
train-s85	上海	2	13
train-s85	频道	2	27
train-s85	目前	2	14
train-s85	唯一	2	12
train-s85	仍然	2	18
train-s85	东视	2	13
train-s85	红日	2	10
train-s85	海鸥	2	19
train-s85	台标	2	14
train-s86	网路	2	19
train-s86	论坛	2	13
train-s86	经常	2	19
train-s86	网友	2	10
train-s86	老	1	6
train-s86	比较	2	14
train-s86	毒舌	2	15
train-s86	甚至	2	15
train-s86	直接	2	19
train-s86	蔑称	2	24
train-s86	传媒	2	18
train-s86	公司	2	9
train-s86	土	1	3
train-s87	亩	1	7
train-s87	大门	2	6
train-s87	白利南	3	21
train-s87	愚园	2	20
train-s87	路口	2	16
train-s88	元首	2	13
train-s88	先后	2	12
train-s88	俄罗斯	3	29
train-s88	莫斯科	3	31
train-s88	举行	2	15
train-s88	会晤	2	17
train-s88	签署	2	26
train-s88	关于	2	9
train-s88	边境	2	19
train-s88	加强	2	17
train-s88	军事	2	14
train-s88	领域	2	22
train-s88	信任	2	15
train-s88	协定	2	14
train-s88	相互	2	13
train-s88	裁减	2	23
train-s88	力量	2	14
train-s89	意大利	3	23
train-s89	钢琴	2	21
train-s89	梅帕器	3	35
train-s89	接任	2	17
train-s89	乐队	2	9
train-s89	演奏	2	23
train-s89	曲目	2	11
train-s89	更加	2	12
train-s89	广泛	2	10
train-s89	丰富	2	16
train-s89	及	1	3
train-s89	各地	2	12
train-s89	沪	1	7
train-s89	著名	2	17
train-s89	合作	2	13
train-s89	声名	2	13
train-s89	远扬	2	13
train-s89	誉	1	13
train-s89	远东	2	12
train-s89	第一	2	12
train-s90	交通	2	16
train-s90	分立	2	9
train-s90	定名	2	14
train-s90	合并	2	12
train-s90	原	1	10
train-s90	农	1	6
train-s90	学院	2	17
train-s90	第二	2	13
train-s90	医科	2	16
train-s91	市	1	5
train-s91	内	1	4
train-s91	公共	2	10
train-s91	汽车	2	11
train-s91	线路	2	21
train-s92	地下	2	9
train-s92	设	1	6
train-s92	苹果	2	16
train-s92	大陆	2	10
train-s92	旗舰	2	24
train-s93	物业	2	13
train-s93	幢	1	15
train-s93	高层	2	17
train-s93	办公	2	8
train-s93	塔楼	2	25
train-s93	座	1	10
train-s93	低层	2	14
train-s93	建筑	2	20
train-s94	形式	2	13
train-s94	既	1	9
train-s94	版权	2	14
train-s94	授权	2	17
train-s94	外	1	5
train-s94	共同	2	12
train-s94	选题	2	24
