sent_id	clause_text	lds_n	word_n
train-s11	如+资料+所有+有关+武+则天+的+传+林+语堂+武+则天+武+陈+虹+则天+狄+与+仁杰+演义+历代+通俗+列传+童+煦+后妃+中国+艳姬+黄+柏松+中国+	19	31
train-s11	等+	1	1
train-s12	跋扈+	1	1
train-s12	专横+的+	2	2
train-s12	乱伦+	1	1
train-s12	篡国+	1	1
train-s12	演成+台+电视+武+把+个+一+则天+女子+柔弱+堪怜+的+	8	12
train-s12	是+这+的+	2	3
train-s12	容忍+我们+所+不能+	3	4
train-s13	用+UMLS+可+于+	2	4
train-s13	设计+检索+信息+系统+或+病历+	4	6
train-s13	促进+交流+系统+不同+的+通讯+	4	6
train-s13	之间+	1	1
train-s13	用+或者+于+	1	3
train-s13	开发+系统+	2	2
train-s13	解析+能够+文献+生物+医学+的+	4	6
train-s14	由+的+	2	2
train-s14	带领+军官+白人+	1	3
train-s14	洗劫+了+庄园+卡梅隆+	2	4
train-s14	企图+民兵+支+一+黑人+并且+	3	6
train-s14	强暴+女眷+家+卡梅隆+的+个+每+一+	4	8
train-s14	击溃+但+军队+邦联+民兵+这些+	3	6
train-s14	拯救+了+她们+	2	3
train-s15	剩下+年+2006+的+	1	4
train-s15	用+时光+乐团+都+	3	4
train-s15	编写+来+	1	2
train-s15	录制+与+专辑+乐团+的+张+第三+不道+闲言闲语+就是+自己+	5	11
train-s15	发行+专辑+该+并+月+在+年+2007+5+	5	9
train-s16	不已+巴黎+对+首都+法国+个+这+兴奋+	3	8
train-s16	决定+当时+他+并+	3	4
train-s16	化成+印象+将+各种+想像+和+音乐+	4	7
train-s16	作+为+表达+	2	3
train-s16	在+巴黎+	1	2
train-s16	谱写+乐曲+此+	2	3
train-s16	进行+他+途中+在+行程+次+一+前往+维也纳+的+工作+配器+	7	12
train-s16	在+则+纽约+	1	3
train-s16	由+首演+日+于+年+1928+月+12+31+	5	9
train-s16	指挥+瓦德+丹路殊+Walter+Damrosch+	3	5
train-s16	演出+爱乐+纽约+	1	3
train-s17	拆穿+而+身份+雪莉+的+卧底+也+被+	5	8
train-s17	女+原来+身份+雪莉+的+真正+是+长+云想+集团+董事+高+超+之+高+蓓+	9	16
train-s17	受+	1	1
train-s17	指使+后母+品+缇+饰+王+琳+	4	7
train-s17	化名+雪莉+	1	2
train-s17	潜入+集团+天衣+	2	3
train-s17	搞垮+天衣+	1	2
train-s18	发现+	1	1
train-s18	不爱+叶+广义+自己+	2	4
train-s18	偷取+创意+美丽+的+设计+	3	5
train-s18	投靠+静华+后来+便+集团+云想+	5	6
train-s19	交给+发辫+将+妻子+	1	4
train-s19	嘱咐+吴+汤兴+并且+	2	4
train-s19	战死+若+不幸+	2	3
train-s19	以+	1	1
train-s19	冢+发+为+	2	3
train-s20	启程+	1	1
train-s20	前往+隔日+军+义民+山+八卦+	4	6
train-s20	成仁+人+吴+汤兴+行+一+皆+壮烈+	4	8
train-s21	检测+对于+标记+生物+	2	4
train-s21	如+癌症+病+糖尿+症+氏+帕金森+病+和+氏+阿尔茨海默+疾病+	6	12
train-s21	等+	1	1
train-s21	特有+所+的+	1	3
train-s21	有用+抗体+级+一+是+非常+的+	3	7
train-s22	逃奔+丁+启睿+杨+与+文岳+汝宁+	3	7
train-s22	死伤+军+明+一路+无数+	2	5
train-s22	战死+傅+宗龙+	2	3
train-s22	等+	1	1
train-s22	丢失+敕书+启睿+的+宝剑+尚方+全部+	4	7
train-s23	侵入+年+1900+联军+国+八+天津+	2	7
train-s23	兼任+度+一+秘书+天津+都统+衙门+文+汉+	5	9
train-s23	办理+事务+一切+外交+	3	4
train-s23	兼任+他+后来+又+教习+保定+学堂+总+	6	8
train-s24	易名+年+1903+学堂+该+为+学堂+北洋+大+大学+今+天津+	6	12
train-s24	任+丁+家立+仍+教习+总+	3	6
train-s25	逃亡+在+时+	1	3
train-s25	杀+其后+前者+被+	3	4
train-s25	逃至+而+氏+七里+则+能+成功+加贺+	5	8
train-s26	意识+最后+在+医生+终于+到+	3	6
train-s26	要+只+想+歌声+他+的+	4	6
train-s26	没有+们+人+外星+而+并+	3	6
train-s26	视作+他+将+实体+个+一+	3	6
train-s26	有+情感+的+	2	3
train-s27	决定+人+外星+	1	3
train-s27	传遍+歌声+将+他+的+星球+整颗+	4	7
train-s27	让+这+	1	2
train-s27	成+他+为+了+歌星+名+一+	3	7
train-s28	自负+变得+十分+	2	3
train-s28	让+医生+并+	2	3
train-s28	在+号+家+航海+的+	3	5
train-s28	上+	1	1
train-s28	感到+们+朋友+	1	3
train-s28	愉快+很+不+	2	3
train-s29	较多+段+临近+该路+寺+静安+渡+和+曹家+两+店铺+	6	11
train-s30	建成+四周+碑+纪念+公园+里+三元+抗+英+纪念+	4	10
train-s30	平方米+面积+占地+11265+的+	2	5
train-s31	由+年+1963+的+	2	4
train-s31	创立+弗里茨+裔+奥地利+美国+家+学+经济+马赫卢普+	4	9
train-s31	The+前身+组织+该+的+是+Bellagio+Group+	5	8
train-s31	是+目的+	1	2
train-s31	探求+为了+方案+	2	3
train-s31	解决+问题+国际+货币+体系+的+	5	6
train-s31	面临+年代+1960+美国+所+的+	3	6
train-s31	危机+特别+是+国际+收支+	4	5
train-s32	于+布赖滕费尔德+	1	2
train-s32	击败+月+年+1642+11+军+瑞典+再度+军+神圣+罗马+帝国+	7	12
train-s32	嫉妒+却+成果+军+瑞典+的+	3	6
train-s32	恐惧+但+此时+王+丹麦+并+	4	6
train-s32	强大+瑞典+后+	1	3
train-s32	受+丹麦+	1	2
train-s32	制+其+所+	2	3
train-s32	进攻+军+瑞典+南方+日耳曼+之+	3	6
train-s32	宣战+此+因+际+乘+瑞典+向+	4	7
train-s33	在+州+密苏里+	2	3
train-s33	放置+要求+由于+家长+的+该书+被+在+区+馆+学校+图书+的+类+非+小说+文学+作品+	11	18
train-s34	基+本书+就是+于+故事+罗伊+塞隆+和+的+真实+	6	10
train-s34	住+在+园+纽约+中央+公园+动物+的+	6	8
train-s34	组成+企鹅+只+这+两+雄性+南极+伴侣+	4	8
train-s34	达+年+6+	2	3
train-s35	中+	1	1
train-s35	孵化+	1	1
train-s35	协助+	1	1
train-s35	抚养+企鹅+雄性+并+	3	4
train-s35	成长+幼鸟+	1	2
train-s35	天性+现实+是+其+	3	4
train-s35	中+	1	1
train-s35	常见+这+鸟类+在+其他+许多+也+很+	6	8
train-s36	发明+图+阵+八+	2	4
train-s36	利+诸葛+亮+以+	2	4
train-s36	立营+	1	1
train-s36	练兵+	1	1
train-s37	三崎+四郎+员+日本+足球+运动+成员+前+日本+国家+队+足球+	8	12
train-s38	立方米+库容+水库+正常+为+500万+	4	6
train-s38	平方千米+面积+集雨+为+199+	3	5
train-s38	米+海拔+为+213.4+	3	4
train-s39	开始+	1	1
train-s39	开始+	1	1
train-s39	拓展+市场+海外+	2	3
train-s39	在+东京+日本+纽约+和+美国+	4	6
train-s39	开设+年+1986+保险+三星+生命+并+处+办事+	6	9
train-s40	分布+本鱼+	1	2
train-s40	包括+于+区+西北+洋+太平+湾+日本+松岛+台湾+至+海域+	7	12
train-s40	等+	1	1
train-s41	现存+的+	1	2
train-s41	位+村+三栋屋+于+一带+路+三栋屋+	3	7
train-s41	近+处+和宜合+交汇+	3	4
train-s42	交换+的+	1	2
train-s42	使+	1	1
train-s42	出现+生产+商品+	1	3
train-s42	发展+并+	1	2
train-s42	反+过来+	1	2
train-s42	促进+发展+不断+扩大+和+又+了+发展+	5	8
train-s42	交换+的+	1	2
train-s42	进+步+一+	2	3
train-s43	在+地区+	2	2
train-s43	发达+交换+商品+最为+的+	2	5
train-s43	出现+分工+次+第三+社会+大+首先+	5	7
train-s44	催化+五氧化二氮+的+	2	3
train-s44	分解+臭氧+	1	2
train-s44	有关+它+还+反应+与+	4	5
train-s44	造成+层+对+臭氧+会+破坏+	3	6
train-s44	引起+这+此+因+了+兴趣+人们+的+	4	8
train-s45	物+是+常见+最+稳定+和+最+的+铑+的+氯化+	7	11
train-s45	下+	1	1
train-s45	固体+三氯化铑+式+化学+RhCl3+名称+IUPAC+氯化铑+III+室温+为+红色+暗+的+	7	14
train-s46	是+点+个+一+不同+	2	5
train-s46	剂+三氯氧钒+是+强+氧化+	4	5
train-s46	不是+而+物+磷化+	2	4
train-s47	下辖+镇+三江+社区+三江+村+三江+村+茄南+村+道学+村+茄芮+村+苏寻三+村+上云+村+塘+眼镜+村+和+江源+	11	23
train-s48	开播+后+	1	2
train-s48	滚动+	1	1
train-s48	播出+卫视+该+将+小时+24+节目+档+8+自办+	6	10
train-s48	呈现+栏目+重点+字幕+以+文+中+英+语+双+	6	10
train-s48	提供+观众+为+南海+区域+资讯+服务+和+娱乐+	5	9
train-s49	始建+于+世纪+公元+5+	3	5
train-s49	重建+教堂+该+年+1599+	2	5
train-s50	开始+一+	1	2
train-s50	尝试+	1	1
train-s50	改变+亚当斯+把+信仰+	1	4
train-s50	成+为+徒+教+天主+	2	5
train-s50	没有+他们+但是+	2	3
train-s50	成功+	1	1
train-s51	交换+了+文书+友好+	2	4
train-s51	建立+方+双+了+关系+日本+西班牙+与+新+的+正式+外交+	8	12
train-s52	有+同时+他+也+	3	4
train-s52	兼修+柔道+	1	2
train-s52	时+	1	1
train-s52	拿到+并且+岁+在+17+段+黑带+一+	6	8
train-s53	击败+年+拿到+冠军+这+三浦+美幸+了+二宫+城光+佐藤+胜昭+好手+	7	13
train-s53	等+	1	1
train-s54	喜欢+此外+人+世纪+中+的+北欧+很+	4	8
train-s54	朝圣+祭坛+往+博士+科隆+的+东方+三+	4	8
train-s54	认为+他们+	1	2
train-s54	有+王冠+三+博士+跟+东方+三+关联+某种+	5	9
train-s55	有+共+种+2+	2	4
train-s55	分布+该属+部+于+印度+东北+锡金+不丹+	6	8
train-s56	保留+因为+它们+仍+下颌+动物+爬行+的+退化+	5	9
train-s56	归类+所以+它们+被+于+动物+似+哺乳+爬行+	6	9
train-s57	中+	1	1
train-s57	认为+反应+在+个+这+离子+碘+被+	4	8
train-s57	碱+是+路易斯+	2	3
train-s57	作+而+单质+碘+酸+路易斯+	3	6
train-s58	讲述+故事+主要+故事+才子+江南+唐+伯虎+婢女+与+秋香+的+恋爱+	6	13
train-s59	栖息+三索颌腔蛇+平日+多+森林+于+草原+农地+	5	8
train-s59	遇到+当+敌人+时+	2	4
train-s59	扭曲+会+成+型+S+	2	5
train-s59	威吓+身体+以+对手+	2	4
train-s60	产生+会议+级+三+	1	4
train-s60	上升+于+君权+之时+	2	4
train-s60	有限+当时+它+作用+对+君主+的+制约+是+的+	6	10
train-s61	说+可以+	1	2
train-s61	一+会议+级+三+是+起源+制度+近代+欧洲+民主+议会+的+之+	8	13
train-s62	有+技巧+跳远+级+三+主要+的+	3	7
train-s62	跳+种+两+分别+为+足+单+	4	7
train-s62	跨步+	1	1
train-s62	跳+以及+	2	2
train-s63	使用+模型+许多+维+三+纹理+	2	6
train-s63	进行+覆盖+	1	2
train-s63	放到+排列+将+纹理+模型+维+三+的+	4	8
train-s63	上+	1	1
train-s63	称作+但是+过程+映射+纹理+	3	5
train-s64	位+于+校门+旧+校舍+与+	3	6
train-s64	间+	1	1
train-s64	座西+	1	1
train-s64	朝东+殿+奉安+	2	3
train-s64	经过+时+	1	2
train-s64	驻足+	1	1
train-s64	行礼+须+	2	2
train-s65	标志+这+正是+线+往日+屯门+海岸+之+	6	8
train-s66	称+又+体+三+	2	4
train-s66	化合+	1	1
train-s66	生成+分子+相同+的+	2	4
train-s66	产物+体+聚+三+是+个+三+	4	7
train-s67	用+手法+同样+的+被+于+技术+现代+的+摄影+	5	10
train-s67	中+	1	1
train-s68	入门+馆+讲道+时+	3	4
train-s68	认识+三船+久藏+不+并+师傅+里面+的+任何+	4	9
train-s68	挑选+最后+他+	2	3
train-s68	有+称+横山+鬼+之+的+	4	6
train-s68	做+横山+作次郎+为+师傅+指导+	3	6
train-s69	栖息+潟湖+于+礁+或+珊瑚+	4	6
train-s69	成群+	1	1
train-s69	活动+本鱼+常+	3	3
train-s70	分支+是+数学+的+个+一+	3	6
train-s70	研究+学+角+三+主要+形+角+三+关系+以及+边+形+角+三+角+与+的+	9	17
train-s70	中+	1	1
train-s70	之间+	1	1
train-s71	如果+	1	1
train-s71	为+长度+边+其中+个+一+的+又+的话+	5	9
train-s71	已知+	1	1
train-s71	确定+那么+长度+边+其他+条+两+的+也+就+	6	10
train-s72	有+	1	1
train-s72	认为+人+	1	2
train-s72	算+形+退化+角+三+不能+并+	3	7
train-s72	形+是+角+三+	2	4
train-s72	是+这+	1	2
train-s72	由于+	1	1
train-s72	介乎+它+于+式+角+三+不等+	3	7
train-s72	之间+	1	1
train-s72	中+	1	1
train-s72	否定+资料+在+一些+已+了+情况+	4	7
train-s72	等+边+其中+条+一+于+和+边+其余+条+两+之+的+	6	13
train-s73	是+对象+部队+洲+角+三+特种+的+招募+通常+	4	10
train-s73	有+技能+特殊+的+	3	4
train-s73	比如+人+	1	2
train-s73	精通+外语+技能+或+其他+有用+	4	6
train-s74	完成+每+次+一+	2	4
train-s74	增加+重量+背包+的+距离+和+长跑+都+会+	6	9
train-s74	减少+而+时间+规定+完成+却+	4	6
train-s75	是+部分+测试+选拔+的+心理+	2	6
train-s75	开始+测试+从+不计其数+的+心理+	3	6
train-s76	划界+	1	1
train-s76	分+年代+以+早+中+晚+个+三+群+个+四+墓葬+	7	12
train-s77	无+	1	1
train-s77	否认+可+	1	2
train-s77	具有+力+很高+的+影响+度+和+知名+	5	8
train-s77	上+	1	1
train-s77	让+赛事+协会+世界+全能+项+三+运动+的+铁人+运动+项+三+意义+某种+	7	15
train-s77	成+项+铁人+三+为+了+代名词+全能+项+三+的+	5	11
train-s78	城镇+是+瑞士+的+	3	4
train-s78	位+于+北部+该国+	2	4
train-s78	由+伯兹贝格+上+	2	3
train-s78	负责+	1	1
train-s78	管辖+州+阿尔高+	2	3
train-s78	平方公里+面积+5.45+	2	3
train-s78	米+高度+海拔+540+	2	4
train-s78	499+人口+年+2011+	1	4
train-s78	信奉+人口+五成半+教+基督+	2	5
train-s78	人+密度+人口+平方公里+每+92+	3	6
train-s79	时+	1	1
train-s79	中+	1	1
train-s79	发现+年+2001+遗迹+大楼+旧+议会+的+挖掘+在+次+一+被+	7	13
train-s80	开始+行政+最初+的+地方+于+	2	6
train-s80	创建+	1	1
train-s80	西区+区+行政+分别+为+	3	5
train-s80	包括+布兰特福德+现在+的+	3	4
train-s80	东区+	1	1
train-s80	区+戈尔+	1	2
train-s80	包括+咸美顿+现在+的+	3	4
train-s80	区+以及+霍姆+	2	3
train-s80	包括+多伦多+现在+的+	3	4
train-s81	驻地+为+省+浙江+县+永嘉+县+政府+	5	8
train-s81	中心+政治+全县+文化+	2	4
train-s81	位+镇+上塘+于+	2	4
train-s81	下游+南部+县+永嘉+江+楠溪+	2	6
train-s82	一+它+是+古迹+州+南+波希米亚+重要+最+的+文化+之+	7	12
train-s83	有+均+	1	2
train-s83	设置+电脑+机+和+LCD+投影+	4	6
train-s83	连接+课室+全校+并+宽频+	2	5
train-s84	知+最+为+人+所+的+	4	6
train-s84	项目+当中+计划+校园+记者+小+是+其中+项+一+资讯+科技+教学+	9	13
train-s85	使用+仍然+海鸥+东视+红日+台标+的+	4	7
train-s85	频道+频道+上海+东方+台+电视+娱乐+是+目前+唯一+个+一+	9	12
train-s86	上+	1	1
train-s86	有+论坛+在+一些+网路+经常+	4	6
train-s86	作+网友+节目+将+东视+老+的+频道+与+现在+的+娱乐+新+比较+	7	14
train-s86	有+	1	1
train-s86	蔑称+网友+一些+毒舌+甚至+直接+	4	6
train-s86	娱乐+公司+娱乐+新+传媒+为+土+	4	7
train-s87	占地+公园+当时+亩+320+	3	5
train-s87	位+大门+于+路+白利南+路口+和+路+愚园+	4	9
train-s88	在+上海+中国+莫斯科+和+俄罗斯+	4	6
train-s88	举行+先后+会晤+	2	3
train-s88	签署+年+1996+年+和+1997+元首+国+五+协定+关于+的+协定+和+关于+的+	12	16
train-s88	在+地区+边境+	2	3
train-s88	加强+信任+军事+领域+	3	4
train-s88	在+地区+边境+	2	3
train-s88	裁减+相互+力量+军事+	2	4
train-s89	接任+年+1919+家+意大利+钢琴+梅帕器+指挥+	4	8
train-s89	任+他+指挥+的+	2	4
train-s89	里+	1	1
train-s89	广泛+	1	1
train-s89	丰富+曲目+乐队+演奏+更加+	4	5
train-s89	来+沪+的+	2	3
train-s89	合作+	1	1
train-s89	演出+年+在+23+并+家+和+欧洲+各地+及+世界+著名+音乐+	10	13
train-s89	远扬+声名+	1	2
train-s89	誉+被+为+第一+远东+	2	5
train-s90	分立+年+1959+大学+交通+	2	5
train-s90	定名+为+大学+上海+交通+	3	5
train-s90	合并+年+1999+学院+原+上海+农+	4	7
train-s90	合并+部分+交通+大学+上海+年+2005+大学+原+上海+医科+第二+	7	12
train-s91	内+	1	1
train-s91	线路+路+18+是+市+上海+条+一+汽车+公共+	5	10
train-s92	设+店+苹果+电脑+中国+大陆+大+第二+的+旗舰+	7	10
train-s92	占地+层+地下+平方米+1,500+	3	5
train-s93	由+物业+	1	2
train-s93	组成+塔楼+幢+两+高层+办公+建筑+及+座+一+低层+	7	11
train-s94	合作+的+	1	2
train-s94	有+形式+既+授权+版权+	3	5
train-s94	有+也+	1	2
train-s94	开发+	1	1
train-s94	选题+	1	1
train-s94	合作+	1	1
train-s94	出版+中+外+方+双+共同+	4	6
train-s95	由+	1	1
train-s95	组成+年级+1+12+至+	3	5
train-s95	设有+部门+教学+并+部+IB+高中+	4	7
train-s96	激烈+竞争+赛季+2012+的+中超+联赛+十分+	4	8
train-s96	剩+在+联赛+还+轮+两+之时+	5	7
train-s96	呈现+出+了+局面+	3	4
train-s96	争冠+队+2+	1	3
train-s96	争+队+6+亚冠+	1	4
train-s96	保级+队+7+的+	1	4
train-s96	只有+唯独+	1	2
train-s96	无+申花+上海+既+	2	4
train-s96	争+资格+亚冠+	2	3
train-s96	无+也+忧+	2	3
train-s96	降级+之+	1	2
train-s97	引进+开赛+赛季+2012+前+俱乐部+上海+申花+手笔+大+地+了+球星+法国+尼古拉+阿内尔卡+名帅+与+法国+让+蒂迦纳+	8	21
train-s97	使得+	1	1
train-s97	超过+呼声+球队+的+联赛+夺冠+甚至+了+冠军+卫冕+恒大+广州+	6	12
train-s98	管辖+现在+局+上海+铁路+事务+境内+市+上海+省+江苏+省+安徽+省+和+浙江+的+铁路+	10	18
train-s99	经过+路+条+这+附近+上+陶恩+	3	7
train-s99	使+	1	1
train-s99	成+该地+为+处+商人+货物+和+他们+的+重要+	7	10
train-s99	栖息+之+	1	2
train-s100	丰富+资源+县+大新+镇+下雷+锰矿+	3	7
train-s100	来+	1	1
train-s100	增多+近年+企业+锰+产品+加工+	4	6
train-s100	污染+水质+下游+河段+	3	4
train-s101	向+右+	1	2
train-s101	刻写+其中+文+藏+左+由+	4	6
train-s101	向+文+察合台+右+由+左+	2	6
train-s102	建立+公司+战后+在+了+赞比西亚+领地+个+这+新+	5	10
train-s102	后称+罗德西亚+	1	2
train-s103	重整+为+心情+	1	3
train-s103	去看+大家+一同+天马+宇宙+的+	4	6
train-s104	是+内容+考验+的+	2	4
train-s104	找寻+石+葛蕾丝+之+	3	4
train-s104	分散+在+各国+的+	3	4
train-s105	中+	1	1
train-s105	推演+关系+根据+表格+上+元素+个+七+的+可以+出+定理+个+二十一+	6	14
train-s106	过+了+岁+40+	2	4
train-s106	没有+还+的+	2	3
train-s106	结婚+	1	1
train-s106	遭+以前+人+日本+会+	3	5
train-s106	侧目+人+	1	2
train-s106	不过+现在+则+再+平常+	4	5
train-s107	刺激+力+个人+创造+的+	4	5
train-s107	制度+专利+是+	3	3
train-s108	希望+他+	1	2
train-s108	共享+能+空间+办公+人员+接待+秘书+	4	7
train-s108	分摊+并+成本+	1	3
train-s108	减少+从而+开支+日常+	2	4
train-s109	路线+线+世田谷+是+旗下+东京+急行+电铁+条+一+特别+较为+的+	8	13
train-s110	是+剧+个+这+广播+	2	5
train-s110	由+	1	1
train-s110	改编+大战+赫伯特+乔治+威尔斯+的+世界+	4	7
train-s110	成+而+	1	2
train-s111	由+的+	2	2
train-s111	形成+网路+国家+个+128+的+教会+所+	3	8
train-s111	联盟+是+	2	2
train-s111	有+	1	1
train-s111	参与+组织+个+超过+100+国际+其中+	3	7
train-s111	代表+徒+4亿2千万+的+派+福音+基督+	4	7
train-s111	发声+联盟+世界+福音+	3	4
train-s112	日+日+月+12+1+是+世界+病+艾滋+	5	9
train-s112	在+天+这+旨+	2	4
train-s112	提高+意识+公众+	3	3
train-s112	引起+病毒+HIV+的+	1	4
train-s112	在+全球+	1	2
train-s112	传播+病+对+艾滋+的+	3	5
train-s113	造成+从此+病+艾滋+已+	3	5
train-s113	死亡+人+两千五百万+超过+	1	4
train-s114	采纳+从此+概念+个+这+被+政府+全球+各国+组织+国际+机构+和+慈善+	9	14
train-s115	有+目前+组织+该+约+	3	5
train-s115	加盟+国+个+50+成员+	2	5
train-s115	设+总部+其+在+阿姆斯特丹+荷兰+	2	6
train-s116	裁定+官+裁判+	1	3
train-s116	成立+罪名+朴+仁焕+不+	3	5
train-s116	释放+当场+	1	2
train-s117	赛+是+世界+顶级+马拉松+巡回+	5	6
train-s117	设立+满贯+世界+马拉松+大+年+自+2006+	5	8
train-s118	受到+帝国+世纪+普遍+好评+	2	5
train-s118	有+但+批评+亦+不少+	3	5
train-s119	成功+作品+系列+帝国+世纪+相当+	2	6
train-s119	中+	1	1
train-s119	售出+年+至+2008+游戏+系列+的+个+5+皆+	6	10
train-s119	超过+套+100万+	2	3
train-s120	使用+所+的+	1	3
train-s120	是+智慧+每集+帝国+世纪+系列+人工+AI+	4	8
train-s120	开发+师+由+设计+	2	4
train-s120	改进+且+常常+	2	3
train-s121	III+	1	1
train-s121	附带+版+帝国+世纪+的+个+数+特别+了+集+本+一+精装+原画+	7	14
train-s122	具有+情节+个+一+特定+的+故事+	4	7
train-s122	由+战役+	2	2
train-s122	关连+互相+的+	1	3
train-s122	串联+任务+系列+一+起来+	2	5
train-s123	断言+他+亦+	2	3
train-s123	建立+要素+它+独一无二+的+室+为+全效+工作+了+声誉+大师+即时+战略+游戏+的+	10	16
train-s124	负责+室+家+两+工作+都+	3	6
train-s124	推出+在+游戏+前+	2	4
train-s124	作出+测试+最后+	2	3
train-s125	是+由于+游戏+的+	3	4
train-s125	改写+事件+根据+历史+	2	4
train-s125	来+而+	1	2
train-s125	进行+小组+开发+常常+需要+其+对+考究+大量+的+	6	10
train-s126	推出+日+于+年+1998+月+10+31+	4	8
train-s126	加入+片+资料+霸主+罗马+了+	3	6
train-s126	比如+特色+很多+新+的+文明+和+罗马+古+	6	9
train-s126	等+	1	1
train-s127	分+游戏+主要+为+地图+随机+模式+和+战役+部分+两+	6	11
train-s128	由+	1	1
train-s128	创立+许+荣茂+先生+	3	4
train-s128	为+业务+主要+	1	3
train-s128	在+城市+中国+大陆+	4	4
train-s128	发达+经济+的+	2	3
train-s128	具+或+极+潜力+发展+	3	5
train-s128	发展+	1	1
train-s128	包括+项目+大型+质素+及+高+的+综合+房地产+住宅+酒店+零售+物业+及+商用+	9	15
train-s129	支付+SEC+向+现金+总额+的+股票+和+公司+新+	6	10
train-s129	金+75亿+美+	2	3
train-s129	用+计划+根据+破产+重组+公司+	5	6
train-s129	偿付+以+者+投资+	2	4
train-s129	受+的+	2	2
train-s129	欺骗+	1	1
train-s130	揭开+丑闻+迅即+被+	3	4
train-s130	解职+苏利文+被+	2	3
train-s130	辞职+Myers+主动+	2	3
train-s130	收回+安达信+了+意见+年+2001+的+审计+	3	8
train-s131	指出+弟子+他+早期+的+四世+约翰+史坦贝克+John+Steinbeck+IV+妻子+与+他+的+	10	15
train-s131	除+了+酗酒+之外+	3	4
train-s131	有+还+习惯+	2	3
train-s131	吸食+古柯碱+的+	2	3
train-s131	服用+经常+司可巴比妥+Secobarbital+	1	4
train-s131	镇静+并+来+兴奋+过度+	3	5
train-s131	造成+古柯碱+的+	1	3
train-s131	花费+他+年+一+要+金+元+四万+美+	5	9
train-s132	说+他+	1	2
train-s132	中+	1	1
train-s132	视+被+为+秘密+	2	4
train-s132	谈论+事+件+这+道场+在+不能+	3	7
train-s133	燃气+是+种+一+常用+的+工业+	4	7
train-s133	用+它+常+被+在+焊接+	4	6
train-s133	上+	1	1
train-s134	明确+原因+疾病+本+的+目前+还+不+	5	8
train-s135	变化+周期+春天+天气+	2	4
train-s135	出现+也+可能+影响+因+旋涡+寒冷+的+雷雨+	5	9
train-s136	告别+了+千春+	2	3
train-s136	深爱+着+他+的+	3	4
train-s136	上路+再次+	1	2
train-s136	浪迹+哲也+天涯+	2	3
train-s137	有+联系+亚+东北+地区+彼此+文化+着+历史+悠久+的+	6	11
train-s137	圈+地区+部分+亦为+字+汉+文化+	4	7
