sent_id	word_char	character_token_n	component_n
n01003012	几	1	1
n01003012	个	1	1
n01003012	街区	2	7
n01003012	之外	2	3
n01003012	街	1	5
n01003012	华盛顿	3	7
n01003012	私人	2	3
n01003012	大都会	3	7
n01003012	俱乐部	3	8
n01003012	举行	2	6
n01003013	也许	2	4
n01003013	着装	2	5
n01003013	要求	2	3
n01003013	过	1	2
n01003013	沉闷	2	5
n01004009	不是	2	3
n01004009	把	1	2
n01004009	科学	2	5
n01004009	研究	2	4
n01004009	方法	2	4
n01004009	独立	2	4
n01004009	章节	2	4
n01004009	教授	2	7
n01004009	例如	2	5
n01004009	学生	2	4
n01004009	实际	2	5
n01004009	运用	2	5
n01004009	学习	2	4
n01004009	课程	2	5
n01004009	内容	2	4
n01004017	成绩	2	4
n01004017	属	1	2
n01004017	年级	2	4
n01004017	全国	2	5
n01004017	平均	2	4
n01004017	水平	2	2
n01004017	且	1	1
n01004017	优	1	2
n01005023	相比	2	3
n01005023	之下	2	3
n01005023	年	1	2
n01005023	开业	2	4
n01005023	诺玛	2	6
n01005023	城际	2	4
n01005023	地铁站	3	7
n01005023	修建	2	5
n01005023	耗	1	2
n01005023	成本	2	3
n01005024	我们	2	4
n01005024	面临	2	8
n01005024	很多	2	4
n01005024	竞争	2	5
n01005024	认为	2	3
n01005024	能	1	4
n01005024	此	1	2
n01005024	局面	2	7
n01005024	帮助	2	5
n01005024	乔治城	3	7
n01005024	商业	2	6
n01005024	改善会	3	8
n01005024	主席	2	5
n01005024	乔	1	2
n01005024	斯顿雷	3	7
n01005031	根据	2	6
n01005031	可行性	3	7
n01005031	估计	2	5
n01005031	乘客	2	6
n01005031	乘坐	2	6
n01005031	缆车	2	5
n01005031	穿越	2	4
n01005031	波托马克河	5	11
n01005031	需时	2	4
n01005031	约	1	2
n01005031	四	1	3
n01005031	分钟	2	4
n01006011	位	1	2
n01006011	目击者	3	5
n01006011	告诉	2	4
n01006011	警方	2	7
n01006011	被	1	2
n01006011	害人	2	4
n01006011	袭击	2	4
n01006011	嫌疑人	3	7
n01007012	游戏	2	6
n01007012	日常	2	4
n01007012	生活	2	3
n01007012	相似	2	4
n01007012	之	1	1
n01007012	处	1	2
n01008017	比例	2	4
n01008017	多	1	2
n01008017	一直	2	3
n01008017	稳步	2	5
n01008017	上升	2	3
n01008017	人口	2	2
n01008017	普查局	3	8
n01008017	数据	2	7
n01008017	显示	2	5
n01008017	选举日	3	7
n01008017	之前	2	4
n01008017	接收	2	5
n01008017	投票	2	4
n01008017	只有	2	3
n01008017	总投票额	4	11
n01008017	今年	2	3
n01008017	数字	2	5
n01008017	可能	2	6
n01008017	再次	2	3
n01008017	激增	2	9
n01009027	现在	2	4
n01009027	只	1	2
n01009027	寂寞	2	7
n01009027	猪	1	3
n01009027	并	1	1
n01009027	都	1	3
n01009027	孤独	2	4
n01009054	已经	2	4
n01009054	国家	2	5
n01009054	用	1	2
n01009054	种群	2	5
n01009054	动物	2	5
n01009054	包括	2	4
n01009054	扩充	2	4
n01009054	动物园	3	8
n01009054	萨奇布	3	8
n01009054	说	1	4
n01010042	潘	1	3
n01010042	沃尔卡	3	6
n01010042	先生	2	3
n01010042	曾经	2	7
n01010042	段	1	2
n01010042	时刻	2	4
n01010042	觉得	2	7
n01010042	自己	2	3
n01010042	应该	2	4
n01010042	离开	2	5
n01010042	那	1	2
n01010042	幢	1	3
n01010042	大楼	2	4
n01011004	还	1	2
n01011004	指控	2	6
n01011004	试图	2	7
n01011004	杀死	2	5
n01011004	两	1	1
n01011004	岁	1	2
n01011004	大	1	1
n01011004	女儿	2	2
n01011011	表示	2	5
n01011011	儿子	2	2
n01011011	安德烈	3	10
n01011011	脸	1	3
n01011011	按进	2	5
n01011011	客厅	2	5
n01011011	床垫	2	5
n01011011	里	1	1
n01011011	之后	2	4
n01011011	又	1	1
n01011011	同样	2	5
n01011011	方式	2	4
n01011011	安吉尔	3	6
n01011017	不管	2	4
n01011017	哪	1	3
n01011017	种	1	2
n01011017	情况	2	5
n01011017	要	1	2
n01011017	坐牢	2	5
n01011017	希望	2	6
n01011017	这么	2	3
n01011017	做	1	4
n01011017	值得	2	7
n01012003	其中	2	3
n01012003	雅兹迪	3	7
n01012003	女人	2	2
n01012003	开始	2	4
n01012003	哭泣	2	5
n01012003	随后	2	6
n01012003	朋友	2	3
n01012003	也	1	1
n01013005	奥斯本	3	8
n01013005	七	1	1
n01013005	解雇	2	5
n01013005	后	1	3
n01013005	音箱	2	5
n01013005	代理	2	4
n01013005	机构	2	5
n01013005	签订	2	5
n01013005	协议	2	4
n01014003	迈克尔	3	7
n01014003	法伦	2	5
n01014003	切断	2	4
n01014003	第一	2	4
n01014003	根	1	2
n01014003	钢材	2	5
n01014003	天	1	1
n01014003	保证	2	5
n01014003	新投资	3	8
n01014003	和	1	2
n01014003	上百	2	4
n01014003	工作	2	3
n01014003	安全	2	4
n01014003	该	1	2
n01014003	效应	2	5
n01014003	可	1	2
n01014003	持续	2	6
n01014003	到	1	2
n01014012	为了	2	2
n01014012	保全	2	5
n01014012	克莱德	3	10
n01014012	造船	2	6
n01014012	产业	2	4
n01014012	新皇家	3	7
n01014012	海军	2	5
n01014012	苏格兰	3	8
n01014012	公投	2	4
n01014012	许下	2	5
n01014012	下达	2	4
n01014012	订单	2	4
n01014012	承诺	2	5
n01015033	显而易见	4	6
n01015033	名人	2	3
n01015033	名字	2	4
n01015033	最开始	3	7
n01015033	相当	2	4
n01015033	罕见	2	4
n01015036	直至	2	4
n01015036	观	1	2
n01015036	其	1	2
n01015036	奈特利	3	7
n01015036	常见	2	4
n01015036	程度	2	6
n01015036	前	1	3
n01015036	名	1	2
n01015036	常用	2	5
n01015036	凯拉	2	5
n01015036	婴儿	2	4
n01015036	奇尔拉	3	7
n01015036	三	1	3
n01015036	倍	1	3
n01016014	家	1	2
n01016014	韩国	2	5
n01016014	最初	2	5
n01016014	以为	2	3
n01016014	电池	2	3
n01016014	故障	2	6
n01016014	罪魁	2	4
n01016014	祸首	2	5
n01016014	因而	2	3
n01016014	替代	2	5
n01016014	组件	2	4
n01016014	改用	2	4
n01016014	第三	2	6
n01016014	方	1	2
n01016014	电源	2	5
n01016014	单元	2	4
n01016019	一些	2	5
n01016019	分析家	3	6
n01016019	华为	2	4
n01016019	最	1	3
n01016019	从	1	2
n01016019	三星	2	5
n01016019	挫折	2	6
n01016019	受益	2	6
n01016032	手机	2	3
n01016032	缺少	2	4
n01016032	像	1	2
n01016032	谷歌	2	8
n01016032	助手	2	3
n01016032	或	1	3
n01016032	苹果	2	4
n01016032	那样	2	4
n01016032	人工	2	2
n01016032	智能	2	7
n01016032	界面	2	8
n01017005	旅行	2	6
n01017005	专家	2	3
n01017005	警告	2	7
n01017005	飞机	2	3
n01017005	飞行	2	4
n01017005	时	1	2
n01017005	配置	2	5
n01017005	空中	2	3
n01017005	网络	2	6
n01017005	往往	2	4
n01017005	不	1	1
n01017005	可靠	2	5
n01017005	而且	2	2
n01017005	太	1	1
n01017005	影响	2	8
n01017005	旅客	2	6
n01017005	航空	2	5
n01017005	选择	2	6
n01017008	英国	2	5
n01017008	国际	2	5
n01017008	集团	2	4
n01017008	破解	2	5
n01017008	它	1	2
n01017008	提供	2	5
n01017008	大致	2	4
n01017008	信息	2	4
n01017010	向	1	2
n01017010	是否	2	4
n01017010	收取	2	4
n01017010	使用费	3	6
n01017010	由	1	1
n01017010	自行	2	5
n01017010	决定	2	4
n01017013	多数	2	5
n01017013	会	1	3
n01017013	机场	2	4
n01017013	比	1	1
n01017013	发	1	1
n01017013	电子	2	2
n01017013	邮件	2	4
n01017013	件	1	2
n01017013	事	1	3
n01017013	更加	2	3
n01017013	有用	2	3
n01018024	时候	2	5
n01018024	看	1	2
n01018024	起来	2	3
n01018024	超能力	3	8
n01018040	方案	2	5
n01018040	赞助	2	7
n01018040	广告	2	3
n01018040	盈利	2	5
n01019004	项	1	2
n01019004	为期	2	4
n01019004	情报	2	4
n01019004	认证	2	4
n01019005	设立	2	4
n01019005	背后	2	5
n01019005	意图	2	6
n01019005	提出	2	4
n01019005	质疑	2	7
n01020004	此前	2	5
n01020004	撰稿人	3	8
n01020004	见	1	1
n01020004	这些	2	6
n01020004	喷气机	3	9
n01020017	通常	2	6
n01020017	中国	2	4
n01020017	本周	2	5
n01020017	内	1	2
n01020017	展示	2	6
n01020017	军事	2	5
n01020017	硬件	2	4
n01020017	如	1	2
n01020017	歼击机	3	6
n01020017	海上	2	5
n01020017	等	1	3
n01020021	由于	2	2
n01020021	未来	2	2
n01020021	成	1	1
n01020021	全球	2	4
n01020021	最大	2	4
n01020021	市场	2	4
n01020021	此次	2	4
n01020021	展会	2	6
n01020021	北京	2	4
n01020021	民	1	1
n01020021	以及	2	3
n01020021	国防	2	5
n01020021	方面	2	7
n01020021	野心	2	3
n01020021	机会	2	5
n01021007	不幸	2	4
n01021007	证明	2	4
n01021007	少数	2	5
n01021007	替	1	3
n01021007	毁坏	2	5
n01021007	黑客	2	5
n01021007	论坛	2	6
n01021007	创始人	3	7
n01021007	杰西卡	3	5
n01021007	拉布罗卡	4	8
n01021007	解释	2	6
n01021007	关闭	2	4
n01021007	原因	2	5
n01021007	则	1	2
n01021007	消息	2	5
n01021011	最新	2	6
n01021011	事件	2	5
n01021011	很	1	2
n01021011	指	1	3
n01021011	日	1	1
n01021011	攻击	2	4
n01021011	热门	2	4
n01021011	网站	2	6
n01021011	挂	1	3
n01021012	分析	2	4
n01021012	表明	2	4
n01021012	使用	2	4
n01021012	历史	2	3
n01021012	造成	2	4
n01021012	中断	2	3
n01022002	联合国	3	9
n01022002	回顾	2	6
n01022002	碳	1	4
n01022002	计划	2	4
n01022002	非常	2	4
n01022002	难	1	2
n01022002	以	1	2
n01022002	实现	2	5
n01022002	保持	2	6
n01022002	气温	2	6
n01022002	下	1	2
n01022002	需要	2	4
n01022005	科学家	3	7
n01022005	目前	2	4
n01022005	去除	2	5
n01022005	空气	2	5
n01022005	满足	2	5
n01022005	巴黎	2	5
n01022005	目标	2	3
n01022010	环境	2	6
n01022010	规划署	3	7
n01022010	负责人	3	5
n01022010	埃里克	3	7
n01022010	索尔海姆	4	10
n01022010	正	1	2
n01022010	朝着	2	4
n01022010	正确	2	4
n01022010	方向	2	4
n01022010	前进	2	5
n01022010	提及	2	3
n01022010	减缓	2	7
n01022010	气候	2	6
n01022010	变化	2	4
n01022010	近期	2	5
n01022010	基加利	3	7
n01022010	修正案	3	8
n01022010	减少	2	6
n01022010	氢氟碳化合物	6	16
n01022010	排放	2	4
n01022016	投资	2	5
n01022016	增长	2	6
n01022016	至	1	2
n01022027	得到	2	6
n01022027	协定	2	4
n01022027	庆贺	2	5
n01022027	贡献	2	7
n01022027	从未	2	3
n01022027	达到	2	4
n01022027	度	1	3
n01023020	墨西哥	3	7
n01023020	海岸	2	6
n01023034	增加	2	7
n01023034	新限制	3	7
n01023034	发生	2	2
n01023034	地球	2	4
n01023034	毁灭	2	5
n01023034	物种	2	4
n01023034	不仅	2	3
n01023034	恐龙	2	4
n01023034	自然	2	5
n01023043	揭露	2	7
n01023043	陨石	2	4
n01023043	材料	2	4
n01023043	高含量	3	9
n01023043	铱	1	2
n01023043	元素	2	4
n01024010	超过	2	5
n01024010	种子	2	3
n01024010	长成	2	2
n01024010	植物	2	5
n01024010	存活	2	4
n01024010	仅仅	2	4
n01024010	略	1	3
n01024010	高	1	4
n01024010	太空	2	3
n01024010	刚刚	2	6
n01024013	实验	2	6
n01024013	结果	2	5
n01024013	进	1	2
n01024013	步	1	1
n01024013	支持	2	5
n01024013	火箭	2	5
n01024013	可以	2	4
n01024013	存储	2	6
n01024013	空间站	3	7
n01024013	六	1	2
n01024013	不会	2	4
n01024013	它们	2	4
n01024013	发芽	2	3
n01024013	生长	2	2
n01024013	能力	2	5
n01024013	产生	2	2
n01024013	任何	2	5
n01024013	显著	2	5
n01024016	收集	2	4
n01024016	老师们	3	6
n01024016	发来	2	2
n01024016	意见	2	3
n01025025	购买	2	5
n01025025	穿戴	2	6
n01025025	别人	2	4
n01025025	身体	2	3
n01025025	部位	2	5
n01025025	想法	2	5
n01025025	仍旧	2	4
n01025025	让	1	2
n01025025	感觉	2	7
n01025025	恶心	2	3
n01025040	毛发	2	2
n01025040	放	1	2
n01025040	化学浴	3	7
n01025040	彻	1	3
n01025040	底	1	2
n01025040	角质层	3	8
n01025040	塔尔罗	3	9
n01025045	纵观	2	5
n01025045	头发	2	2
n01025045	着	1	2
n01025045	政治	2	5
n01025045	层面	2	8
n01025045	意义	2	3
n01026004	帖子	2	4
n01026004	写	1	3
n01026004	今晚	2	3
n01026004	高激光束	4	11
n01026004	处罚	2	5
n01026016	深圳市	3	8
n01026016	交警	2	7
n01026016	以前	2	5
n01026016	选用	2	5
n01026016	非	1	1
n01026016	常规	2	5
n01027007	谁	1	2
n01027030	有关	2	3
n01027030	民主	2	3
n01027030	党	1	3
n01027030	争论	2	5
n01027030	围绕	2	5
n01027030	白人	2	2
n01027030	男性	2	4
n01027030	身分	2	3
n01027041	事后	2	6
n01027041	问	1	2
n01027041	是不是	3	5
n01027041	明白	2	3
n01027041	什么	2	3
n01027041	人们	2	3
n01027041	特朗普	3	8
n01027049	每个	2	3
n01027049	超越	2	5
n01028022	幸运	2	6
n01028022	当时	2	4
n01028022	索尼	2	5
n01028022	澳大利亚	4	9
n01028022	嘿	1	2
n01028022	顺便	2	4
n01028022	注意	2	4
n01028022	点	1	3
n01028022	吗	1	2
n01028022	鲍尔	2	5
n01029006	当	1	2
n01029006	西格尔	3	6
n01029006	描述	2	5
n01029006	俄罗斯	3	7
n01029006	克里米亚	4	7
n01029006	已	1	1
n01029006	吞并	2	3
n01029006	行动	2	6
n01029006	合理	2	5
n01029006	登上	2	4
n01029006	新闻	2	5
n01029006	头条	2	3
n01029007	狂热	2	5
n01029007	吉他手	3	5
n01029007	同年	2	5
n01029007	那里	2	3
n01029007	举办	2	4
n01029007	演唱会	3	10
n01029011	祖母	2	3
n01029011	远东	2	4
n01029011	地区	2	4
n01029011	符拉迪沃斯托克	7	17
n01029011	近年	2	4
n01029011	亦	1	4
n01029011	经常	2	6
n01029011	前往	2	5
n01029011	九	1	1
n01029011	访问	2	4
n01029011	堪察加	3	7
n01029011	半岛	2	3
n01029011	库页岛	3	7
n01029014	首都	2	5
n01029014	贝尔格莱德	5	13
n01029014	开办	2	2
n01029014	武术	2	3
n01029014	学校	2	6
n01029014	较早	2	5
n01029014	授予	2	5
n01029014	塞尔维亚	4	10
n01029014	国籍	2	7
n01030005	发言人	3	6
n01030005	美联社	3	7
n01030005	口角	2	3
n01030005	继而	2	3
n01030005	演变	2	6
n01030005	语言	2	7
n01030005	冲突	2	4
n01030005	无	1	1
n01030005	人员	2	3
n01030005	伤亡	2	4
n01030005	报告	2	4
n01030006	卡隆	2	6
n01030006	部	1	3
n01030006	影片	2	6
n01030006	奥斯卡	3	8
n01030006	获奖	2	6
n01030006	地心	2	3
n01030006	引力	2	3
n01030006	据说	2	8
n01030006	事故	2	6
n01030006	片场	2	3
n01030008	据	1	4
n01030008	市	1	2
n01030008	公安局	3	6
n01030008	述	1	2
n01030008	周二	2	5
n01030008	大群	2	4
n01030008	自称	2	5
n01030008	区	1	2
n01030008	机关	2	4
n01030008	来到	2	3
n01030008	打斗	2	3
n01031005	付出	2	4
n01031005	努力	2	4
n01031005	发展	2	4
n01031005	激素	2	6
n01031005	避孕药	3	9
n01031005	潜力	2	5
n01031021	补充	2	4
n01031021	寻找	2	4
n01031021	避孕	2	6
n01031021	组合	2	5
n01031021	漫长	2	5
n01031021	旅程	2	6
n01031021	小步	2	2
n01032032	带有	2	4
n01032032	根深蒂固	4	13
n01032032	宗教	2	5
n01032032	信仰	2	5
n01032032	反对	2	4
n01032032	新	1	3
n01032032	立法	2	4
n01033005	肿瘤	2	6
n01033005	有助	2	3
n01033005	癌症	2	7
n01033005	成因	2	3
n01033012	生	1	1
n01033012	吸烟	2	5
n01033012	总数	2	6
n01033012	突变	2	4
n01033012	数目	2	4
n01033012	之间	2	3
n01033012	直接	2	5
n01033012	联系	2	5
n01033021	然而	2	4
n01033021	未能	2	5
n01033021	诸如	2	5
n01033021	膀胱	2	4
n01033021	组织	2	5
n01033021	找到	2	4
n01033021	相同	2	5
n01033021	趋势	2	6
n01033021	没有	2	3
n01033021	暴露	2	8
n01033021	出	1	2
n01033028	女士	2	2
n01033028	剑桥	2	6
n01033028	医院	2	6
n01033028	接受	2	6
n01033028	治疗	2	5
n01033031	扫描	2	5
n01033031	右肺	2	4
n01033031	越来越	3	5
n01033031	因	1	2
n01033031	试验	2	6
n01034033	如果	2	4
n01034033	唐纳德	3	10
n01034033	这里	2	3
n01034033	仍	1	2
n01034033	一道	2	3
n01034033	推进	2	4
n01034033	现有	2	3
n01034033	共同	2	5
n01034033	议程	2	5
n01034033	确保	2	5
n01034033	维护	2	4
n01034033	加拿大	3	7
n01034033	企业	2	5
n01034033	利益	2	5
n01034060	特鲁多	3	7
n01034060	延长	2	3
n01034060	任	1	2
n01034060	无论	2	4
n01035004	尽管	2	5
n01035004	今天	2	2
n01035004	上午	2	4
n01035004	照片	2	5
n01035004	显然	2	5
n01035004	无家可归	4	7
n01035004	控	1	3
n01035004	致命	2	6
n01035004	刺伤	2	5
n01035004	阿伯茨福德	5	17
n01035004	高中	2	5
n01035004	年轻	2	5
n01035004	女孩	2	3
n01035004	疑问	2	6
n01035004	答案	2	7
n01035013	早前	2	5
n01035013	克莱恩	3	9
n01035013	似乎	2	3
n01035013	犯罪	2	4
n01035013	关于	2	3
n01035013	最近	2	5
n01035013	行踪	2	6
n01035013	模糊	2	8
n01035013	细节	2	4
n01035025	更	1	1
n01035025	确切	2	4
n01035025	阿伯兹福德	5	17
n01035030	沉默寡言	4	13
n01035030	合作	2	5
n01035030	情愿	2	6
n01035030	走出	2	4
n01035030	牢房	2	4
n01035030	出席	2	5
n01035030	法院	2	6
n01035030	听证会	3	7
n01036002	安大略省	4	8
n01036002	房地产	3	5
n01036002	经纪人	3	6
n01036002	更多	2	3
n01036002	保障	2	6
n01036002	消费者	3	7
n01036002	惩罚	2	6
n01036002	参与	2	5
n01036002	道德	2	7
n01036002	行为	2	4
n01036002	代理商	3	7
n01036020	给予	2	5
n01036020	负责	2	4
n01036020	管理	2	5
n01036020	省内	2	4
n01036020	代理人	3	5
n01036020	理事会	3	8
n01036020	具有	2	3
n01036020	更大	2	2
n01036020	执法	2	4
n01036020	调查	2	7
n01036033	征收	2	4
n01036033	罚款	2	6
n01037020	日益	2	4
n01037020	壮大	2	3
n01037020	中产	2	2
n01037020	阶级	2	5
n01037020	发出	2	3
n01037020	非同寻常	4	9
n01037020	呼声	2	4
n01037020	控诉	2	5
n01037020	大城市	3	5
n01037020	有毒	2	3
n01037020	呛肺	2	5
n01037020	雾霾	2	6
n01037020	复	1	3
n01038021	看到	2	4
n01038021	巴西	2	2
n01038021	南非	2	5
n01038021	印度	2	5
n01038021	大型	2	4
n01038021	新兴	2	5
n01038021	逐渐	2	5
n01038021	担负	2	5
n01038021	起	1	2
n01038021	温室	2	5
n01038021	气体	2	5
n01038021	责任	2	4
n01038025	等到	2	5
n01038025	任期	2	5
n01038025	结束	2	4
n01038025	条款	2	5
n01038025	退出	2	4
n01039013	同时	2	5
n01039013	克林顿	3	7
n01039013	盟友们	3	6
n01039013	立	1	2
n01039013	聚光灯	3	7
n01039013	指责	2	5
n01039013	蔑视	2	5
n01039013	女性	2	3
n01039013	族裔	2	7
n01039013	性情	2	4
n01039013	无法	2	3
n01039013	胜任	2	4
n01039018	兄弟们	3	6
n01039039	妻子	2	4
n01039039	梅拉尼亚	4	9
n01039039	大会	2	4
n01039039	以来	2	3
n01039039	首次	2	4
n01039039	亮相	2	6
n01039039	活动	2	5
n01040028	一样	2	3
n01040028	辅导员	3	6
n01040028	会面	2	8
n01040028	谈论	2	6
n01040028	安慰	2	6
n01040028	见到	2	3
n01040028	朋友们	3	5
n01041006	受	1	3
n01041006	疼痛	2	6
n01041006	折磨	2	4
n01041006	病人	2	3
n01041006	场	1	2
n01041006	灾难	2	4
n01041006	采访	2	4
n01041018	梅尔里斯	4	9
n01041018	医生	2	3
n01041018	工具	2	3
n01041018	处方笺	3	6
n01041018	疫苗	2	4
n01042004	就	1	4
n01042004	原住民	3	6
n01042004	互动	2	5
n01042004	担忧	2	5
n01042004	问题	2	4
n01042004	审查	2	5
n01042004	主任	2	4
n01042004	格里	2	4
n01042004	迈科内尔里	5	9
n01042004	订立	2	4
n01042004	检讨	2	5
n01042004	事项	2	5
n01042008	覆核	2	7
n01042008	据称	2	7
n01042008	北部	2	4
n01042008	城市	2	4
n01042008	警官	2	7
n01042008	煽动性	3	7
n01042008	言论	2	7
n01043005	高管们	3	9
n01043005	收到	2	4
n01043005	成功	2	3
n01043005	超出	2	5
n01043005	预期	2	5
n01043005	谓	1	3
n01043005	绩效	2	6
n01043005	工资	2	4
n01043005	共享	2	5
n01043005	大约	2	3
n01043014	年度	2	5
n01043014	预算	2	5
n01043014	十四亿	3	6
n01043014	员工	2	3
n01043025	联邦	2	5
n01043025	主动	2	5
n01043025	部门	2	4
n01043025	总绩效	3	9
n01043025	奖金	2	5
n01043025	网上	2	5
n01043025	过时	2	4
n01043027	总额	2	7
n01043027	差	1	2
n01043027	不多	2	3
n01044004	间	1	2
n01044004	领导	2	4
n01044004	委员会	3	7
n01044004	丑闻	2	3
n01044004	戈梅里	3	5
n01044004	恢复	2	6
n01044004	公众	2	5
n01044004	法治	2	5
n01044004	信心	2	3
n01044004	必	1	1
n01044004	不可	2	3
n01044004	少	1	2
n01044009	导致	2	5
n01044009	至少	2	4
n01044009	另外	2	4
n01044009	魁北克省	4	8
n01044009	记者	2	4
n01044009	当做	2	6
n01044009	省	1	2
n01044009	警察	2	8
n01044009	监视	2	5
n01044009	揭发	2	4
n01045010	因为	2	3
n01045010	政治家	3	7
n01045010	政党	2	5
n01045010	财务	2	4
n01045010	捐助	2	5
n01045010	个人	2	2
n01045010	优先	2	4
n01045010	进入	2	3
n01045010	权利	2	4
n01045010	或是	2	5
n01045010	明显	2	4
n01045010	优先权	3	6
n01045010	指南	2	7
n01045010	这样	2	4
n01045035	法官	2	4
n01045035	达菲	2	4
n01045035	欺诈	2	5
n01045035	违反	2	4
n01045035	信托	2	4
n01045035	庭审	2	5
n01045035	洗清	2	5
n01045035	所有	2	3
n01045035	裁定	2	4
n01045035	符合	2	6
n01045035	参议院	3	9
n01045035	规定	2	4
n01046003	远	1	3
n01046003	不止	2	2
n01046003	电话	2	3
n01046036	无限	2	3
n01046036	用户	2	4
n01046036	报导	2	4
n01046036	棒极	2	5
n01046057	指出	2	5
n01046057	推出	2	4
n01046057	应用	2	4
n01046057	客户	2	5
n01046057	监控	2	6
n01046057	使用量	3	7
n01047048	就是	2	6
n01047048	不断	2	3
n01047048	回来	2	4
n01047048	争取	2	4
n01048008	预测	2	5
n01048008	完工	2	4
n01048008	租赁	2	5
n01048008	新公寓	3	7
n01048008	一致	2	4
n01048008	说明	2	6
n01048008	国内	2	5
n01048008	投资人	3	6
n01048008	大多伦多市	5	10
n01048008	重要	2	3
n01048008	作用	2	4
n01049022	品种	2	5
n01049022	缓解	2	6
n01049022	背部	2	5
n01049022	产品	2	4
n01049022	您	1	4
n01049022	夜晚	2	5
n01049022	入睡	2	3
n01049022	科罗拉多州	5	9
n01049022	丹佛市	3	5
n01049022	总部	2	6
n01049022	大麻	2	4
n01049022	出售	2	4
n01049033	法律	2	4
n01049033	框架	2	6
n01049033	靠	1	3
n01049033	情绪	2	5
n01049033	民间	2	3
n01049033	疗法	2	4
n01049033	草根	2	5
n01049033	起源	2	6
n01049033	那么	2	3
n01049033	猜测	2	5
n01050006	铁	1	2
n01050006	人体	2	3
n01050006	生产	2	2
n01050006	血红蛋白	4	7
n01050006	必须	2	3
n01050006	红	1	2
n01050006	细胞	2	5
n01050006	蛋白质	3	6
n01050006	氧气	2	5
n01050006	传送	2	5
n01050006	各个	2	3
n01050009	等候	2	6
n01050009	时间	2	4
n01050014	正常	2	5
n01050014	总体	2	5
n01050014	储备	2	6
n01050014	偏低	2	4
n01050014	血液	2	6
n01050014	服务	2	4
n01050019	指导	2	5
n01050019	方针	2	4
n01050019	意味	2	4
n01050019	捐献者	3	10
n01051004	德克萨斯州	5	15
n01051004	准妈妈	3	6
