sent_id	clause_text	clause_deprel	c_phrase_n	word_n
w01016070	工作+准备+是+控制+近期+天气+的+个+一+	root	4	10
w01017004	形成+影响+构造力+全球+板块+的+了+大裂谷+东+非+位+乞力马扎罗山+肯尼亚山+和+于+非+东+它们+是+非洲+最高+的+个+两+	root	7	25
w01017046	伊斯兰教+到+一带+沿岸+	ccomp	3	5
w01017046	从未+过+伊斯兰教+	advcl	3	4
w01017046	让+后者+但+人+大部分+的+班图+并+了+身份+信徒+非洲+传统+宗教+的+	root	6	16
w01018019	经济+把+喀麦隆+的+经济+与+法国+为+一体+	advcl	3	10
w01018019	投资+资金+工人+和+熟练+	advcl	1	6
w01018019	设施+基础+	advcl	1	3
w01018019	法国+系统+劳动力+	root	2	4
w01018029	喀麦隆+与+属+法+	advcl	1	5
w01018029	日+年+1961+月+10+1+喀麦隆+前英属+南+共和国+喀麦隆+联邦+	root	3	13
w01018101	报导+根据+劳动部+有关+形式+恶劣+最+童工+的+研究+	root	1	11
w01018101	56%+为+	ccomp	2	3
w01018101	有+儿童+在+岁+五+十四+至+的+中+儿童+在+岁+七+十四+至+的+中+53%+近+于+状态+学+工+半+半+的+	xcomp	5	27
w01019014	于+北部+的+	acl:relcl	3	4
w01019014	相似+气候+撒海尔区+非洲+的+气候+与+沙漠+撒哈拉+的+但是+程度+其+极端+相对+	root	4	16
w01019073	期间+年+2010+月+六+月+至+八+撒海尔区+非洲+饥荒+	root	3	12
w01020016	于+附近+地中海+海岸+的+	acl:relcl	3	6
w01020016	因+位置+	xcomp	2	3
w01020016	文明+个+几+古老+均+而+影响+极大+的+	root	4	10
w01020017	自+捕鱼+采集+以及+海产+的+	acl:relcl	3	7
w01020017	时代+在+那些+中+它+贸易+为+社区+个+数+的+殖民+战争+食品+乃至+了+通道+	root	5	18
w01020018	由于+气候+地理+情况+和+近海+	xcomp	3	7
w01020018	的+	acl:relcl	1	2
w01020018	地中海+为+	ccomp	2	3
w01020018	文明+个+数+均+程度+在+某+上+文化+历史+和+	root	4	12
w01020018	互相+的+	acl:relcl	2	3
w01020019	海岸线+地中海+的+	advcl	1	4
w01020019	人+其中+文明+个+两+时代+古典+的+著名+最+地中海+是+城邦+希腊+腓尼基+和+者+两+均+大规模+地+活动+殖民+	root	6	24
w01020020	建立+后来+奥古斯塔斯+了+帝国+罗马+罗马人+地中海+把+为+海+我们+的+Mare+Nostrum+	root	4	16
w01022033	的+	acl:relcl	1	2
w01022033	礁石+起来+	ccomp	2	3
w01022033	是+个+一+	advcl	2	4
w01022033	运河+Blindleia+克里斯蒂安松+从+南部+挪威+的+	root	2	8
w01022033	利勒桑+	advcl	1	2
w01022033	蜿蜒+而+	xcomp	2	3
w01022055	丹麦语+在+中+词+个+这+可能+也+于+浅礁湖+	root	6	11
w01022092	峡湾+如+	advcl	1	3
w01022092	淡水湖+通常+	root	2	3
w01023074	饮品+酒精类+啤酒+蜂蜜酒+bjorr酒+和+水果酒+种+一+烈性+	ccomp	2	11
w01023074	提供+这里+富人+还+可以+到+葡萄酒+进口+	root	6	9
w01023120	无论+规则+是+	xcomp	3	4
w01023120	搏斗+在+这些+中+通常+会+	root	3	7
w01023120	种马+其中+匹+一+	ccomp	1	5
w01025083	南部+丹内维尔克+的+	acl:relcl	2	4
w01025083	的+	acl:relcl	1	2
w01025083	来临+严冬+时+形成+施莱湾+丹内维尔克+胡苏姆+和+之间+的+湿地+和+了+冻土+土地+已+军队+被+德国+	root	5	20
w01025084	行动+次+这+撤退+	root	1	5
w01025084	联军+普+奥+感到+	ccomp	2	5
w01025084	因为+几乎+军队+所有+丹麦+都+成功+了+撤离+	xcomp	7	10
w01025085	部件+重型+火炮+关键+被+	ccomp	2	6
w01025085	当时+弗伦斯堡+的+	acl:relcl	3	4
w01025085	导致+不过+这+也+而+疑问+关于+利用+何+为+铁路+未+被+妥善+的+也+一直+是+个+一+历史+	root	8	22
w01025086	的+	acl:relcl	1	2
w01025086	大众+丹麦+十分+	ccomp	2	4
w01025086	丹内维尔克+的+	ccomp	2	3
w01025086		xcomp	0	1
w01025086	让+消息+认为+他们+曾+将军+梅塞+也+被+随即+被+指挥权+	root	8	13
w01025087	此+自+以后+丹内维尔克+便+	root	3	6
w01025087	德国+	ccomp	1	2
w01026024	多瑙河+上+的+	acl:relcl	2	4
w01026024	年+1987+数量+货物+至+吨+约+一亿+	root	4	9
w01026037	左岸+奇莉娅湾+Chiliaarm+	advcl	1	4
w01026037	位+区域+角洲+多瑙河+三+的+大部分+于+图尔恰郡+罗马尼亚+而+区域+其+北部+于+境内+乌克兰+敖德萨州+	root	5	19
w01027007	干燥+气候+这里+的+非常+偶尔+甚至+会+	root	4	9
w01027007	人+误+	ccomp	2	3
w01027007	平原+个+这+是+沙漠+撒哈拉+的+一+	ccomp	4	9
w01027015	处+它+与+西部+国家+个+这+的+不同+之+于+	root	2	12
w01027015	特点+其+主要+的+地形+区域+与+海岸+不+	ccomp	3	10
w01027035	温带+	advcl	1	2
w01027035	北部+阿尔及利亚+气候+温和+的+地中海+	root	2	7
w01028004	最+的+	csubj	2	3
w01028004	最终+密西西比河+的+	acl:relcl	3	4
w01028004	就是+	root	1	2
w01028050	问题+矛盾+的+核心+于+	root	2	6
w01028050	堪萨斯州+	ccomp	1	2
w01028050	身份+以+自由州+奴隶制州+还是+的+联邦+	xcomp	2	8
w01028069	反应+全国+对于+事件+堪萨斯州+的+了+	root	2	8
w01028069	现象+国家+个+这+的+分化+是+多么+	ccomp	3	9
w01029015	叶子+的+	csubj	2	3
w01029015	黄绿色+从+蓝绿色+	advcl	2	4
w01029015	绿色+方面+在+颜色+是+多样+的+	root	1	8
w01029049	印第安人+美+全+的+都+	root	2	6
w01029049	其+为+方法+主要+的+医学+治疗+	ccomp	3	8
w01029083	于+西北部+欧洲+乌克兰+和+的+	acl:relcl	3	7
w01029083	教堂+基督+通常+庆典+在+主日+棕枝+的+上+	root	3	10
w01029083	柳枝+棕榈叶+	ccomp	2	3
w01030092	山脉+阿尔卑斯+地区+为+欧洲+低海拔+了+饮用水+灌溉水+条件+和+	root	4	12
w01030092	水力+的+	acl:relcl	2	3
w01030093	虽然+区域+此+只+11%+地表+欧洲+的+	advcl	4	9
w01030093	但+山脉+阿尔卑斯+地区+为+欧洲+低海拔+是+特别+地区+在+干旱+月份+和+夏季+了+资源+水+	root	6	19
w01030093	90%+的+	acl:relcl	2	3
w01030094	城市+在+如+米兰+等+中+供水+80%+的+自+于+径流+阿尔卑斯山+的+	root	5	15
w01030095	了+资源+河流+的+水+	advcl	2	6
w01030095	水电站+超过+座+500+可+电力+	root	3	7
w01030095	千瓦+2900+的+	acl:relcl	2	4
w01030096	均+瑞士+自+	advcl	2	4
w01030096	例如+河流+欧洲+的+主要+莱茵河+罗讷河+茵河+提契诺河+宝河+和+河流+所有+均+	root	3	15
w01030096	源头+自+山脉+阿尔卑斯+	ccomp	3	5
w01031003	学习+对+火山+的+研究+可+为+	root	3	8
w01031003	火山学+volcanology+有时+也+可以+为+vulcanology+	ccomp	6	8
w01031015	因+含量+矽+	xcomp	2	4
w01031015	一般+	advcl	1	2
w01031015	地表+	xcomp	1	2
w01031015	粘稠+岩浆+一般+而+较为+此+因+它+而是+深处+在+	root	5	12
w01031034	一般+它们+也+不会+爆炸+灾难性+的+	root	5	8
w01032139	全球+	csubj	1	2
w01032139	已经+改变+模式+雨季+的+	root	2	6
w01033022	它+	root	1	2
w01033022	环礁湖+个+一+小型+但是+已经+	ccomp	3	7
w01033025	这里+年+于+1975+被+为+保护区+野生+动物+	root	5	10
w01033061	工作+岛屿+个+这+的+调查+考察+与+正+在+	root	3	11
w01033067	开始+活动+这些+定居+年+约+在+公元+前+1000+可能+就+已+美拉尼西亚人+东部+当时+的+在+往北+	root	4	20
w01034023	肯塔基+印第安纳+和+	acl	1	4
w01034023	期间+在+生活+家庭+其+托马斯+林肯+曾经+过+农民+木工+家具+木匠+和+	root	5	15
w01035079	地区+个+一+灾害+自然+时+的+	acl:relcl	4	8
w01035079	增加+破坏+栖息地+的+极大+地+了+脆弱性+洪水+干旱+失收+作物+传播+疾病+污染+和+水+资源+	root	2	19
w01035080	管理+的+	acl:relcl	2	3
w01035080	方面+另+一+系统+健康+生态+将+能+发生率+事件+这些+的+	root	5	13
w01035080	或+至少+能+影响+不利+	conj	4	6
w01035081	用地+农业+实际+上+可能+会+破坏+因为+地貌+周边+的+而+	root	6	13
w01035081		xcomp	0	1
w01035082	用地+全球+农业+40%+约+	ccomp	2	6
w01035082	导致+年+在+过去+的+五十+中+破坏+附近+农业+用地+的+栖息地+已+原因+主要+的+侵蚀+土地+盐渍化+压紧+土地+枯竭+养分+污染+城镇化+和+	root	3	28
w01035083	破坏+栖息地+被+后+人类+也+会+	root	4	8
w01035083	直接+栖息地+自然+	xcomp	2	4
w01036044	巴布亚+新几内亚+经常+被+为+地方+	root	5	7
w01036044	暴力+全球+性别+可能+最+的+	acl:relcl	4	7
w01036077	科属+这些+植物+依然+于+巴布亚+新几内亚+	root	4	8
w01037024	模型+在+大洲+七+的+中+美洲+北+美洲+和+南+被+为+大陆+个+两+	root	5	17
w01037024	的+	acl:relcl	1	2
w01037080		advcl	0	1
w01037080	大西洋+	advcl	1	2
w01037080	克里斯托弗+哥伦布+年+于+1492+了+群岛+西+印度+	csubj	4	10
w01037080	了+热潮期+	root	2	3
w01037080	欧洲人+美洲+的+	acl:relcl	3	4
w01038009	由于+地点+	xcomp	2	3
w01038009	交通+	conj	1	2
w01038009	通常+这些+	root	2	3
w01038009	十分+	xcomp	1	2
w01038009		xcomp	0	1
w01038016	的+	acl:relcl	1	2
w01038016	拥有+企业+不同+的+私营+土地+总共+百分之一+该州+的+	root	3	11
w01038022	阿拉斯加+仅+的+	acl:relcl	3	4
w01038022	温度+冬季+白天+平均+最高+于+冰点+的+	acl:relcl	4	9
w01038022	这+是+个+一+	root	3	5
w01038044	在+欧洲人+这+之前+	xcomp	4	5
w01038044	生活+民族+个+数+本地+了+年+数千+	root	1	9
w01038044	阿拉斯加+	advcl	1	2
w01039032	这里+	advcl	1	2
w01039032	他们+就是+了+独木舟+艘+一+	root	4	7
w01039032	原住民+地区+该+澳洲+的+	acl:relcl	2	6
w01039058	着+发展+布里斯班+的+	advcl	2	5
w01039058	恶化+状况+河流+至+状况+糟糕+最+的+情况+水道+露天+的+下+污水池+和+	root	3	16
w01039065	大市长+布里斯班+的+	acl:relcl	2	4
w01039065	Sallyanne+Atkinson+	root	1	3
w01039065	年+1987+是+河流+	ccomp	3	5
w01040100	地区+在+干旱+的+	acl:relcl	2	5
w01040100	事件+沙尘暴+是+自然+土地+这些+	root	2	7
w01040100	保护+植被+的+	xcomp	1	4
w01040101	边缘+沙漠+	advcl	1	3
w01040101		advcl	0	1
w01040101	沙尘暴+通常+而+	root	3	4
w01040101	沙漠+里+	xcomp	1	3
w01040101	因为+尘埃+那里+微小+更+的+都+已+被+	xcomp	5	10
w01040102	着+吹拂+风+的+稳定+	advcl	2	6
w01040102	于+地表+裸露+的+	acl:relcl	3	5
w01040102	颗粒+细微+	root	1	3
w01040102		xcomp	0	1
w01040103	当+风速+后+	xcomp	3	4
w01040103	颗粒+某些+被+气流+中+	root	3	6
w01040104	当+它们+地面+后+	xcomp	4	5
w01040104	会+颗粒+其他+	advcl	2	4
w01040104	可能+	advcl	1	2
w01040104	它们+并+其+将+空中+	csubj	4	6
w01040104	反应+连锁+	root	1	3
w01041046	导致+但+城镇化+泰国+的+也+了+激增+问题+的+肥胖+	root	2	12
w01042055	雷暴+较为+	root	2	3
w01042055	城市+每年+报告+雷暴+的+	acl:relcl	4	6
w01042055	因为+天数+仅+为+七+	xcomp	5	6
w01043027	年+到+1340+人口+开罗+已+	csubj	3	7
w01043027	将+五十万+	xcomp	2	3
w01043027		root	0	1
w01043027	之+为+城市+中国+西边+最大+的+	ccomp	3	8
w01043065	同时+控制+对+河+尼罗+的+额外+了+发展+杰济拉岛+一带+和+城市+海滨+的+	root	4	16
w01044010	输出+内华达州+的+产业+旅游业+矿业+加工业+机械+印刷+出版+与+加工+食品+设备+和+电子+	root	2	17
w01045002		advcl	0	1
w01045002	地区+该+	advcl	1	3
w01045002	世纪+15+末+欧洲人+与+的+	acl:relcl	3	7
w01045002	来+名字+加勒比海+的+加勒比人+从+而+加勒比人+是+主要+美洲+土著+	root	6	13
w01045003	年+于+1492+了+美洲+之后+	advcl	4	7
w01045003	西班牙词+Antillas+	advcl	1	3
w01045003	来+土地+片+这+	xcomp	2	5
w01045003	是+克里斯托弗+哥伦布+的+此+因+语言+在+各种+欧洲+中+Sea+of+the+Antilles+为+了+代名词+加勒比海+	root	7	20
w01045003	它们+的+	acl:relcl	2	3
w01045004	发展+在+世纪+头个+的+中+控制+西班牙+对+地区+该+的+不+争议+	root	4	15
w01045005	区域+加勒比海+的+	acl:relcl	2	4
w01045005	南海+即+南边+巴拿马+地峡+的+	advcl	3	7
w01045005	北海+与+	ccomp	1	3
w01045005	发现+世纪+自+16+起+欧洲人+了+北海+	root	2	9
w01045005	加勒比海+北边+巴拿马+地峡+的+	xcomp	1	6
w01045006	海路+	advcl	1	2
w01045006	正+在+亚洲+	advcl	3	4
w01045006	知+加勒比海+年+直到+1492+才+大陆+被+欧+亚+所+当时+克里斯托弗+哥伦布+并+首次+了+海域+加勒比+	root	7	20
w01046011	的+	csubj	1	2
w01046011		root	0	1
w01046011	增长+快速+的+人口+扩展+和+城镇化+了+系统+这些+生态+	ccomp	3	12
w01046056	政府+开普敦+的+当地+	root	1	5
w01046056	开普敦市+是+个+一+大都会+	ccomp	4	6
w01047008	名字+以+世界+水下+的+	advcl	1	6
w01047008	短文+篇+这+生动+地+了+旅程+个+一+	root	5	10
w01047008	海床+上+	advcl	1	3
w01047008	的+	acl:relcl	1	2
w01047071	也+了+关系+她+与+家+许多+政府+科学+的+私人+	advcl	3	12
w01047071	她+	root	1	2
w01047071	他们+她+为+信息+机密+	ccomp	3	6
w01047094	已+几近+了+工作+编辑+	advcl	4	6
w01047094	正+手稿+把+	advcl	2	4
w01047094	人士+位+几+环节+最终+的+建议+	ccomp	2	8
w01047094	年+到+1962+中+布鲁克斯+卡森+和+工作+为+书+本+这+的+推广+了+基础+	root	5	17
w01047104	这+了+注意+产业+化学+说客+和+相关+大众+以及+普罗+的+	root	3	13
w01048027	自由+	advcl	1	2
w01048027	开始+年代+到+世纪+十四+五十+恭愍王+才+最终+改革+政府+高丽+的+当时+元朝+已经+	root	4	17
w01048027		xcomp	0	1
w01048090	年代+自+世纪+二十+六十+以来+获得+经济+南韩+的+已+了+增长+巨大+的+结构+经济+被+彻底+	root	5	20
w01049051	这+通常+	root	2	3
w01049051	发展+低水平+的+野餐区+乡村+长凳+小径+和+	ccomp	2	9
w01049066	年+于+1879+	acl	1	4
w01049066	世界+上+的+	acl:relcl	2	4
w01049066	官方+	ccomp	1	2
w01049066	公园+澳大利亚+的+皇家+国家+是+个+第二+国家+	root	4	10
w01049082	最+的+	csubj	2	3
w01049082		root	0	1
w01049082	区域+内+	advcl	1	3
w01049082	快速+的+	acl:relcl	2	3
w01049082	空间+开阔+的+	csubj	1	4
w01049082	为+福利+市民+居民+和+本地+的+	ccomp	2	8
w01050067	着+灭亡+清朝+的+	advcl	2	5
w01050067	年+1911+蒙古+统治+博格达汗+下+的+	root	2	8
w01050067		xcomp	0	1
w01050068	新+的+	acl:relcl	2	3
w01050068	但是+民国+中华+	root	2	4
w01050068	蒙古+是+领土+其+的+一+	ccomp	4	7
w01050069	总统+中华+民国+的+	acl:relcl	2	5
w01050069	袁+世凯+	root	1	3
w01050069	新共和国+是+清朝+的+	ccomp	3	5
w01050070	博格达汗+	root	1	2
w01050070	满族+	ccomp	1	2
w01050070	蒙古+于+满族+的+	acl:relcl	4	5
w01050070	由+蒙古+中国+和+清朝+在+时+均+灭亡+但+清朝+年+于+1911+后+协议+就+已+	ccomp	5	19
w01050071	博格达汗+的+	acl:relcl	2	3
w01050071	区域+大约+是+时期+清朝+的+前外蒙古+的+	root	5	9
w01051032	在+匆忙+加低斯+时+	xcomp	4	5
w01051032	拉美西斯+二世+了+错误+重大+的+战术+	root	3	8
w01051080	詹姆斯+亨利+布雷斯特德+年+于+1903+的+	acl:relcl	3	8
w01051080	实际+上+报告+份+第一+关于+战役+该+的+学术+中+充分+了+资源+	root	5	15
w01051080	的+	acl:relcl	1	2
w01051080	战役+该+	ccomp	1	3
w01051080	以+	xcomp	1	2
w01052022	方面+在+后勤+	advcl	1	4
w01052022	攻城战+长时间+的+	xcomp	1	4
w01052022	拉美西斯+此+因+埃及+	root	3	5
w01052038	北部+阿穆鲁+	advcl	1	3
w01052038	自己+图尼普+	ccomp	2	3
w01052038	加低斯+的+	acl:relcl	2	3
w01052038	发现+法老+埃及+此+因+图特摩斯+自+年+近+120+前+的+三世+以来+这里+从未+	root	4	17
w01052038	士兵+埃及+	ccomp	1	3
w01052046	次+这+他+	root	2	4
w01052046	了+战役+	advcl	2	3
w01052046	战斗+的+	acl:relcl	2	3
w01052046		advcl	0	1
w01052046	甚至+小时+在+两+后+才+地+了+盔甲+	xcomp	6	10
w01053015	学者+的+	acl:relcl	2	3
w01053015	年份+希律+安提帕斯+希罗底+与+的+准确+结婚+仍是+	root	2	10
w01053031	于+	advcl	1	2
w01053031	希律+当时+耶路撒冷+	ccomp	3	4
w01053031	彼拉多+	root	1	2
w01053031		xcomp	0	1
w01053031	希罗底+那+	advcl	1	3
w01053031	耶稣+	ccomp	1	2
w01053031		xcomp	0	1
w01053045	根据+新约+	xcomp	2	3
w01053045	保罗+的+	acl:relcl	2	3
w01053045	科林斯+	advcl	1	2
w01053045	年+在+约+十七+后+他+了+月+个+八+	root	4	11
w01053062	如果+当年+的话+	xcomp	3	4
w01053062	了+闰月+特殊+	xcomp	2	4
w01053062	周+日期+个+后+一+只+能+是+个+一+五+但+这+了+支持+牛顿+的+	root	5	18
w01053067	可能+	advcl	1	2
w01053067	天+在+年+两千+前+的+某+一+了+月相+	xcomp	3	11
w01053067	若+的话+	xcomp	2	3
w01053067	云层+烟雾+或+	ccomp	1	4
w01053067	是+的+但+则+通+不+	root	4	7
w01054107	区域+新法兰西+稳定+尚+未+的+较旧+也+了+堡垒+	root	4	11
w01056103	了+基础+	advcl	2	3
w01056103	的+	acl:relcl	1	2
w01056103	这+	csubj	1	2
w01056103	机制+国家+的+经济+法律+和+可以+到+地中海+整个+	ccomp	4	11
w01056103	如+以前+拉丁姆+从+到+意大利+整个+	xcomp	5	8
w01056103	正+	root	1	2
w01057006	诗歌+每首+只+了+部分+战争+的+一+	root	4	9
w01057016		advcl	0	1
w01057016	战争+特洛伊+为+	ccomp	2	4
w01057016	作家+后世+的+剧+史学家+分子+和+其他+知识+会+创作+作品+	root	3	13
w01057041	预言+	root	1	2
w01057041	在+生+一+后+	xcomp	3	5
w01057041	的+	acl:relcl	1	2
w01057041	他+会+或者+不朽+并+诗文+通过+而+永世+	ccomp	3	10
w01057041	战场+	advcl	1	2
w01057041	会+英年+	advcl	2	3
w01058009	由于+朱利安+年+在+363+被+	xcomp	4	7
w01058009	但是+说法+此+就+被+了+	root	5	7
w01058013		root	0	1
w01058013	奥运会+次+上+一+的+	ccomp	2	6
w01058013	年+在+393+	xcomp	1	4
w01060037	沈+括+为+代理人+官府+的+	acl:relcl	4	7
w01060037	技巧+管理+能力+和+很快+了+赏识+王+安石+的+	root	4	11
w01060038	被+	advcl	1	2
w01060038	计划+王+安石+的+沉积+淤泥+调查+	xcomp	1	8
w01060038	年+1072+括+沈+汴河+对+首都+外+的+工作+	root	4	11
w01060039		csubj	0	1
w01060039	了+技术+	advcl	2	3
w01060039	的+	acl:relcl	1	2
w01060039	成功+了+运河+	advcl	3	4
w01060039	括+并+了+	root	3	4
w01060039	淤积物+价值+极佳+的+肥料+	ccomp	2	6
w01060040		advcl	0	1
w01060040		xcomp	0	1
w01060040	契丹+辽朝+	advcl	1	3
w01060040	使节+	xcomp	1	2
w01060040	步+一+	advcl	1	3
w01060040	夏季+年+1075+他+朝廷+在+上+了+美誉+	root	5	10
w01060041	了+谈判+次+数+挑衅性+的+	advcl	2	7
w01060041		advcl	0	1
w01060041	边界+把+他们+的+南+向+	xcomp	2	7
w01060041	大使+位+数+中国+	advcl	1	5
w01060041	不+的+	acl:relcl	2	3
w01060041	契丹人+同时+	root	2	3
w01060041	他们+要求+对+辽国+的+让步+	ccomp	3	7
w01061050		xcomp	0	1
w01061050	南部+意大利+也+	ccomp	2	4
w01061050	人+药学+	ccomp	2	3
w01061050	是+特别+学校+萨莱诺+当地+的+了+影响+医学+伊斯兰+的+	root	4	12
w01062037		root	0	1
w01062037	后+	advcl	1	2
w01062037	感到+	advcl	1	2
w01062037	并+次+数+	advcl	2	4
w01062037	罗马+	xcomp	1	2
w01062037	提庇留+但是+均+奥古斯都+被+	ccomp	4	6
w01062063	自己+	advcl	1	2
w01062063	元老会+国家+和+整个+就+能+单独+	ccomp	4	8
w01062063	希望+他+似乎+含糊+而且+命令+他+的+直接+都+十分+这+也+了+	root	5	15
w01062063	人们+的+	acl:relcl	2	3
w01062063	更多+	advcl	1	2
w01062063	意图+关于+他+的+真实+是+	ccomp	2	7
w01062063	内容+而+	ccomp	2	3
w01062063		xcomp	0	1
w01062063	应该+法令+他+的+	xcomp	2	5
w01063048	都+独特+的+了+所需+生活+日常+的+实际+	advcl	5	10
w01063048		advcl	0	1
w01063048	仪式+恰当+的+祭品+和+	advcl	1	6
w01063048	神祗+每位+而且+人们+被+的+	root	4	7
w01064034	这+的+	root	2	3
w01064034		advcl	0	1
w01064034	大陆+从+欧洲+	xcomp	1	4
w01065018	现场+	advcl	1	2
