sent_id	clause_text	lds_n	word_n
w01032139	变暖+全球+	1	2
w01032139	造成+已经+改变+模式+雨季+的+	3	6
w01033022	带有+它+	1	2
w01033022	干涸+环礁湖+个+一+小型+但是+已经+	4	7
w01033025	宣布+这里+年+于+1975+被+为+保护区+野生+动物+	6	10
w01033061	继续+工作+岛屿+个+这+的+调查+考察+与+正+在+	6	11
w01033067	迁移+开始+活动+这些+定居+年+约+在+公元+前+1000+可能+就+已+美拉尼西亚人+东部+当时+的+在+往北+	13	20
w01034023	在+肯塔基+印第安纳+和+	2	4
w01034023	当+期间+在+生活+家庭+其+托马斯+林肯+曾经+过+农民+木工+家具+木匠+和+	8	15
w01035079	面对+地区+个+一+灾害+自然+时+的+	4	8
w01035079	例如+增加+破坏+栖息地+的+极大+地+了+脆弱性+洪水+干旱+失收+作物+传播+疾病+污染+和+水+资源+	11	19
w01035080	妥善+管理+的+	1	3
w01035080	降低+方面+另+一+系统+健康+生态+将+能+发生率+事件+这些+的+	8	13
w01035080	减轻+或+至少+能+影响+不利+	4	6
w01035081	受到+用地+农业+实际+上+可能+会+破坏+因为+地貌+周边+的+而+	8	13
w01035081	影响+	1	1
w01035082	减少+用地+全球+农业+40%+约+	3	6
w01035082	有+导致+年+在+过去+的+五十+中+破坏+附近+农业+用地+的+栖息地+已+原因+主要+的+侵蚀+土地+盐渍化+压紧+土地+枯竭+养分+污染+城镇化+和+	14	28
w01035083	无法+破坏+栖息地+被+后+人类+也+会+	5	8
w01035083	使用+直接+栖息地+自然+	2	4
w01036044	标记+巴布亚+新几内亚+经常+被+为+地方+	4	7
w01036044	严重+暴力+全球+性别+可能+最+的+	4	7
w01036077	存在+科属+这些+植物+依然+于+巴布亚+新几内亚+	4	8
w01037024	视+模型+在+大洲+七+的+中+美洲+北+美洲+和+南+被+为+大陆+个+两+	9	17
w01037024	独立+的+	1	2
w01037080	扬帆+	1	1
w01037080	穿过+大西洋+	1	2
w01037080	来到+克里斯托弗+哥伦布+年+于+1492+了+群岛+西+印度+	6	10
w01037080	掀起+了+热潮期+	2	3
w01037080	探索+欧洲人+美洲+的+	2	4
w01038009	偏远+由于+地点+	2	3
w01038009	不便+交通+	1	2
w01038009	不是+通常+这些+	2	3
w01038009	受+十分+	1	2
w01038009	欢迎+	1	1
w01038016	余下+的+	1	2
w01038016	占据+拥有+企业+不同+的+私营+土地+总共+百分之一+该州+的+	6	11
w01038022	有+阿拉斯加+仅+的+	2	4
w01038022	高+温度+冬季+白天+平均+最高+于+冰点+的+	6	9
w01038022	区域+这+是+个+一+	4	5
w01038044	来到+在+欧洲人+这+之前+	3	5
w01038044	有+生活+民族+个+数+本地+了+年+数千+	5	9
w01038044	在+阿拉斯加+	1	2
w01039032	在+这里+	1	2
w01039032	偷+他们+就是+了+独木舟+艘+一+	5	7
w01039032	留下+原住民+地区+该+澳洲+的+	2	6
w01039058	随+着+发展+布里斯班+的+	3	5
w01039058	宛如+恶化+状况+河流+至+状况+糟糕+最+的+情况+水道+露天+的+下+污水池+和+	7	16
w01039065	时任+大市长+布里斯班+的+	3	4
w01039065	宣布+Sallyanne+Atkinson+	2	3
w01039065	保护年+年+1987+是+河流+	3	5
w01040100	发生+地区+在+干旱+的+	4	5
w01040100	没有+事件+沙尘暴+是+自然+土地+这些+	4	7
w01040100	获得+保护+植被+的+	3	4
w01040101	在+边缘+沙漠+	2	3
w01040101	形成+	1	1
w01040101	不是+沙尘暴+通常+而+	3	4
w01040101	在+沙漠+里+	1	3
w01040101	吹走+因为+尘埃+那里+微小+更+的+都+已+被+	7	10
w01040102	随+着+吹拂+风+的+稳定+	3	6
w01040102	位+于+地表+裸露+的+	3	5
w01040102	开始+颗粒+细微+	1	3
w01040102	颤动+	1	1
w01040103	变快+当+风速+后+	2	4
w01040103	带入+颗粒+某些+被+气流+中+	2	6
w01040104	降落+当+它们+地面+后+	3	5
w01040104	击中+会+颗粒+其他+	2	4
w01040104	有+可能+	1	2
w01040104	弹入+它们+并+其+将+空中+	3	6
w01040104	形成+反应+连锁+	2	3
w01041046	如+导致+但+城镇化+泰国+的+也+了+激增+问题+的+肥胖+	7	12
w01042055	少见+雷暴+较为+	2	3
w01042055	有+城市+每年+报告+雷暴+的+	4	6
w01042055	天+因为+天数+仅+为+七+	5	6
w01043027	达+年+到+1340+人口+开罗+已+	4	7
w01043027	近+将+五十万+	1	3
w01043027	使+	1	1
w01043027	成+之+为+城市+中国+西边+最大+的+	5	8
w01043065	促进+同时+控制+对+河+尼罗+的+额外+了+发展+杰济拉岛+一带+和+城市+海滨+的+	11	16
w01044010	有+输出+内华达州+的+产业+旅游业+矿业+加工业+机械+印刷+出版+与+加工+食品+设备+和+电子+	8	17
w01045002	演化+	1	1
w01045002	在+地区+该+	2	3
w01045002	接触+世纪+15+末+欧洲人+与+的+	2	7
w01045002	群体+来+名字+加勒比海+的+加勒比人+从+而+加勒比人+是+主要+美洲+土著+	9	13
w01045003	发现+年+于+1492+了+美洲+之后+	4	7
w01045003	用+西班牙词+Antillas+	1	3
w01045003	命名+来+土地+片+这+	2	5
w01045003	成+是+克里斯托弗+哥伦布+的+此+因+语言+在+各种+欧洲+中+Sea+of+the+Antilles+为+了+代名词+加勒比海+	13	20
w01045003	共通+它们+的+	1	3
w01045004	存在+发展+在+世纪+头个+的+中+控制+西班牙+对+地区+该+的+不+争议+	9	15
w01045005	到访+区域+加勒比海+的+	3	4
w01045005	太平洋+南海+即+南边+巴拿马+地峡+的+	5	7
w01045005	相对+北海+与+	1	3
w01045005	是+发现+世纪+自+16+起+欧洲人+了+北海+	4	9
w01045005	指+加勒比海+北边+巴拿马+地峡+的+	4	6
w01045006	寻找+海路+	1	2
w01045006	前往+正+在+亚洲+	3	4
w01045006	驶入+知+加勒比海+年+直到+1492+才+大陆+被+欧+亚+所+当时+克里斯托弗+哥伦布+并+首次+了+海域+加勒比+	13	20
w01046011	不幸+的+	1	2
w01046011	是+	1	1
w01046011	蚕食+增长+快速+的+人口+扩展+和+城镇化+了+系统+这些+生态+	7	12
w01046056	是+政府+开普敦+的+当地+	2	5
w01046056	城市+开普敦市+是+个+一+大都会+	4	6
w01047008	出版+名字+以+世界+水下+的+	3	6
w01047008	讲述+短文+篇+这+生动+地+了+旅程+个+一+	5	10
w01047008	在+海床+上+	1	3
w01047008	进行+的+	1	2
w01047071	利用+也+了+关系+她+与+家+许多+政府+科学+的+私人+	8	12
w01047071	让+她+	2	2
w01047071	提供+他们+她+为+信息+机密+	3	6
w01047094	完成+已+几近+了+工作+编辑+	3	6
w01047094	发给+正+手稿+把+	2	4
w01047094	进行+人士+位+几+环节+最终+的+建议+	3	8
w01047094	奠定+年+到+1962+中+布鲁克斯+卡森+和+工作+为+书+本+这+的+推广+了+基础+	8	17
w01047104	引起+这+了+注意+产业+化学+说客+和+相关+大众+以及+普罗+的+	8	13
w01048027	获得+自由+	1	2
w01048027	开始+开始+年代+到+世纪+十四+五十+恭愍王+才+最终+改革+政府+高丽+的+当时+元朝+已经+	12	17
w01048027	瓦解+	1	1
w01048090	改变+年代+自+世纪+二十+六十+以来+获得+经济+南韩+的+已+了+增长+巨大+的+结构+经济+被+彻底+	11	20
w01049051	包括+这+通常+	2	3
w01049051	例如+发展+低水平+的+野餐区+乡村+长凳+小径+和+	4	9
w01049066	建立+年+于+1879+	3	4
w01049066	由+世界+上+的+	3	4
w01049066	建立+官方+	1	2
w01049066	公园+公园+澳大利亚+的+皇家+国家+是+个+第二+国家+	6	10
w01049082	重要+最+的+	1	3
w01049082	是+	1	1
w01049082	在+区域+内+	2	3
w01049082	建立+快速+的+	1	3
w01049082	提供+空间+开阔+的+	3	4
w01049082	作+为+福利+市民+居民+和+本地+的+	6	8
w01050067	随+着+灭亡+清朝+的+	3	5
w01050067	宣布+年+1911+蒙古+统治+博格达汗+下+的+	4	8
w01050067	独立+	1	1
w01050068	成立+新+的+	1	3
w01050068	认为+但是+民国+中华+	2	4
w01050068	部分+蒙古+是+领土+其+的+一+	4	7
w01050069	时任+总统+中华+民国+的+	4	5
w01050069	认为+袁+世凯+	2	3
w01050069	继承者+新共和国+是+清朝+的+	4	5
w01050070	称+博格达汗+	1	2
w01050070	统治+满族+	1	2
w01050070	顺从+蒙古+于+满族+的+	3	5
w01050070	失效+由+蒙古+中国+和+清朝+在+时+均+灭亡+但+清朝+年+于+1911+后+协议+就+已+	11	19
w01050071	控制+博格达汗+的+	1	3
w01050071	大小+区域+大约+是+时期+清朝+的+前外蒙古+的+	6	9
w01051032	抓捕+在+匆忙+加低斯+时+	3	5
w01051032	犯+拉美西斯+二世+了+错误+重大+的+战术+	4	8
w01051080	撰写+詹姆斯+亨利+布雷斯特德+年+于+1903+的+	4	8
w01051080	赞扬+实际+上+报告+份+第一+关于+战役+该+的+学术+中+充分+了+资源+	8	15
w01051080	使+的+	2	2
w01051080	得+战役+该+	1	3
w01051080	重现+以+	1	2
w01052022	无法+方面+在+后勤+	2	4
w01052022	维持+攻城战+长时间+的+	3	4
w01052022	返回+拉美西斯+此+因+埃及+	2	5
w01052038	身处+北部+阿穆鲁+	2	3
w01052038	在+自己+图尼普+	3	3
w01052038	远离+加低斯+的+	2	3
w01052038	有+发现+法老+埃及+此+因+图特摩斯+自+年+近+120+前+的+三世+以来+这里+从未+	10	17
w01052038	出现+士兵+埃及+	1	3
w01052046	声称+次+这+他+	2	4
w01052046	参与+了+战役+	2	3
w01052046	开始+战斗+的+	1	3
w01052046	不慌不忙+	1	1
w01052046	穿上+甚至+小时+在+两+后+才+地+了+盔甲+	6	10
w01053015	争论+学者+的+	1	3
w01053015	话题+年份+希律+安提帕斯+希罗底+与+的+准确+结婚+仍是+	7	10
w01053031	鉴+于+	1	2
w01053031	在+希律+当时+耶路撒冷+	2	4
w01053031	决定+彼拉多+	1	2
w01053031	派+	1	1
w01053031	去+希罗底+那+	1	3
w01053031	接受+耶稣+	2	2
w01053031	审讯+	1	1
w01053045	记载+根据+新约+	2	3
w01053045	皈依+保罗+的+	1	3
w01053045	在+科林斯+	1	2
w01053045	停留+年+在+约+十七+后+他+了+月+个+八+	6	11
w01053062	是+如果+当年+的话+	3	4
w01053062	引入+了+闰月+特殊+	2	4
w01053062	获得+周+日期+个+后+一+只+能+是+个+一+五+但+这+了+支持+牛顿+的+	10	18
w01053067	有+可能+	1	2
w01053067	确定+天+在+年+两千+前+的+某+一+了+月相+	6	11
w01053067	有+若+的话+	2	3
w01053067	遮挡+云层+烟雾+或+	3	4
w01053067	行+是+的+但+则+通+不+	5	7
w01054107	修建+区域+新法兰西+稳定+尚+未+的+较旧+也+了+堡垒+	6	11
w01056103	奠定+了+基础+	2	3
w01056103	融合+的+	1	2
w01056103	让+这+	2	2
w01056103	应用+机制+国家+的+经济+法律+和+可以+到+地中海+整个+	6	11
w01056103	应用+如+以前+拉丁姆+从+到+意大利+整个+	4	8
w01056103	一样+正+	2	2
w01057006	描述+诗歌+每首+只+了+部分+战争+的+一+	4	9
w01057016	以+	1	1
w01057016	原型+战争+特洛伊+为+	2	4
w01057016	进行+作家+后世+的+剧+史学家+分子+和+其他+知识+会+创作+作品+	8	13
w01057041	称+预言+	1	2
w01057041	度过+在+生+一+后+	3	5
w01057041	平淡无奇+的+	1	2
w01057041	死去+他+会+或者+不朽+并+诗文+通过+而+永世+	7	10
w01057041	在+战场+	1	2
w01057041	早逝+会+英年+	2	3
w01058009	杀+由于+朱利安+年+在+363+被+	5	7
w01058009	推翻+但是+说法+此+就+被+了+	4	7
w01058013	据信+	1	1
w01058013	是+奥运会+次+上+一+的+	3	6
w01058013	举办+年+在+393+	2	4
w01060037	作+沈+括+为+代理人+官府+的+	4	7
w01060037	得到+技巧+管理+能力+和+很快+了+赏识+王+安石+的+	6	11
w01060038	派往+被+	1	2
w01060038	管理+计划+王+安石+的+沉积+淤泥+调查+	5	8
w01060038	开展+年+1072+括+沈+汴河+对+首都+外+的+工作+	6	11
w01060039	沈+	1	1
w01060039	使用+了+技术+	2	3
w01060039	原创+的+	1	2
w01060039	疏通+成功+了+运河+	2	4
w01060039	展示+括+并+了+	2	4
w01060039	具有+淤积物+价值+极佳+的+肥料+	3	6
w01060040	获+	1	1
w01060040	派遣+	1	1
w01060040	前往+契丹+辽朝+	1	3
w01060040	担任+使节+	1	2
w01060040	进+步+一+	2	3
w01060040	获得+夏季+年+1075+他+朝廷+在+上+了+美誉+	5	10
w01060041	进行+了+谈判+次+数+挑衅性+的+	4	7
w01060041	要求+	1	1
w01060041	推进+边界+把+他们+的+南+向+	4	7
w01060041	操纵+大使+位+数+中国+	3	5
w01060041	称职+不+的+	1	3
w01060041	让+契丹人+同时+	3	3
w01060041	作出+他们+要求+对+辽国+的+让步+	4	7
w01061050	在+	1	1
w01061050	有+南部+意大利+也+	2	4
w01061050	研究+人+药学+	1	3
w01061050	受到+是+特别+学校+萨莱诺+当地+的+了+影响+医学+伊斯兰+的+	5	12
w01062037	据称+	1	1
w01062037	离开+后+	1	2
w01062037	后悔+感到+	1	2
w01062037	要求+并+次+数+	2	4
w01062037	返回+罗马+	1	2
w01062037	拒绝+提庇留+但是+均+奥古斯都+被+	4	6
w01062063	无需+自己+	1	2
w01062063	行动+元老会+国家+和+整个+就+能+单独+	6	8
w01062063	导致+希望+他+似乎+含糊+而且+命令+他+的+直接+都+十分+这+也+了+	9	15
w01062063	讨论+人们+的+	1	3
w01062063	是+更多+	1	2
w01062063	什么+意图+关于+他+的+真实+是+	4	7
w01062063	不是+内容+而+	2	3
w01062063	是否+	1	1
w01062063	通过+应该+法令+他+的+	3	5
w01063048	代表+都+独特+的+了+所需+生活+日常+的+实际+	5	10
w01063048	小心翼翼+	1	1
w01063048	用+仪式+恰当+的+祭品+和+	4	6
w01063048	供奉+神祗+每位+而且+人们+被+的+	5	7
w01064034	是+这+的+	2	3
w01064034	坐船+	1	1
w01064034	出发+大陆+从+欧洲+	2	4
w01065018	在+现场+	1	2
w01065018	发现+的+	1	2
w01065018	称+被+为+立石+的+	3	5
w01065018	组成+石碑+排+一+座+十+高大+	3	7
w01065018	有+由+遗迹+祭祀+走向+立石+为+南北+高+座+最高+一+米+3+中央+石群+祭坛+个+一+水池+和+个+一+巨大+的+方形+石制+	14	27
w01065019	年+在+作用+巨碑+个+这+的+具体+仍然+当中+讨论+但是+组成+它们+可能+时代+在+中期+青铜+了+高地+迦南人+的+即+约+公元+前+1600+	16	28
w01065020	在+焚毁+城市+迦南人+的+大火+在+中+被+时间+约+时+	7	12
w01065020	发起+法老+埃及+图特摩斯+三世+战役+系列+一+之+	5	9
w01065021	是+资料+有关+城市+该+的+历史+古老+最+的+	5	10
w01065021	发现+碑文+在+圣殿+凯尔奈克+图特摩斯+中+处+一+有关+地点+征服+被+的+中+	9	15
