sent_id	character	component_n	stroke_n
w01004051	谷	1	7
w01004051	因	2	6
w01004051	此	2	6
w01004051	与	2	3
w01004051	控	4	11
w01004051	制	2	8
w01004051	着	2	11
w01004051	海	3	10
w01004051	峡	2	9
w01004051	道	2	14
w01004051	麦	2	7
w01004051	拉	2	8
w01004051	殖	3	12
w01004051	拜	2	9
w01004051	占	2	5
w01004051	廷	2	6
w01004051	保	3	9
w01004051	持	3	9
w01004051	关	4	6
w01004051	键	3	13
w01004051	同	2	6
w01004051	盟	3	13
w01004051	系	2	7
w01005020	流	2	10
w01005020	十	1	2
w01005020	赏	2	12
w01005020	识	3	7
w01005020	司	2	5
w01005020	令	3	5
w01005020	官	2	8
w01005020	美	2	9
w01005020	伽	3	7
w01005020	巴	1	4
w01005020	佐	3	7
w01005020	斯	3	12
w01005020	负	2	6
w01005020	责	2	8
w01005020	实	2	8
w01005020	现	2	8
w01005020	服	2	8
w01005020	干	1	3
w01005020	目	1	5
w01005020	标	2	9
w01005021	阿	3	7
w01005021	契	2	9
w01005021	德	2	15
w01005021	军	2	6
w01005021	队	2	4
w01005021	色	1	6
w01005021	雷	2	13
w01005021	沿	3	8
w01005021	培	3	11
w01005021	奥	2	12
w01005022	最	3	12
w01005022	终	3	8
w01005022	约	3	6
w01005022	其	2	8
w01005022	顿	2	10
w01005022	国	2	8
w01005022	王	1	4
w01005022	闵	2	7
w01005022	塔	4	12
w01005022	接	3	11
w01005022	受	2	8
w01005022	全	2	6
w01005022	投	3	7
w01005022	降	3	8
w01005022	成	2	6
w01005022	波	2	8
w01005022	帝	2	9
w01005022	附	3	7
w01005022	庸	2	11
w01005023	多	2	6
w01005023	族	2	11
w01005023	裔	3	13
w01005023	吸	2	6
w01005023	纳	2	7
w01005023	从	2	4
w01005024	精	2	14
w01005024	英	2	8
w01005024	通	3	10
w01005024	婚	3	11
w01006027	首	1	9
w01006027	家	2	10
w01006027	电	1	5
w01006027	影	5	15
w01006081	功	2	5
w01006081	是	2	9
w01006081	玛	2	7
w01006081	迪	2	8
w01006081	导	2	6
w01006081	演	3	14
w01006081	葛	5	12
w01006081	柯	3	9
w01007004	法	3	8
w01007004	摩	4	15
w01007004	条	2	7
w01007004	月	1	4
w01007004	签	4	13
w01007004	署	3	13
w01007004	据	4	11
w01007004	提	3	12
w01007004	供	3	8
w01007004	限	2	8
w01007004	护	2	7
w01007035	执	2	14
w01007035	机	2	6
w01007035	构	3	8
w01007035	名	2	6
w01007035	务	2	5
w01007035	臣	1	6
w01007035	作	2	7
w01007035	政	3	9
w01007035	府	3	8
w01007035	脑	2	10
w01007035	并	4	6
w01007035	主	2	5
w01007035	事	1	8
w01007070	警	5	19
w01007070	察	3	14
w01007070	伍	2	6
w01007070	巡	4	6
w01007070	逻	3	11
w01007070	监	2	10
w01007070	船	3	11
w01007070	只	2	5
w01007070	特	3	10
w01007070	别	3	7
w01007070	单	3	8
w01007087	当	2	6
w01007087	土	1	3
w01007087	开	2	4
w01007087	垦	2	9
w01007087	项	2	9
w01007087	对	2	5
w01007087	芳	2	7
w01007087	维	2	11
w01007087	耶	2	8
w01007087	扩	2	6
w01007087	建	2	8
w01007087	这	2	7
w01008043	但	3	7
w01008043	爱	3	10
w01008043	兰	3	5
w01008043	格	3	10
w01008043	威	3	9
w01008043	之	1	3
w01008043	间	2	7
w01008043	律	2	9
w01008043	程	3	12
w01008043	序	2	7
w01008043	上	1	3
w01008043	存	2	6
w01008043	差	2	9
w01008043	异	2	16
w01009010	白	1	5
w01009010	吉	2	6
w01009010	龙	1	8
w01009010	类	2	9
w01009010	广	1	3
w01009010	气	3	4
w01009010	体	2	7
w01009010	质	3	8
w01009017	天	2	4
w01009017	预	2	10
w01009017	报	2	7
w01009017	中	1	4
w01009017	获	3	10
w01009017	得	2	11
w01009017	次	2	6
w01009017	应	3	7
w01009017	用	1	5
w01009017	而	1	6
w01009017	候	3	10
w01009017	始	3	8
w01009017	想	3	13
w01009017	起	3	10
w01009017	象	2	11
w01009027	风	1	4
w01009027	节	2	5
w01009027	性	2	8
w01009027	盛	3	11
w01009027	可	2	5
w01009027	续	4	11
w01009027	数	3	13
w01009027	久	1	3
w01009027	带	3	9
w01009027	雨	1	8
w01010044	六	2	4
w01010044	足	2	7
w01010044	日	1	4
w01010044	耳	1	6
w01010044	落	4	12
w01010044	欧	3	8
w01010044	洲	2	9
w01010044	迁	2	6
w01010044	徙	3	11
w01010044	期	3	12
w01010044	径	2	8
w01010045	至	2	6
w01010045	八	1	2
w01010045	末	1	5
w01010045	今	3	4
w01010045	东	1	5
w01010045	南	2	9
w01010045	洛	3	9
w01010045	伐	2	6
w01010045	形	3	7
w01010046	里	2	7
w01010046	被	2	10
w01010047	第	3	11
w01010047	莫	3	10
w01010047	伊	2	6
w01010047	米	1	6
w01010048	路	3	13
w01010048	易	3	8
w01010048	入	1	2
w01010048	侵	2	9
w01010048	让	2	5
w01010048	侄	3	10
w01010048	子	1	3
w01010048	取	2	8
w01010048	后	2	6
w01010048	称	3	10
w01010048	罗	2	8
w01012052	另	2	5
w01012052	确	2	12
w01012052	定	2	8
w01012052	各	2	6
w01012052	议	2	5
w01012052	选	3	9
w01013083	虽	2	9
w01013083	然	2	12
w01013083	直	2	8
w01013083	较	3	10
w01013083	晚	3	11
w01013083	冰	2	6
w01013083	仍	2	6
w01013083	处	2	5
w01013083	丹	1	4
w01013083	语	3	9
w01013083	几	1	2
w01013083	乎	1	6
w01013083	没	3	7
w01013083	借	4	10
w01013083	素	2	10
w01013083	也	1	3
w01013083	鲜	2	14
w01013083	响	3	9
w01013096	芬	3	7
w01013096	独	2	9
w01013096	化	2	4
w01013096	言	1	7
w01013096	瑞	3	13
w01013096	托	3	6
w01013096	讷	2	6
w01013096	河	3	8
w01013096	ä	0	0
w01013096	挪	3	9
w01013096	温	3	12
w01013102	辅	2	11
w01013102	音	1	9
w01013102	渐	3	11
w01013102	变	5	8
w01013102	萨	4	11
w01013102	方	1	4
w01013102	共	2	6
w01013102	认	2	4
w01013102	不	1	4
w01013102	历	2	4
w01013102	史	1	5
w01014002	高	4	10
w01014002	索	2	10
w01014002	脉	2	9
w01014002	域	3	11
w01014002	亦	4	6
w01014002	内	1	4
w01016028	层	3	7
w01016028	混	3	11
w01016028	沌	2	7
w01016028	所	2	8
w01016028	某	2	9
w01016028	微	3	13
w01016028	给	3	9
w01016028	很	2	9
w01016034	液	4	11
w01016034	滴	3	14
w01016034	周	2	8
w01016034	围	2	7
w01016034	空	3	8
w01016034	解	2	13
w01016034	二	1	2
w01016034	氧	4	10
w01016034	碳	4	14
w01016070	夏	2	10
w01016070	准	2	10
w01016070	备	2	8
w01016070	工	1	3
w01016070	近	2	7
w01017004	球	2	11
w01017004	板	3	8
w01017004	块	2	7
w01017004	造	3	10
w01017004	力	1	2
w01017004	非	1	8
w01017004	裂	3	12
w01017004	乞	2	3
w01017004	扎	2	4
w01017004	肯	2	8
w01017004	们	2	5
w01017004	两	1	7
w01017004	峰	3	10
w01017046	者	2	8
w01017046	教	3	11
w01017046	传	2	6
w01017046	播	3	15
w01017046	到	3	8
w01017046	班	3	10
w01017046	图	3	8
w01017046	未	1	5
w01017046	触	2	13
w01017046	过	2	6
w01017046	留	2	10
w01017046	宗	2	8
w01017046	信	2	9
w01017046	徒	3	10
w01017046	身	1	7
w01017046	份	3	6
w01018019	把	2	7
w01018019	喀	4	12
w01018019	隆	2	11
w01018019	济	2	9
w01018019	融	2	4
w01018019	熟	5	15
w01018019	练	2	8
w01018019	升	2	4
w01018019	基	3	11
w01018019	础	3	10
w01018019	设	3	6
w01018019	施	2	9
w01018019	调	3	10
w01018019	劳	2	7
w01018029	组	2	8
w01018029	联	5	12
w01018101	根	2	10
w01018101	恶	2	10
w01018101	劣	3	6
w01018101	童	3	12
w01018101	式	2	6
w01018101	研	3	9
w01018101	究	3	7
w01018101	四	1	5
w01018101	岁	2	6
w01018101	儿	1	2
w01018101	七	1	2
w01018101	半	1	5
w01018101	状	2	6
w01018101	态	3	8
w01019014	撒	5	15
w01019014	哈	3	9
w01019014	相	2	9
w01019014	似	3	6
w01019014	端	3	14
w01019014	低	3	7
w01019073	发	3	5
w01019073	饥	2	5
w01020016	古	2	5
w01020016	老	1	6
w01020016	文	1	4
w01020016	明	2	8
w01020016	均	3	7
w01020016	置	3	13
w01020017	那	2	6
w01020017	些	3	8
w01020017	时	2	7
w01020017	社	2	7
w01020017	贸	2	9
w01020017	战	3	9
w01020017	争	2	6
w01020017	乃	1	2
w01020017	捕	2	10
w01020017	鱼	1	8
w01020017	产	2	6
w01020017	采	2	8
w01020017	集	2	12
w01020017	食	3	9
w01020017	品	3	9
w01020018	情	2	11
w01020018	况	3	7
w01020018	心	1	4
w01020018	拥	2	8
w01020018	互	1	4
w01020018	交	2	6
w01020018	错	4	13
w01020019	著	3	11
w01020019	腓	2	12
w01020019	规	2	8
w01020019	模	4	14
w01020019	线	2	8
w01020019	活	2	9
w01020020	我	1	7
w01022033	礁	3	17
w01022033	水	1	4
w01022033	蒂	3	12
w01022033	安	2	6
w01022033	松	3	8
w01022033	穿	3	9
w01022033	桑	4	10
w01022033	蜿	4	14
w01022033	蜒	3	12
w01022055	词	3	7
w01022055	能	2	10
w01022055	适	2	9
w01022055	浅	2	8
w01022055	湖	4	12
w01022092	湾	6	12
w01022092	样	2	10
w01022092	淡	3	11
w01022092	常	2	11
w01022092	深	3	11
w01023074	酒	2	10
w01023074	饮	2	7
w01023074	诸	3	10
w01023074	啤	3	11
w01023074	蜂	3	13
w01023074	蜜	3	14
w01023074	种	2	9
w01023074	烈	3	10
w01023074	果	1	8
w01023074	还	2	7
w01023074	享	3	8
w01023074	葡	3	12
w01023074	萄	3	11
w01023120	无	1	4
w01023120	论	3	6
w01023120	什	2	4
w01023120	么	2	3
w01023120	搏	3	13
w01023120	斗	1	4
w01023120	致	3	10
w01023120	匹	2	4
w01023120	死	2	6
w01023120	亡	1	3
w01025083	严	1	7
w01025083	临	2	9
w01025083	胡	3	8
w01025083	苏	2	7
w01025083	姆	2	8
w01025083	湿	3	12
w01025083	冻	2	7
w01025083	紧	2	10
w01025083	邻	4	7
w01025083	已	1	3
w01025083	攻	2	7
w01025084	撤	2	15
w01025084	退	2	9
w01025084	普	3	12
w01025084	感	4	13
w01025084	意	2	13
w01025084	都	3	10
w01025084	完	3	7
w01025085	型	4	9
w01025085	炮	3	9
w01025085	件	2	6
w01025085	遗	3	12
w01025085	弃	3	7
w01025085	何	3	7
w01025085	往	3	8
w01025085	弗	1	5
w01025085	伦	3	6
w01025085	堡	4	12
w01025085	铁	3	10
w01025085	妥	2	7
w01025085	善	3	12
w01025085	疑	2	17
w01025085	问	2	6
w01025085	题	3	15
w01025086	消	3	10
w01025086	息	2	10
w01025086	众	3	6
w01025086	震	2	15
w01025086	惊	4	11
w01025086	他	2	5
w01025086	坚	2	7
w01025086	摧	3	14
w01025086	梅	3	11
w01025086	随	4	11
w01025086	即	2	7
w01025086	除	3	9
w01025086	指	3	9
w01025086	挥	3	9
w01025086	权	2	6
w01025087	便	2	9
w01025087	归	2	5
w01025087	辖	3	14
w01026024	瑙	2	13
w01026024	输	4	13
w01026024	货	3	8
w01026024	亿	2	3
w01026024	吨	2	7
w01026037	三	1	3
w01026037	角	1	7
w01026037	恰	3	9
w01026037	郡	3	9
w01026037	奇	3	8
w01026037	莉	3	10
w01026037	娅	2	19
w01026037	左	2	5
w01026037	乌	2	4
w01026037	敖	4	10
w01026037	境	3	14
w01027007	燥	5	17
w01027007	偶	3	11
w01027007	甚	3	9
w01027007	误	4	9
w01027007	原	2	10
w01027015	点	3	9
w01028004	汇	2	5
w01028004	密	3	11
w01028004	俄	2	9
w01028004	亥	3	6
w01028050	矛	1	5
w01028050	盾	2	9
w01028050	核	4	10
w01028050	堪	4	12
w01028050	奴	2	5
w01028050	隶	1	8
w01028069	反	2	4
w01028069	说	3	9
w01029015	颜	4	15
w01029015	面	1	9
w01029015	叶	2	5
w01029015	展	2	10
w01029015	示	1	5
w01029015	绿	3	11
w01029015	蓝	3	13
w01029049	医	2	7
w01029049	疗	2	7
w01029083	督	4	13
w01029083	堂	2	11
w01029083	棕	3	12
w01029083	枝	3	8
w01029083	庆	2	6
w01029083	柳	3	9
w01029083	榈	4	13
w01030092	卑	2	8
w01030092	拔	2	8
w01030092	灌	5	20
w01030092	溉	3	12
w01030093	表	2	8
w01030093	旱	2	7
w01030093	达	2	6
w01030094	等	3	12
w01030095	超	4	12
w01030095	座	4	10
w01030095	站	3	10
w01030095	千	1	3
w01030095	瓦	1	4
w01030096	茵	3	9
w01030096	诺	4	10
w01030096	宝	2	8
w01030096	头	1	5
w01031003	习	1	3
w01031003	拼	5	9
w01031003	写	3	5
w01031015	浆	3	10
w01031015	般	3	10
w01031015	矽	2	7
w01031015	粘	3	11
w01031015	稠	3	13
w01031015	冷	4	7
w01031015	却	3	7
w01031034	灾	2	7
w01031034	难	2	10
w01031034	爆	3	19
w01031034	炸	2	9
w01032139	暖	5	13
w01032139	改	2	7
w01033022	环	2	8
w01033022	涸	4	11
w01033025	宣	4	9
w01033025	布	2	5
w01033025	野	3	11
w01033061	查	3	9
w01033061	考	2	6
w01033061	正	2	5
w01033061	继	3	10
w01033067	居	3	8
w01033067	移	3	11
w01034023	庭	3	9
w01034023	农	2	6
w01034023	木	1	4
w01034023	匠	2	6
w01035079	栖	2	10
w01035079	破	2	10
w01035079	坏	2	7
w01035079	增	4	15
w01035079	害	2	10
w01035079	脆	4	10
w01035079	弱	2	11
w01035079	洪	3	9
w01035079	失	2	5
w01035079	疾	2	10
w01035079	病	3	10
w01035079	污	3	6
w01035079	染	4	9
w01035080	健	3	10
w01035080	康	2	11
w01035080	率	1	11
w01035080	或	2	8
w01035080	少	2	4
w01035080	减	4	11
w01035080	轻	2	9
w01035081	业	1	5
w01035081	际	2	7
w01035081	边	2	5
w01035081	貌	3	14
w01035082	去	2	5
w01035082	蚀	2	9
w01035082	盐	3	10
w01035082	渍	3	11
w01035082	压	3	6
w01035082	养	3	9
w01035082	枯	3	9
w01035082	竭	5	14
w01035083	使	2	8
w01036044	新	3	12
w01036044	记	2	5
w01036044	暴	2	15
w01036077	植	3	12
w01036077	科	2	9
w01037024	视	2	8
w01037024	陆	3	7
w01037080	扬	2	6
w01037080	帆	3	6
w01037080	掀	3	11
w01037080	探	3	11
w01037080	热	3	10
w01037080	潮	3	15
w01038009	偏	3	11
w01038009	远	3	7
w01038009	欢	2	6
w01038009	迎	3	7
w01038016	私	2	7
w01038016	营	3	11
w01038016	企	2	6
w01038016	余	2	7
w01038016	总	4	9
w01038016	该	4	8
w01038016	百	2	6
w01038022	仅	2	4
w01038044	本	1	5
w01039032	偷	4	11
w01039032	艘	3	15
w01039032	澳	3	15
w01039032	住	3	7
w01039032	舟	1	6
w01039058	糟	3	17
w01039058	糕	3	16
w01039058	宛	3	8
w01039058	露	4	21
w01039058	池	2	6
w01039065	任	3	6
w01039065	长	1	4
w01040100	尘	2	6
w01040101	缘	3	12
w01040101	更	1	7
w01040101	埃	3	10
w01040101	吹	2	7
w01040101	走	2	7
w01040102	稳	4	14
w01040102	拂	2	8
w01040102	裸	2	13
w01040102	细	2	8
w01040102	颗	2	14
w01040102	粒	2	11
w01040102	颤	4	19
w01040103	速	2	10
w01040103	快	2	7
w01040104	击	2	5
w01040104	弹	4	11
w01040104	连	2	7
w01040104	锁	2	12
w01041046	激	3	16
w01041046	肥	2	8
w01041046	胖	2	9
w01042055	见	1	4
w01042055	每	2	7
w01042055	告	2	7
w01043027	万	1	3
w01043065	额	4	15
w01043065	促	3	9
w01043065	杰	2	8
w01043065	滨	4	13
w01044010	华	3	6
w01044010	出	2	5
w01044010	旅	2	10
w01044010	游	3	12
w01044010	械	3	11
w01044010	刷	2	8
w01044010	版	3	8
w01045002	字	2	6
w01045003	牙	1	4
w01045003	命	4	8
w01045003	片	1	4
w01045005	访	2	6
w01045006	才	1	3
w01045006	知	2	8
w01045006	寻	2	6
w01045006	找	2	7
w01045006	驶	2	8
w01046011	幸	2	8
w01046011	蚕	3	10
w01046056	敦	4	12
w01047008	篇	3	15
w01047008	短	4	12
w01047008	讲	2	6
w01047008	述	3	8
w01047008	床	2	7
w01047071	她	2	6
w01047094	鲁	2	12
w01047094	卡	2	12
w01047094	森	3	12
w01047094	编	3	12
w01047094	辑	3	13
w01047094	手	1	4
w01047094	稿	5	15
w01047094	书	1	4
w01047094	推	2	11
w01047094	奠	4	12
w01047104	引	2	4
w01047104	客	3	9
w01047104	注	3	8
w01048027	恭	3	10
w01048027	愍	3	13
w01048027	丽	5	7
w01048027	革	1	9
w01048027	朝	2	12
w01048090	韩	2	12
w01048090	巨	1	4
w01048090	结	3	9
w01048090	彻	3	7
w01048090	底	3	8
w01049051	乡	1	3
w01049051	村	2	7
w01049051	餐	4	16
w01049051	凳	5	14
w01049066	皇	2	9
w01049066	园	3	7
w01049082	阔	3	12
w01050067	清	2	11
w01050067	灭	2	5
w01050067	博	3	12
w01050067	汗	2	6
w01050067	蒙	4	13
w01050068	领	4	11
w01050069	袁	4	10
w01050069	凯	3	8
w01050069	承	1	8
w01050070	满	2	13
w01050070	顺	2	9
w01050070	协	2	6
w01050070	效	3	10
w01051032	匆	2	5
w01051032	忙	2	6
w01051032	抓	2	7
w01051032	犯	2	5
w01051032	术	2	5
w01051080	詹	3	13
w01051080	亨	3	7
w01051080	撰	5	15
w01051080	役	3	7
w01051080	充	3	6
w01051080	赞	5	16
w01052022	勤	3	13
w01052022	返	3	7
w01052022	回	2	6
w01052038	己	1	3
w01052038	穆	2	16
w01052038	兵	2	7
w01052046	声	2	7
w01052046	参	2	8
w01052046	慌	4	12
w01052046	盔	3	11
w01052046	甲	1	5
w01053015	帕	2	8
w01053015	话	2	8
w01053031	鉴	2	13
w01053031	彼	2	8
w01053031	决	2	6
w01053031	派	2	9
w01053031	稣	2	13
w01053031	审	2	8
w01053031	讯	3	5
w01053045	载	2	10
w01053045	皈	3	9
w01053045	停	5	11
w01053062	殊	3	10
w01053062	闰	2	7
w01053062	牛	1	4
w01053062	支	2	4
w01053067	若	3	8
w01053067	云	2	4
w01053067	烟	3	10
w01053067	雾	3	13
w01053067	遮	3	14
w01053067	挡	3	9
w01054107	尚	3	8
w01054107	旧	2	5
w01054107	修	3	9
w01054107	垒	4	9
w01056103	合	2	6
w01056103	丁	1	2
w01057006	诗	3	8
w01057006	歌	5	14
w01057006	描	3	11
w01057016	剧	4	10
w01057041	场	2	6
w01057041	早	2	12
w01057041	逝	3	10
w01057041	永	1	15
w01057041	朽	2	6
w01058009	朱	2	6
w01058009	杀	2	6
w01058009	翻	3	18
w01060037	沈	2	7
w01060037	技	3	7
w01060037	巧	2	5
w01060038	淤	4	11
w01060038	泥	3	8
w01060038	沉	3	7
w01060038	积	3	10
w01060038	计	2	4
w01060038	划	2	6
w01060038	汴	3	7
w01060039	疏	2	12
w01060039	佳	3	8
w01060039	料	2	10
w01060039	价	3	6
w01060039	值	3	10
w01060040	遣	2	13
w01060040	辽	2	5
w01060040	担	3	8
w01060040	步	2	7
w01060040	誉	3	13
w01060041	挑	2	9
w01060041	衅	3	11
w01060041	谈	3	10
w01060041	判	2	7
w01060041	求	1	7
w01060041	操	5	16
w01060041	纵	3	7
w01060041	职	3	11
w01061050	药	4	9
w01061050	校	3	10
w01062037	庇	2	7
w01062037	悔	3	10
w01062037	拒	2	7
w01062037	绝	2	9
w01062063	望	3	11
w01062063	需	2	14
w01062063	且	1	5
w01062063	糊	4	15
w01062063	讨	2	5
w01062063	容	2	9
w01062063	真	3	10
w01062063	否	2	7
w01063048	神	2	9
w01063048	祗	3	9
w01063048	翼	4	17
w01063048	仪	2	5
w01063048	祭	2	11
w01063048	奉	2	8
w01064034	坐	3	7
w01065018	祀	2	7
w01065018	迹	5	9
w01065018	排	2	11
w01065018	碑	3	13
w01065018	央	1	5
w01065018	坛	3	7
w01065019	青	1	8
w01065019	铜	3	11
w01065019	迦	3	8
w01065020	焚	3	12
w01065020	毁	4	13
w01065020	列	2	6
w01065021	奈	2	8
w01065021	殿	3	13
w01065022	追	2	9
w01065022	溯	4	13
w01065022	忠	2	8
w01065022	封	3	9
w01066003	证	3	7
w01066003	录	2	8
w01066003	星	2	9
w01066003	肖	2	7
w01066006	猴	3	12
w01066006	义	1	3
w01066008	祥	2	10
w01066008	配	2	10
w01066008	链	3	12
w01066008	打	2	5
w01066008	菩	3	11
w01066040	春	2	9
w01066040	按	3	9
w01066040	照	4	13
w01066040	算	3	14
w01067032	强	3	12
w01067032	防	2	6
w01067032	卫	2	3
w01067032	墙	4	14
w01068027	灵	2	7
w01068027	藉	5	17
w01068027	诱	3	9
w01068027	佛	2	7
w01068027	庄	2	6
w01068027	店	3	8
w01069007	衔	4	11
w01069040	厉	2	5
w01069040	策	2	12
w01069040	荷	4	10
w01069040	抱	3	8
w01069056	贵	2	9
w01069056	员	2	7
w01069056	递	5	10
w01069056	请	2	10
w01069056	愿	3	14
w01069056	止	1	4
w01069056	迫	2	8
w01069094	抗	3	7
w01069094	叛	3	9
w01070031	台	2	5
w01070032	观	2	6
w01070032	阳	2	6
w01070033	秋	2	9
w01070034	倾	3	10
w01070034	斜	3	11
w01070035	测	3	9
w01071043	坦	3	8
w01072002	猜	2	11
w01072002	缺	2	10
w01072002	乏	2	4
w01072065	阶	3	6
w01072065	段	3	9
w01073007	孩	4	9
w01073042	卜	1	2
w01073042	崔	2	11
w01073042	丝	3	5
w01073042	遇	3	12
w01073042	坠	3	7
w01073054	惠	2	12
w01073054	兴	2	6
w01073054	势	3	8
w01073067	九	1	2
w01073067	故	3	9
w01073075	刻	4	8
w01073075	越	3	12
w01073075	思	2	9
w01074088	瓶	5	10
w01074088	材	2	7
w01074088	志	2	7
w01074088	迈	2	6
w01074088	趋	4	12
w01075036	男	2	7
w01075036	读	4	10
w01075037	冲	2	6
w01075037	突	3	9
w01075037	概	3	13
w01075038	放	2	8
w01075038	乱	2	7
w01075038	益	2	10
w01075038	鼓	6	13
w01075038	励	3	7
w01075039	换	4	10
w01075039	育	3	8
w01075039	薪	4	16
w01075039	假	3	11
w01075040	怨	3	9
w01075040	愤	4	12
w01075040	懑	3	17
w01075040	武	2	8
w01075040	装	3	12
w01076039	障	3	13
w01076039	张	2	7
w01076039	转	2	8
w01076039	谐	3	11
w01076054	扭	2	7
w01076054	局	2	7
w01076054	优	2	6
w01078013	详	2	8
w01078013	伤	3	6
w01079038	牧	2	8
w01079038	师	3	6
w01079038	默	2	16
w01079038	兹	2	9
w01079038	助	2	7
w01079049	裁	2	12
w01079049	诫	3	9
w01079049	女	1	3
w01079049	巫	4	7
w01079049	槌	3	13
w01079057	洗	3	9
w01079057	悖	3	10
w01079057	犹	2	7
w01079077	驱	3	7
w01079077	逐	2	10
w01080128	叫	2	5
w01080129	菲	2	11
w01080129	敌	2	10
w01080130	败	2	8
w01080130	牢	2	7
w01080130	掌	2	12
w01080130	握	4	12
w01080131	泉	2	9
w01080131	守	2	6
w01080132	召	2	5
w01080132	庞	2	8
w01081030	捷	2	11
w01081030	琳	3	12
w01081030	娜	3	9
w01082055	珍	2	9
w01082055	珠	3	10
w01082055	港	4	12
w01083007	景	4	12
w01083021	显	2	9
w01084102	润	3	10
w01085004	秀	2	7
w01085005	蝇	3	14
w01085005	做	4	11
w01085005	好	2	6
w01085006	待	3	9
w01085006	训	2	5
w01085006	粮	3	13
w01085008	黎	4	15
w01085008	宾	3	10
w01085008	割	3	12
w01086012	募	4	12
w01086012	遭	3	14
w01086037	截	2	14
w01087052	艺	2	4
w01087052	复	2	9
w01087052	够	4	11
w01087052	陶	3	10
w01087052	冶	3	7
w01088099	析	2	8
w01088099	妇	2	6
w01089017	埋	3	10
w01089017	葬	3	12
w01089017	陪	3	10
w01089040	户	1	4
w01089040	耕	2	10
w01089068	皮	1	5
w01089068	库	2	7
w01089068	赛	2	14
w01089068	母	1	5
w01091016	香	2	9
w01091016	蕉	3	15
w01091016	粉	3	10
w01091016	芭	2	7
w01091045	毛	1	4
w01091045	粪	3	12
w01092032	器	2	16
