sent_id	word_char	character_token_n	stroke_n
w01013083	冰岛语	3	22
w01013083	几乎	2	8
w01013083	没有	2	13
w01013083	借用	2	15
w01013083	丹麦语	3	20
w01013083	元素	2	14
w01013083	也	1	3
w01013083	鲜有	2	20
w01013083	受	1	8
w01013083	影响	2	24
w01013096	有	1	6
w01013096	源	1	13
w01013096	芬兰语	3	21
w01013096	独立	2	14
w01013096	演化	2	18
w01013096	语言	2	16
w01013096	瑞典	2	21
w01013096	托尔讷	3	17
w01013096	河谷	2	15
w01013096	挪威	2	18
w01013096	克温斯语	4	40
w01013102	辅音	2	20
w01013102	渐变	2	19
w01013102	北部	2	15
w01013102	萨米人	3	19
w01013102	方言	2	11
w01013102	共同	2	12
w01013102	特征	2	18
w01013102	认为	2	8
w01013102	不同	2	10
w01013102	历史	2	9
w01013102	南部	2	19
w01013102	萨米	2	17
w01013102	不	1	4
w01014002	高加索	3	25
w01014002	山脉	2	17
w01014002	区域	2	15
w01014002	亦	1	6
w01014002	内	1	4
w01014002	外	1	5
w01016028	大气层	3	14
w01016028	混沌	2	18
w01016028	系统	2	16
w01016028	所以	2	12
w01016028	某	1	9
w01016028	微小	2	16
w01016028	变化	2	12
w01016028	会	1	6
w01016028	给	1	9
w01016028	很大	2	12
w01016034	降雨	2	16
w01016034	液滴	2	25
w01016034	从	1	4
w01016034	周围	2	15
w01016034	空气	2	12
w01016034	吸收	2	12
w01016034	分解	2	17
w01016034	二氧化碳	4	30
w01016070	中国	2	12
w01016070	夏季	2	18
w01016070	奥运会	3	25
w01016070	准备	2	18
w01016070	工作	2	10
w01016070	近期	2	19
w01016070	例子	2	11
w01017004	全球	2	17
w01017004	板块	2	15
w01017004	构造力	3	20
w01017004	东	1	5
w01017004	非	1	8
w01017004	大裂谷	3	22
w01017004	乞力马扎罗山	6	28
w01017004	肯尼亚山	4	27
w01017004	它们	2	10
w01017004	非洲	2	17
w01017004	最高	2	22
w01017004	两	1	7
w01017004	山峰	2	18
w01017046	后者	2	14
w01017046	伊斯兰教	4	34
w01017046	传播	2	21
w01017046	到	1	8
w01017046	沿岸	2	17
w01017046	一带	2	10
w01017046	大部分	3	17
w01017046	班图	2	18
w01017046	从未	2	9
w01017046	接触	2	24
w01017046	过	1	6
w01017046	保留	2	19
w01017046	传统	2	15
w01017046	宗教	2	19
w01017046	信徒	2	19
w01017046	身份	2	13
w01018019	把	1	7
w01018019	喀麦隆	3	30
w01018019	经济	2	17
w01018019	融	1	4
w01018019	一体	2	8
w01018019	利用	2	12
w01018019	资金	2	18
w01018019	投资	2	17
w01018019	熟练	2	23
w01018019	工人	2	5
w01018019	提升	2	16
w01018019	基础	2	21
w01018019	设施	2	15
w01018019	调节	2	15
w01018019	劳动力	3	15
w01018029	日	1	4
w01018029	前英属	3	29
w01018029	南	1	9
w01018029	法	1	8
w01018029	统一	2	10
w01018029	组成	2	14
w01018029	联邦	2	18
w01018029	共和国	3	22
w01018101	根据	2	21
w01018101	劳动部	3	23
w01018101	有关	2	12
w01018101	恶劣	2	16
w01018101	童工	2	15
w01018101	形式	2	13
w01018101	研究	2	16
w01018101	报导	2	13
w01018101	十四	2	7
w01018101	岁	1	6
w01018101	儿童	2	14
w01018101	七	1	2
w01018101	近	1	7
w01018101	半	1	5
w01018101	工	1	3
w01018101	学	1	8
w01018101	状态	2	14
w01019014	撒海尔区	4	34
w01019014	气候	2	14
w01019014	撒哈拉	3	32
w01019014	相似	2	15
w01019014	但是	2	16
w01019014	极端	2	21
w01019014	程度	2	21
w01019014	相对	2	14
w01019014	较低	2	17
w01019073	发生	2	10
w01019073	饥荒	2	14
w01020016	地中海	3	20
w01020016	海岸	2	19
w01020016	附近	2	14
w01020016	几	1	2
w01020016	古老	2	11
w01020016	文明	2	12
w01020016	均	1	7
w01020016	位置	2	20
w01020016	近海	2	17
w01020016	受到	2	16
w01020016	极大	2	10
w01020017	那些	2	14
w01020017	时代	2	12
w01020017	社区	2	11
w01020017	贸易	2	17
w01020017	殖民	2	17
w01020017	战争	2	15
w01020017	乃至	2	8
w01020017	捕鱼	2	18
w01020017	海产	2	16
w01020017	采集	2	20
w01020017	食品	2	18
w01020017	通道	2	24
w01020018	由于	2	8
w01020018	地理	2	17
w01020018	情况	2	18
w01020018	中心	2	8
w01020018	拥有	2	14
w01020018	互相	2	13
w01020018	交错	2	19
w01020018	文化	2	8
w01020019	古典	2	13
w01020019	著名	2	17
w01020019	腓尼基	3	28
w01020019	者	1	8
w01020019	大规模	3	25
w01020019	地	1	6
w01020019	海岸线	3	27
w01020019	活动	2	15
w01020020	后来	2	13
w01020020	奥古斯塔斯	5	53
w01020020	罗马	2	11
w01020020	罗马人	3	13
w01020020	我们	2	12
w01020020	海	1	10
w01022033	运河	2	15
w01022033	礁石	2	22
w01022033	起来	2	17
w01022033	水路	2	17
w01022033	克里斯蒂安松	6	52
w01022033	穿过	2	15
w01022033	利勒桑	3	28
w01022033	蜿蜒	2	26
w01022033	行	1	6
w01022055	词	1	7
w01022055	可能	2	15
w01022055	适用	2	14
w01022055	浅礁湖	3	37
w01022092	峡湾	2	21
w01022092	一样	2	11
w01022092	淡水湖	3	27
w01022092	通常	2	21
w01022092	较深	2	21
w01023074	酒精类	3	33
w01023074	饮品	2	16
w01023074	诸如	2	16
w01023074	啤酒	2	21
w01023074	蜂蜜酒	3	37
w01023074	种	1	9
w01023074	烈性	2	18
w01023074	水果酒	3	22
w01023074	富人	2	14
w01023074	还	1	7
w01023074	可以	2	9
w01023074	享用	2	13
w01023074	葡萄酒	3	33
w01023120	无论	2	10
w01023120	规则	2	14
w01023120	什么	2	7
w01023120	这些	2	15
w01023120	搏斗	2	17
w01023120	导致	2	16
w01023120	匹	1	4
w01023120	种马	2	12
w01023120	死亡	2	9
w01025083	严冬	2	12
w01025083	来临	2	16
w01025083	时	1	7
w01025083	丹内维尔克	5	31
w01025083	胡苏姆	3	23
w01025083	施莱湾	3	31
w01025083	湿地	2	18
w01025083	冻土	2	10
w01025083	紧邻	2	17
w01025083	已	1	3
w01025083	前进	2	16
w01025083	德国	2	23
w01025083	攻占	2	12
w01025084	次	1	6
w01025084	撤退	2	24
w01025084	行动	2	12
w01025084	普	1	12
w01025084	奥	1	12
w01025084	联军	2	18
w01025084	感到	2	21
w01025084	意外	2	18
w01025084	因为	2	10
w01025084	所有	2	14
w01025084	都	1	10
w01025084	完成	2	13
w01025084	撤离	2	25
w01025085	不过	2	10
w01025085	重型	2	18
w01025085	火炮	2	13
w01025085	部件	2	16
w01025085	遗弃	2	19
w01025085	关于	2	9
w01025085	何	1	7
w01025085	当时	2	13
w01025085	通往	2	18
w01025085	弗伦斯堡	4	35
w01025085	铁路	2	23
w01025085	未	1	5
w01025085	妥善	2	19
w01025085	疑问	2	23
w01025085	一直	2	9
w01025085	议题	2	20
w01025086	消息	2	20
w01025086	大众	2	9
w01025086	震惊	2	26
w01025086	他们	2	10
w01025086	坚不可摧	4	30
w01025086	梅塞	2	24
w01025086	将军	2	15
w01025086	随即	2	18
w01025086	解除	2	22
w01025086	指挥权	3	24
w01025087	以后	2	10
w01025087	便	1	9
w01025087	归	1	5
w01025087	管辖	2	28
w01026024	多瑙河	3	27
w01026024	运输	2	20
w01026024	货物	2	16
w01026024	数量	2	25
w01026024	上升	2	7
w01026024	一亿	2	4
w01026024	吨	1	7
w01026037	三	1	3
w01026037	角洲	2	16
w01026037	罗马尼亚	4	22
w01026037	图尔恰郡	4	31
w01026037	奇莉娅湾	4	49
w01026037	左岸	2	14
w01026037	乌克兰	3	16
w01026037	敖德萨州	4	42
w01026037	境内	2	18
w01027007	非常	2	19
w01027007	干燥	2	20
w01027007	偶尔	2	16
w01027007	甚至	2	15
w01027007	误	1	9
w01027007	以为	2	8
w01027007	平原	2	15
w01027015	国家	2	18
w01027015	西部	2	16
w01027015	地形	2	13
w01027015	特点	2	19
w01027015	相同	2	15
w01027035	阿尔及利亚	5	28
w01027035	地处	2	11
w01027035	温带	2	21
w01027035	享有	2	14
w01027035	温和	2	20
w01028004	就是	2	21
w01028004	汇入	2	7
w01028004	密西西比河	5	35
w01028004	俄亥俄河	4	32
w01028050	矛盾	2	14
w01028050	核心	2	14
w01028050	问题	2	21
w01028050	堪萨斯州	4	41
w01028050	自由州	3	17
w01028050	还是	2	16
w01028050	奴隶制州	4	27
w01028050	加入	2	7
w01028069	对于	2	8
w01028069	事件	2	14
w01028069	反应	2	11
w01028069	说明	2	17
w01028069	分化	2	8
w01028069	现象	2	19
w01028069	多么	2	9
w01028069	严重	2	16
w01029015	颜色	2	21
w01029015	方面	2	13
w01029015	叶子	2	8
w01029015	展示	2	15
w01029015	多样	2	16
w01029015	绿色	2	17
w01029015	黄绿色	3	28
w01029015	蓝绿色	3	30
w01029015	不一而足	4	18
w01029049	全	1	6
w01029049	美	1	9
w01029049	印第安人	4	24
w01029049	医学	2	15
w01029049	治疗	2	15
w01029049	方法	2	12
w01029083	西北部	3	21
w01029083	基督	2	24
w01029083	教堂	2	22
w01029083	棕枝	2	20
w01029083	主日	2	9
w01029083	庆典	2	14
w01029083	用	1	5
w01029083	柳枝	2	17
w01029083	棕榈叶	3	30
w01030092	阿尔卑斯	4	32
w01030092	低海拔	3	25
w01030092	饮用水	3	16
w01030092	灌溉水	3	36
w01030092	水力	2	6
w01030092	发电	2	10
w01030092	条件	2	13
w01030093	只	1	5
w01030093	占据	2	16
w01030093	地表	2	14
w01030093	干旱	2	10
w01030093	月份	2	10
w01030093	高达	2	16
w01030093	水	1	4
w01030094	米兰	2	11
w01030094	等	1	12
w01030094	供水	2	12
w01030094	阿尔卑斯山	5	40
w01030094	径流	2	18
w01030095	超过	2	18
w01030095	座	1	10
w01030095	水电站	3	19
w01030095	河流	2	18
w01030095	产生	2	11
w01030095	多达	2	12
w01030095	千瓦	2	7
w01030095	电力	2	7
w01030096	瑞士	2	16
w01030096	莱茵河	3	27
w01030096	罗讷河	3	22
w01030096	茵河	2	17
w01030096	提契诺河	4	39
w01030096	宝河	2	16
w01030096	源头	2	18
w01031003	火山	2	12
w01031003	学习	2	11
w01031003	火山学	3	20
w01031003	有时	2	13
w01031003	拼写	2	14
w01031015	岩浆	2	18
w01031015	一般	2	11
w01031015	矽	1	7
w01031015	含量	2	19
w01031015	高	1	10
w01031015	较为	2	14
w01031015	粘稠	2	24
w01031015	无法	2	12
w01031015	到达	2	14
w01031015	而是	2	15
w01031015	深处	2	16
w01031015	冷却	2	14
w01031034	不会	2	10
w01031034	灾难性	3	25
w01031034	爆炸	2	28
w01032139	变暖	2	21
w01032139	已经	2	11
w01032139	造成	2	16
w01032139	雨季	2	16
w01032139	模式	2	20
w01032139	改变	2	15
w01033022	带有	2	15
w01033022	小型	2	12
w01033022	环礁湖	3	37
w01033022	干涸	2	14
w01033025	宣布	2	14
w01033025	野生	2	16
w01033025	动物	2	14
w01033025	保护区	3	20
w01033061	调查	2	19
w01033061	考察	2	20
w01033061	正	1	5
w01033061	继续	2	21
w01033067	定居	2	16
w01033067	东部	2	15
w01033067	美拉尼西亚人	6	36
w01033067	往北	2	13
w01033067	迁移	2	17
w01034023	家庭	2	19
w01034023	肯塔基	3	31
w01034023	印第安纳	4	29
w01034023	生活	2	14
w01034023	托马斯	3	21
w01034023	林肯	2	16
w01034023	曾经	2	20
w01034023	当	1	6
w01034023	农民	2	11
w01034023	家具	2	18
w01034023	木工	2	7
w01034023	木匠	2	10
w01035079	栖息地	3	26
w01035079	破坏	2	17
w01035079	增加	2	20
w01035079	面对	2	14
w01035079	自然	2	18
w01035079	灾害	2	17
w01035079	脆弱性	3	29
w01035079	洪水	2	13
w01035079	作物	2	15
w01035079	失收	2	11
w01035079	疾病	2	20
w01035079	污染	2	15
w01035080	另	1	5
w01035080	健康	2	21
w01035080	生态	2	13
w01035080	能	1	10
w01035080	降低	2	15
w01035080	发生率	3	21
w01035080	或	1	8
w01035080	至少	2	10
w01035080	减轻	2	20
w01035080	不利	2	11
w01035081	农业	2	11
w01035081	用地	2	11
w01035081	实际	2	15
w01035081	周边	2	13
w01035081	地貌	2	20
w01035082	过去	2	11
w01035082	五十	2	6
w01035082	减少	2	15
w01035082	原因	2	16
w01035082	侵蚀	2	18
w01035082	盐渍化	3	25
w01035082	压紧	2	16
w01035082	养分	2	13
w01035082	枯竭	2	23
w01035082	城镇化	3	28
w01035083	人类	2	11
w01035083	直接	2	19
w01035083	使用	2	13
w01036044	巴布亚	3	15
w01036044	新几内亚	4	24
w01036044	经常	2	19
w01036044	标记	2	14
w01036044	性别	2	15
w01036044	暴力	2	17
w01036044	地方	2	10
w01036077	植物	2	20
w01036077	科属	2	21
w01036077	依然	2	20
w01037024	大洲	2	12
w01037024	模型	2	23
w01037024	美洲	2	18
w01037024	视	1	8
w01037024	大陆	2	10
w01037080	克里斯托弗	5	37
w01037080	哥伦布	3	21
w01037080	扬帆	2	12
w01037080	大西洋	3	18
w01037080	来到	2	15
w01037080	西	1	6
w01037080	印度	2	14
w01037080	掀起	2	21
w01037080	欧洲人	3	19
w01037080	探索	2	21
w01037080	热潮期	3	37
w01038009	地点	2	15
w01038009	偏远	2	18
w01038009	交通	2	16
w01038009	不便	2	13
w01038009	不是	2	13
w01038009	欢迎	2	13
w01038016	私营	2	18
w01038016	企业	2	11
w01038016	余下	2	10
w01038016	总共	2	15
w01038016	该州	2	14
w01038016	百分之一	4	14
w01038022	阿拉斯加	4	32
w01038022	仅	1	4
w01038022	白天	2	9
w01038022	平均	2	12
w01038022	温度	2	21
w01038022	冰点	2	15
w01038044	之前	2	12
w01038044	本地	2	11
w01038044	数千	2	16
w01039032	偷	1	11
w01039032	艘	1	15
w01039032	该	1	8
w01039032	澳洲	2	24
w01039032	原住民	3	22
w01039032	留下	2	13
w01039032	独木舟	3	19
w01039058	随	1	11
w01039058	布里斯班	4	34
w01039058	发展	2	15
w01039058	状况	2	13
w01039058	恶化	2	14
w01039058	糟糕	2	33
w01039058	宛如	2	14
w01039058	露天	2	25
w01039058	水道	2	18
w01039058	污水池	3	16
w01039065	时任	2	13
w01039065	大市长	3	12
w01039065	保护年	3	22
w01040100	沙尘暴	3	28
w01040100	植被	2	22
w01040101	边缘	2	17
w01040101	里	1	7
w01040101	那里	2	13
w01040101	更	1	7
w01040101	尘埃	2	16
w01040101	吹走	2	14
w01040102	风	1	4
w01040102	稳定	2	22
w01040102	吹拂	2	15
w01040102	裸露	2	34
w01040102	细微	2	21
w01040102	颗粒	2	25
w01040102	颤动	2	25
w01040103	风速	2	14
w01040103	变快	2	15
w01040103	某些	2	17
w01040103	带入	2	11
w01040103	气流	2	14
w01040104	降落	2	20
w01040104	地面	2	15
w01040104	击中	2	9
w01040104	其他	2	13
w01040104	弹入	2	13
w01040104	空中	2	12
w01040104	连锁	2	19
w01041046	泰国	2	18
w01041046	激增	2	31
w01041046	肥胖	2	17
w01042055	雷暴	2	28
w01042055	少见	2	8
w01042055	每年	2	13
w01042055	报告	2	14
w01042055	天数	2	17
w01042055	天	1	4
w01043027	开罗	2	12
w01043027	人口	2	5
w01043027	达	1	6
w01043027	五十万	3	9
w01043027	使	1	8
w01043027	西边	2	11
w01043027	最大	2	15
w01043065	同时	2	13
w01043065	尼罗	2	13
w01043065	河	1	8
w01043065	额外	2	20
w01043065	促进	2	16
w01043065	杰济拉岛	4	32
w01043065	海滨	2	23
w01044010	内华达州	4	22
w01044010	产业	2	11
w01044010	输出	2	18
w01044010	旅游业	3	27
w01044010	矿业	2	13
w01044010	机械	2	17
w01044010	加工业	3	13
w01044010	印刷	2	13
w01044010	出版	2	13
w01044010	加工	2	8
w01044010	电子	2	8
w01044010	设备	2	14
w01045002	加勒比海	4	30
w01045002	名字	2	12
w01045002	加勒比人	4	22
w01045002	土著	2	14
w01045002	群体	2	20
w01045003	发现	2	13
w01045003	之后	2	9
w01045003	西班牙词	4	27
w01045003	命名	2	14
w01045003	片	1	4
w01045003	各种	2	15
w01045003	共通	2	16
w01045003	代名词	3	18
w01045004	头个	2	8
w01045004	西班牙	3	20
w01045004	争议	2	11
w01045005	到访	2	14
w01045005	南海	2	19
w01045005	即	1	7
w01045005	巴拿马	3	17
w01045005	地峡	2	15
w01045005	南边	2	14
w01045005	北海	2	15
w01045005	指	1	9
w01045005	北边	2	10
w01045006	直到	2	16
w01045006	才	1	3
w01045006	欧	1	8
w01045006	亚	1	6
w01045006	所	1	8
w01045006	知	1	8
w01045006	寻找	2	13
w01045006	海路	2	23
w01045006	前往	2	17
w01045006	亚洲	2	15
w01045006	驶入	2	10
w01045006	加勒比	3	20
w01045006	海域	2	21
w01046011	不幸	2	12
w01046011	快速	2	17
w01046011	增长	2	19
w01046011	扩展	2	16
w01046011	蚕食	2	19
w01046056	开普敦	3	28
w01046056	当地	2	12
w01046056	开普敦市	4	33
w01046056	大都会	3	19
w01047008	篇	1	15
w01047008	短文	2	16
w01047008	水下	2	7
w01047008	生动	2	11
w01047008	讲述	2	14
w01047008	海床	2	17
w01047008	旅程	2	22
w01047071	她	1	6
w01047071	科学	2	17
w01047071	家	1	10
w01047071	私人	2	9
w01047071	机密	2	17
w01047071	信息	2	19
w01047094	布鲁克斯	4	36
w01047094	卡森	2	24
w01047094	几近	2	9
w01047094	编辑	2	25
w01047094	手稿	2	19
w01047094	发给	2	14
w01047094	建议	2	13
w01047094	环节	2	13
w01047094	本	1	5
w01047094	书	1	4
w01047094	推广	2	14
w01047094	奠定	2	20
w01047104	引起	2	14
w01047104	化学	2	12
w01047104	相关	2	15
w01047104	说客	2	18
w01047104	普罗	2	20
w01047104	注意	2	21
w01048027	恭愍王	3	27
w01048027	自由	2	11
w01048027	高丽	2	17
w01048027	改革	2	16
w01048027	元朝	2	16
w01048027	瓦解	2	17
w01048090	二十	2	4
w01048090	六十	2	6
w01048090	以来	2	11
w01048090	南韩	2	21
w01048090	巨大	2	7
w01048090	结构	2	17
w01048090	彻底	2	15
w01049051	低水平	3	16
w01049051	乡村	2	10
w01049051	野餐区	3	31
w01049051	长凳	2	18
w01049051	小径	2	11
w01049066	澳大利亚	4	31
w01049066	皇家	2	19
w01049066	公园	2	11
w01049066	官方	2	12
w01049066	第二	2	13
w01049082	开阔	2	16
w01049082	空间	2	15
w01049082	居民	2	13
w01049082	福利	2	20
w01050067	清朝	2	23
w01050067	灭亡	2	8
w01050067	博格达汗	4	34
w01050067	蒙古	2	18
w01050068	新	1	12
w01050068	中华	2	10
w01050068	民国	2	13
w01050068	领土	2	14
w01050069	总统	2	18
w01050069	袁	1	10
w01050069	世凯	2	13
w01050069	新共和国	4	34
w01050069	继承者	3	26
w01050070	满族	2	24
w01050070	顺从	2	13
w01050070	协议	2	11
w01050070	失效	2	15
w01050071	大约	2	9
w01050071	时期	2	19
w01050071	前外蒙古	4	32
w01050071	大小	2	6
w01051032	匆忙	2	11
w01051032	抓捕	2	17
w01051032	加低斯	3	24
w01051032	拉美西斯	4	35
w01051032	二世	2	7
w01051032	犯	1	5
w01051032	重大	2	12
w01051032	战术	2	14
w01051032	错误	2	22
w01051080	詹姆斯	3	33
w01051080	亨利	2	14
w01051080	布雷斯特德	5	55
w01051080	撰写	2	20
w01051080	份	1	6
w01051080	战役	2	16
w01051080	学术	2	13
w01051080	充分	2	10
w01051080	赞扬	2	22
w01051080	得	1	11
w01051080	重现	2	17
w01052022	后勤	2	19
w01052022	维持	2	20
w01052022	长时间	3	18
w01052022	攻城战	3	25
w01052022	返回	2	13
w01052022	埃及	2	13
w01052038	法老	2	14
w01052038	自己	2	9
w01052038	身处	2	12
w01052038	阿穆鲁	3	35
w01052038	远离	2	17
w01052038	图尼普	3	25
w01052038	图特摩斯	4	45
w01052038	三世	2	8
w01052038	士兵	2	10
w01052038	出现	2	13
w01052046	他	1	5
w01052046	声称	2	17
w01052046	参与	2	11
w01052046	战斗	2	13
w01052046	小时	2	10
w01052046	不慌不忙	4	26
w01052046	穿上	2	12
w01052046	盔甲	2	16
w01053015	希律	2	16
w01053015	安提帕斯	4	38
w01053015	希罗底	3	23
w01053015	准确	2	22
w01053015	结婚	2	20
