sent_id	word_sound	character_token_n	sound_n
658	['hui', 'yi', 'tjəŋ']	3	9
658	['n#']	1	2
658	['jin', 'xjəŋ']	2	7
658	['$eŋ', 'qjəŋ']	2	7
658	['ti', 'wen']	2	5
658	['bian', 'lwən']	2	8
658	['huo']	1	3
658	['zi', 'xun']	2	5
658	['deŋ']	1	3
658	['yin', 'ci']	2	5
658	['wo', 'men']	2	5
658	['bu']	1	2
658	['ke', 'yi']	2	4
658	['z#']	1	2
658	['hui', 'yi', 'tjəŋ']	3	9
658	['n#']	1	2
658	['jin', 'xjəŋ']	2	7
658	['$e', 'xie']	2	5
658	['goŋ', 'zuo']	2	6
659	['bu', 'guo']	2	5
659	['w#']	1	2
659	['raŋ']	1	3
659	['yi', 'xie']	2	5
659	['guan', '$u']	2	6
659	['ci']	1	2
659	['$i']	1	2
659	['de']	1	2
659	['yi', 'ɥæn']	2	5
659	['neŋ']	1	3
659	['huo']	1	3
659	['$eŋ', 'qjəŋ']	2	7
659	['wo']	1	2
659	['jian', 'yi']	2	6
659	['liaŋ', 'jun', 'yan']	3	10
659	['yi', 'ɥæn']	2	5
659	['$#', 'h#']	2	4
659	['d#']	1	2
659	['hui', 'yi', 'tjəŋ']	3	9
659	['w#']	1	2
659	['xiaŋ']	1	4
659	['xin', 'wen']	2	6
659	['$uan', 'm#']	2	6
659	['ji#', 'd#']	2	5
659	['ta']	1	2
659	['de']	1	2
659	['guo', 'ji']	2	5
659	['wen', 'ti']	2	5
660	['er']	1	2
660	['guan', '$u']	2	6
660	['ci']	1	2
660	['$i']	1	2
660	['de']	1	2
660	['yi', 'ɥæn']	2	5
660	['yi']	1	2
660	['ke']	1	2
660	['$u', 'qu']	2	4
660	['ljəŋ', 'tjəŋ']	2	8
660	['ta']	1	2
660	['de']	1	2
660	['$an', '$u']	2	5
660	['yi', 'ji']	2	4
660	['ke', 'yi']	2	4
660	['xiaŋ']	1	4
660	['ta']	1	2
660	['ti', 'wen']	2	5
661	['z#']	1	2
661	['hui', 'yi', 'tjəŋ']	3	9
661	['n#']	1	2
661	['gen', 'ju']	2	5
661	['yi', '$i']	2	4
661	['gui', 'ze']	2	5
661	['wo']	1	2
661	['bu']	1	2
661	['neŋ']	1	3
661	['roŋ', 'xu']	2	5
661	['da', 'jia']	2	5
661	['ti', 'wen']	2	5
661	['huo']	1	3
661	['zuo', '$u']	2	5
661	['ren', 'he']	2	5
661	['t#', 'lwən']	2	6
662	['wo']	1	2
662	['xian', 'z#']	2	6
662	['qjəŋ']	1	4
662	['guan', '$u']	2	6
662	['ci']	1	2
662	['$i']	1	2
662	['de']	1	2
662	['yi', 'ɥæn']	2	5
662	['d#']	1	2
662	['hui', 'yi', 'tjəŋ']	3	9
662	['w#']	1	2
662	['tjəŋ', 'qu']	2	6
662	['liaŋ', 'jun', 'yan']	3	10
662	['yi', 'ɥæn']	2	5
662	['de']	1	2
662	['ji#', 'd#']	2	5
663	['wo']	1	2
663	['yu', 'qi']	2	4
663	['hui', 'yi']	2	5
663	['jiaŋ']	1	4
663	['z#']	1	2
663	['xia', 'wu']	2	5
663	['er']	1	2
663	['$i']	1	2
663	['san', '$i']	2	5
663	['fen']	1	3
663	['$eŋ', '$i']	2	5
663	['hui', 'fu']	2	5
664	['wo']	1	2
664	['de']	1	2
664	['fa', 'yan']	2	5
664	['d#', 'ci']	2	4
664	['jie', '$u']	2	5
665	['xian', 'z#']	2	6
665	['zan', 'tjəŋ']	2	7
665	['hui', 'yi']	2	5
666	['xian', 'z#']	2	6
666	['$i']	1	2
666	['er']	1	2
666	['$i']	1	2
666	['san', '$i', 'wu']	3	7
666	['fen']	1	3
666	['ji#']	1	3
666	['wo']	1	2
666	['ɥæn', 'xian']	2	7
666	['xuan', 'bu']	2	6
666	['er']	1	2
666	['$i']	1	2
666	['san', '$i']	2	5
666	['fen']	1	3
666	['hui', 'fu']	2	5
666	['hui', 'yi']	2	5
666	['de']	1	2
666	['$i', 'jian']	2	6
666	['$i']	1	2
666	['le']	1	2
666	['wu']	1	2
666	['fen', '$oŋ']	2	6
667	['wo']	1	2
667	['bu']	1	2
667	['xiaŋ']	1	4
667	['z#']	1	2
667	['yan', '$i']	2	5
668	['xian', 'z#']	2	6
668	['xuan', 'bu']	2	6
668	['$eŋ', '$i']	2	5
668	['fu', 'hui']	2	5
669	['hui', 'yi']	2	5
669	['xian']	1	4
669	['yi']	1	2
669	['hui', 'fu']	2	5
669	['wo']	1	2
669	['xi', 'waŋ']	2	5
669	['suo', 'y#']	2	5
669	['toŋ', '$i']	2	5
669	['fan', 'hui']	2	6
669	['zi', 'ji']	2	4
669	['de']	1	2
669	['zuo', 'w#']	2	5
670	['raŋ']	1	3
670	['wo', 'men']	2	5
670	['jin', 'tian']	2	7
670	['ke', 'yi']	2	4
670	['y#']	1	2
670	['$i', 'xu']	2	4
670	['di']	1	2
670	['jin', 'xjəŋ']	2	7
670	['xuan', 'ju']	2	6
670	['$u', 'xi']	2	4
670	['de']	1	2
670	['$eŋ', '$i']	2	5
671	['wo']	1	2
671	['xian', 'z#']	2	6
671	['z#']	1	2
671	['qjəŋ']	1	4
671	['suo', 'y#']	2	5
671	['toŋ', '$i']	2	5
671	['fan', 'hui']	2	6
671	['zi', 'ji']	2	4
671	['de']	1	2
671	['zuo', 'w#']	2	5
672	['y#']	1	2
672	['yi', 'ɥæn']	2	5
672	['xiaŋ']	1	4
672	['ti', '$u']	2	4
672	['gui', '$eŋ']	2	6
672	['wen', 'ti']	2	5
673	['dan']	1	3
673	['qjəŋ']	1	4
673	['qi', 'ta']	2	4
673	['toŋ', '$i']	2	5
673	['xian', 'xjəŋ']	2	8
673	['fan', 'hui']	2	6
673	['zuo', 'w#']	2	5
673	['raŋ']	1	3
673	['mi', '$u']	2	4
673	['baŋ']	1	3
673	['wo']	1	2
673	['zuo']	1	3
673	['yi', 'xie']	2	5
673	['wen', '$u']	2	5
673	['goŋ', 'zuo']	2	6
674	['f#', 'ze']	2	4
674	['m#', 'y#']	2	4
674	['mi', '$u']	2	4
674	['baŋ', 'maŋ']	2	6
674	['$u', 'li']	2	4
674	['$aŋ']	1	3
674	['hui']	1	3
674	['bi', 'ji#']	2	5
674	['kwən', 'nan']	2	7
675	['wo']	1	2
675	['xi', 'waŋ']	2	5
675	['qi', 'ta']	2	4
675	['yi', 'ɥæn']	2	5
675	['xian']	1	4
675	['fan', 'hui']	2	6
675	['zuo', 'w#']	2	5
675	['raŋ']	1	3
675	['wo', 'men']	2	5
675	['ke', 'yi']	2	4
675	['jin', 'xjəŋ']	2	7
675	['hui', 'yi']	2	5
676	['ru', 'guo']	2	5
676	['da', 'jia']	2	5
676	['y#']	1	2
676	['ren', 'he']	2	5
676	['gui', '$eŋ']	2	6
676	['wen', 'ti']	2	5
676	['ke', 'yi']	2	4
676	['ti', '$u']	2	4
677	['wo']	1	2
677	['hui']	1	3
677	['g#']	1	2
677	['da', 'jia']	2	5
677	['$i', 'jian']	2	6
678	['$u', 'xi']	2	4
678	['wo']	1	2
678	['xiaŋ']	1	4
678	['wen']	1	3
678	['mi', '$u', '$u']	3	6
678	['y#']	1	2
678	['f#']	1	2
678	['$u', 'li']	2	4
678	['liaŋ', 'jun', 'yan']	3	10
678	['yi', 'ɥæn']	2	5
678	['de']	1	2
678	['guo', 'ji']	2	5
678	['wen', 'ti']	2	5
679	['ta']	1	2
679	['gaŋ', 'c#']	2	5
680	['gaŋ', 'c#']	2	5
680	['wo']	1	2
680	['$uo']	1	3
680	['guo']	1	3
680	['y#', 'guan']	2	6
680	['liaŋ', 'jun', 'yan']	3	10
680	['yi', 'ɥæn']	2	5
680	['de']	1	2
680	['guo', 'ji']	2	5
680	['wen', 'ti']	2	5
680	['bu']	1	2
680	['$i']	1	2
680	['jin', 'tian']	2	7
680	['hui', 'yi']	2	5
680	['de']	1	2
680	['t#', 'lwən']	2	6
680	['fan', '$#']	2	5
681	['h#']	1	2
681	['de']	1	2
682	['qjəŋ']	1	4
682	['xian']	1	4
682	['raŋ']	1	3
682	['wo']	1	2
682	['$uo']	1	3
682	['ke', 'yi']	2	4
682	['ma']	1	2
683	['wo']	1	2
683	['gaŋ', 'c#']	2	5
683	['yi', 'jjəŋ']	2	6
683	['$uo']	1	3
683	['guo']	1	3
683	['w#', 'le']	2	4
683	['raŋ']	1	3
683	['da', 'jia']	2	5
683	['jin', 'yi', 'bu']	3	7
683	['li#', 'jie']	2	6
683	['y#', 'guan']	2	6
683	['liaŋ', 'jun', 'yan']	3	10
683	['yi', 'ɥæn']	2	5
683	['de']	1	2
683	['guo', 'ji']	2	5
683	['wen', 'ti']	2	5
683	['huo']	1	3
683	['y#', 'qiu']	2	5
683	['ta']	1	2
683	['$eŋ', 'qjəŋ']	2	7
683	['wo']	1	2
683	['yi']	1	2
683	['zuo', '$u']	2	5
683	['te', 'bie']	2	5
683	['an', 'p#']	2	4
683	['$i', 'jian']	2	6
683	['raŋ']	1	3
683	['liaŋ']	1	4
683	['yi', 'ɥæn']	2	5
683	['z#']	1	2
683	['hui', 'yi', 'tjəŋ']	3	9
683	['w#']	1	2
683	['xiaŋ']	1	4
683	['$uan', 'm#']	2	6
683	['zuo', '$u']	2	5
683	['ji#', 'd#']	2	5
683	['he']	1	2
683	['$eŋ', 'qjəŋ']	2	7
684	['ru', 'guo']	2	5
684	['ge', 'w#']	2	4
684	['gaŋ', 'c#']	2	5
684	['y#']	1	2
684	['$u', 'xi']	2	4
684	['bian']	1	4
684	['yiŋ', 'g#']	2	5
684	['$i', 'd#']	2	4
684	['qjəŋ', 'kuaŋ']	2	8
684	['ru', 'he']	2	4
685	['bu', 'guo']	2	5
685	['wu', 'lwən']	2	6
685	['daŋ', '$i', 'ren']	3	8
685	['ru', 'he']	2	4
685	['$eŋ', 'qjəŋ']	2	7
685	['ji']	1	2
685	['jie', '$i']	2	5
685	['z#']	1	2
685	['$e', 'ge']	2	4
685	['hui', 'yi']	2	5
685	['$aŋ']	1	3
685	['wo']	1	2
685	['bu']	1	2
685	['neŋ']	1	3
685	['b#', '$eŋ']	2	5
685	['ljəŋ']	1	4
685	['da', 'jia']	2	5
685	['man', 'yi']	2	5
686	['zuo', 'w#']	2	5
686	['hui', 'yi']	2	5
686	['$u', '$i', 'ren']	3	7
686	['wo']	1	2
686	['$i']	1	2
686	['neŋ']	1	3
686	['gen', 'ju']	2	5
686	['hui', 'yi']	2	5
686	['gui', 'ze']	2	5
686	['jin', 'xjəŋ']	2	7
686	['$eŋ', 'xu']	2	5
687	['ru', 'guo']	2	5
687	['yi', 'ɥæn']	2	5
687	['xiaŋ']	1	4
687	['que', 'b#']	2	5
687	['ta']	1	2
687	['de']	1	2
687	['wen', 'ti']	2	5
687	['de', 'd#']	2	4
687	['man', 'yi']	2	5
687	['de']	1	2
687	['da', 'fu']	2	4
687	['ke', 'yi']	2	4
687	['z#']	1	2
687	['qi', 'ta']	2	4
687	['$aŋ', 'he']	2	5
687	['ti', '$u']	2	4
688	['jin', 'tian']	2	7
688	['de']	1	2
688	['hui', 'yi']	2	5
688	['$oŋ']	1	3
688	['ze']	1	2
688	['m#', 'y#']	2	4
688	['ban', 'fa']	2	5
688	['$u', 'li']	2	4
688	['$e', 'ge']	2	4
688	['wen', 'ti']	2	5
689	['wo']	1	2
689	['xian', 'z#']	2	6
689	['xiaŋ']	1	4
689	['wen', 'yi', 'wen']	3	8
689	['gaŋ', 'c#']	2	5
689	['y#']	1	2
689	['n#', 'xie']	2	5
689	['yi', 'ɥæn']	2	5
689	['ceŋ']	1	3
689	['ju', '$#']	2	4
689	['xiaŋ']	1	4
689	['ti', '$u']	2	4
689	['gui', '$eŋ']	2	6
689	['wen', 'ti']	2	5
690	['wo']	1	2
690	['kan']	1	3
690	['bu']	1	2
690	['d#']	1	2
691	['qjəŋ']	1	4
691	['mi', '$u']	2	4
691	['baŋ', 'maŋ']	2	6
691	['ba']	1	2
691	['ceŋ']	1	3
691	['ju', '$#']	2	4
691	['bi#', '$i']	2	5
691	['xiaŋ']	1	4
691	['ti', '$u']	2	4
691	['gui', '$eŋ']	2	6
691	['wen', 'ti']	2	5
691	['de']	1	2
691	['yi', 'ɥæn']	2	5
691	['mjəŋ', 'dan']	2	7
691	['ji#']	1	3
691	['g#']	1	2
691	['wo']	1	2
692	['yin', 'w#']	2	5
692	['wo']	1	2
692	['kan']	1	3
692	['bu']	1	2
692	['d#']	1	2
693	['jin', 'tian']	2	7
693	['wo']	1	2
693	['bu']	1	2
693	['xiaŋ']	1	4
693	['gen']	1	3
693	['da', 'jia']	2	5
693	['$eŋ', 'lwən']	2	7
693	['qi', 'ta']	2	4
693	['wen', 'ti']	2	5
693	['yin', 'w#']	2	5
693	['wo']	1	2
693	['m#', 'y#']	2	4
693	['quan', 'li']	2	6
693	['$e', 'yaŋ']	2	5
693	['zuo']	1	3
694	['wo']	1	2
694	['$i', '$i']	2	4
694	['$i', 'xjəŋ']	2	6
694	['hui', 'yi']	2	5
694	['gui', 'ze']	2	5
695	['qi', '$i']	2	4
695	['wo']	1	2
695	['ye']	1	2
695	['bu']	1	2
695	['$i']	1	2
695	['hen']	1	3
695	['xiaŋ']	1	4
695	['$u', '$i']	2	4
695	['$e']	1	2
695	['hui', 'yi']	2	5
696	['bu', 'guo']	2	5
696	['gen', 'ju']	2	5
696	['yi', '$i']	2	4
696	['gui', 'ze']	2	5
696	['fu', 'bi#']	2	5
696	['yi']	1	2
696	['di', 'liu']	2	5
696	['ji']	1	2
696	['qi']	1	2
696	['duan']	1	4
696	['de']	1	2
696	['gui', 'djəŋ']	2	7
696	['y#']	1	2
696	['dan', 'ren']	2	6
696	['yi', 'ɥæn']	2	5
696	['$i', 'jian']	2	6
696	['zui']	1	3
696	['$aŋ']	1	3
696	['de']	1	2
696	['wo']	1	2
696	['l#']	1	2
696	['$u', '$i']	2	4
696	['hui', 'yi']	2	5
697	['gen', 'ju']	2	5
697	['hui', 'yi']	2	5
697	['gui', 'ze']	2	5
697	['wo']	1	2
697	['xian', 'z#']	2	6
697	['$i']	1	2
697	['neŋ']	1	3
697	['$u', '$i']	2	4
697	['t#', 'pi#']	2	5
697	['de']	1	2
697	['guo', '$eŋ']	2	6
698	['qi', 'ta']	2	4
698	['$i', 'qjəŋ']	2	6
698	['wo']	1	2
698	['wu', 'fa']	2	4
698	['$u', 'li']	2	4
699	['ru', 'guo']	2	5
699	['wo']	1	2
699	['$u', 'li']	2	4
699	['de', 'hua']	2	5
699	['bian']	1	4
699	['w#', 'fan']	2	5
699	['hui', 'yi']	2	5
699	['gui', 'ze']	2	5
700	['$i']	1	2
700	['bu']	1	2
700	['he', 'fa']	2	4
700	['de']	1	2
701	['da', 'jia']	2	5
701	['ru', 'guo']	2	5
701	['y#']	1	2
701	['wo']	1	2
701	['bi#', 'mjəŋ']	2	7
701	['$e']	1	2
701	['ge']	1	2
701	['hui', 'yi']	2	5
701	['jiu', 'jjəŋ']	2	7
701	['$i']	1	2
701	['f#']	1	2
701	['he', 'fa']	2	4
701	['wo']	1	2
701	['$i']	1	2
701	['neŋ', 'g#']	2	5
701	['$uo']	1	3
701	['gen', 'ju']	2	5
701	['hui', 'yi']	2	5
701	['gui', 'ze']	2	5
701	['$e']	1	2
701	['ge']	1	2
701	['hui', 'yi']	2	5
701	['$i']	1	2
701	['he', 'fa']	2	4
701	['de']	1	2
702	['yi', 'ɥæn']	2	5
702	['ru', 'guo']	2	5
702	['xiaŋ']	1	4
702	['ti', '$u']	2	4
702	['gui', '$eŋ']	2	6
702	['wen', 'ti']	2	5
702	['wo']	1	2
702	['z#']	1	2
702	['qjəŋ']	1	4
702	['da', 'jia']	2	5
702	['xian']	1	4
702	['fan', 'hui']	2	6
702	['zi', 'ji']	2	4
702	['de']	1	2
702	['zuo', 'w#']	2	5
703	['wo']	1	2
703	['hui']	1	3
703	['y#', 'qjəŋ']	2	6
703	['da', 'jia']	2	5
703	['fa', 'yan']	2	5
704	['wo', 'men']	2	5
704	['bu']	1	2
704	['li', 'k#']	2	4
704	['y#']	1	2
704	['zen', 'yaŋ']	2	6
704	['ne']	1	2
705	['ru', 'guo']	2	5
705	['yi', 'ɥæn']	2	5
705	['$en', 'de']	2	5
705	['bu']	1	2
705	['fan', 'hui']	2	6
705	['zuo', 'w#']	2	5
705	['ye']	1	2
705	['bu']	1	2
705	['y#', 'jin']	2	5
706	['dan']	1	3
706	['qjəŋ']	1	4
706	['bu', 'y#']	2	4
706	['zuo', '$u']	2	5
706	['s#', 'r#']	2	4
706	['yi', 'bian']	2	6
706	['hui', 'yi']	2	5
706	['ke']	1	2
706	['ji', 'xu']	2	4
706	['jin', 'xjəŋ']	2	7
707	['gen', 'ju']	2	5
707	['mi', '$u']	2	4
707	['g#']	1	2
707	['wo']	1	2
707	['de']	1	2
707	['mjəŋ', 'dan']	2	7
707	['di', 'yi']	2	4
707	['w#']	1	2
707	['ti', '$u']	2	4
707	['gui', '$eŋ']	2	6
707	['wen', 'ti']	2	5
707	['de']	1	2
707	['yi', 'ɥæn']	2	5
707	['$i']	1	2
707	['m#', 'meŋ', 'jjəŋ']	3	9
707	['yi', 'ɥæn']	2	5
708	['gen', 'ju']	2	5
708	['yi', '$i']	2	4
708	['gui', 'ze']	2	5
708	['jin', 'tian']	2	7
708	['de']	1	2
708	['gui', '$eŋ']	2	6
708	['$i']	1	2
708	['neŋ', 'g#']	2	5
708	['$e', 'ji']	2	4
708	['xuan', 'ju']	2	6
708	['guo', '$eŋ']	2	6
709	['ru', 'guo']	2	5
709	['y#']	1	2
709	['qi', 'ta']	2	4
709	['wen', 'ti']	2	5
709	['qjəŋ']	1	4
709	['yi', 'ɥæn']	2	5
709	['z#']	1	2
709	['qi', 'ta']	2	4
709	['$aŋ', 'he']	2	5
709	['ti', '$u']	2	4
710	['xian', 'z#']	2	6
710	['qjəŋ']	1	4
710	['m#', 'meŋ', 'jjəŋ']	3	9
710	['yi', 'ɥæn']	2	5
710	['ti', 'wen']	2	5
711	['gan', 'xie']	2	6
711	['$u', 'xi']	2	4
712	['wo']	1	2
712	['bu']	1	2
712	['$i']	1	2
712	['gu', 'yi']	2	4
712	['y#']	1	2
712	['w#', 'nan']	2	5
712	['ni']	1	2
712	['huo']	1	3
712	['$en', 'me']	2	5
713	['h#']	1	2
713	['y#']	1	2
713	['gan', 'xie']	2	6
713	['ni']	1	2
713	['$i', 'tu']	2	4
713	['an', 'p#']	2	4
713	['wo', 'men']	2	5
713	['d#']	1	2
713	['hui', 'yi', 'tjəŋ']	3	9
713	['w#']	1	2
713	['ljəŋ', 'tjəŋ']	2	8
713	['liaŋ', 'jun', 'yan']	3	10
713	['yi', 'ɥæn']	2	5
713	['de']	1	2
713	['jie', '$i']	2	5
714	['wo', 'men']	2	5
714	['yi']	1	2
714	['tjəŋ']	1	4
714	['ba']	1	2
714	['ta']	1	2
714	['de']	1	2
714	['jie', '$i']	2	5
715	['ta']	1	2
715	['$uo']	1	3
715	['di', 'yi']	2	4
715	['feŋ']	1	3
715	['xin']	1	3
715	['$i']	1	2
715	['guan', 'hu']	2	6
715	['qi']	1	2
715	['guo', 'ji']	2	5
715	['huo']	1	3
715	['w#', 'guo']	2	5
715	['ju', 'liu', 'quan']	3	9
715	['de']	1	2
715	['wen', 'ti']	2	5
716	['xin']	1	3
716	['$oŋ']	1	3
716	['bi#', '$i']	2	5
716	['yi']	1	2
716	['fu', '$aŋ']	2	5
716	['faŋ', 'qi']	2	5
716	['guo', 'ji']	2	5
716	['de']	1	2
716	['$eŋ', 'mjəŋ']	2	7
717	['dan']	1	3
717	['xiaŋ', 'guan']	2	8
717	['de']	1	2
717	['que']	1	3
717	['bjəŋ', 'bu']	2	6
717	['cwən', 'z#']	2	6
718	['ɥæn', 'l#']	2	5
718	['na']	1	2
718	['$i']	1	2
718	['yi']	1	2
718	['feŋ']	1	3
718	['dian', 'y#']	2	6
719	['di', 'er']	2	4
719	['feŋ']	1	3
719	['xin']	1	3
719	['c#']	1	2
719	['$i']	1	2
719	['$eŋ', 'ben']	2	6
720	['dan']	1	3
720	['ta']	1	2
720	['zan', '$i']	2	5
720	['reŋ']	1	3
720	['w#']	1	2
720	['$#']	1	2
720	['d#']	1	2
721	['wo']	1	2
721	['xiaŋ']	1	4
721	['jiu']	1	3
721	['ci']	1	2
721	['ti', '$u']	2	4
721	['gui', '$eŋ']	2	6
721	['wen', 'ti']	2	5
722	['yin', 'w#']	2	5
722	['ji', 'ben', 'fa']	3	7
722	['yi']	1	2
722	['djəŋ', 'mjəŋ']	2	8
722	['li', 'fa', 'hui']	3	7
722	['$u', 'xi']	2	4
722	['bi', 'xu']	2	4
722	['z#']	1	2
722	['w#', 'guo']	2	5
722	['wu']	1	2
722	['ju', 'liu', 'quan']	3	9
723	['er']	1	2
723	['ji', '$i']	2	4
723	['liaŋ']	1	4
723	['feŋ']	1	3
723	['xin']	1	3
723	['d#']	1	2
723	['$i']	1	2
723	['y#']	1	2
723	['$eŋ', 'fu']	2	5
723	['fa', '$u']	2	4
723	['dan']	1	3
723	['que']	1	3
723	['bu']	1	2
723	['yi', 'djəŋ']	2	6
723	['$i']	1	2
723	['fa', 'lv']	2	4
723	['wen', 'jian']	2	7
724	['wo', 'men']	2	5
724	['zui']	1	3
724	['$u', 'y#']	2	4
724	['xiaŋ']	1	4
724	['kan']	1	3
724	['de']	1	2
724	['$i']	1	2
724	['na']	1	2
724	['fen']	1	3
724	['faŋ', 'qi']	2	5
724	['guo', 'ji']	2	5
724	['$eŋ', 'mjəŋ']	2	7
725	['er']	1	2
725	['wo']	1	2
725	['ben', 'ren']	2	6
725	['ye']	1	2
725	['y#']	1	2
725	['yi']	1	2
725	['fen']	1	3
726	['wo', 'men']	2	5
726	['$i']	1	2
726	['f#']	1	2
726	['yiŋ']	1	3
726	['d#']	1	2
726	['ta']	1	2
726	['$#']	1	2
726	['d#']	1	2
726	['y#', 'guan']	2	6
726	['wen', 'jian']	2	7
727	['suo', 'y#']	2	5
727	['$i', 'qjəŋ']	2	6
727	['jie']	1	3
727	['b#']	1	2
727	['$eŋ', '$i']	2	5
727	['que', 'ren']	2	6
727	['h#']	1	2
727	['c#']	1	2
727	['$an', 'k#']	2	5
727	['xuan', 'ju']	2	6
727	['$eŋ', 'xu']	2	5
727	['ne']	1	2
728	['h#']	1	2
728	['de']	1	2
728	['xie', 'xie']	2	6
728	['ni']	1	2
728	['m#', 'meŋ', 'jjəŋ']	3	9
728	['yi', 'ɥæn']	2	5
729	['wo']	1	2
729	['gaŋ', 'c#']	2	5
729	['$uo']	1	3
729	['guo']	1	3
729	['ni']	1	2
729	['de']	1	2
729	['ti', 'wen']	2	5
729	['$i']	1	2
729	['neŋ', 'g#']	2	5
729	['$e', 'ji']	2	4
729	['xuan', 'ju']	2	6
729	['guo', '$eŋ']	2	6
729	['huo']	1	3
729	['yu']	1	2
729	['xuan', 'ju']	2	6
729	['y#', 'guan']	2	6
729	['de']	1	2
729	['$i', 'qjəŋ']	2	6
730	['dan']	1	3
730	['ni']	1	2
730	['que']	1	3
730	['y#', 'qiu']	2	5
730	['$eŋ', 'qjəŋ']	2	7
730	['liaŋ', 'jun', 'yan']	3	10
730	['yi', 'ɥæn']	2	5
730	['de']	1	2
730	['guo', 'ji']	2	5
730	['wen', 'ti']	2	5
731	['wo']	1	2
731	['gaŋ', 'c#']	2	5
731	['yi']	1	2
731	['zuo', '$u']	2	5
731	['te', 'bie']	2	5
731	['an', 'p#']	2	4
731	['raŋ']	1	3
731	['liaŋ', 'jun', 'yan']	3	10
731	['yi', 'ɥæn']	2	5
731	['xiaŋ']	1	4
731	['da', 'jia']	2	5
731	['he']	1	2
731	['$e', 'hui']	2	5
731	['da', '$oŋ']	2	5
731	['zuo', '$u']	2	5
731	['$eŋ', 'qjəŋ']	2	7
731	['ji']	1	2
731	['ji#', 'd#']	2	5
732	['$i', 'yu']	2	4
732	['ta']	1	2
732	['de']	1	2
732	['da', 'fu']	2	4
732	['neŋ']	1	3
732	['f#']	1	2
732	['hui', 'yiŋ']	2	6
732	['ni']	1	2
732	['gaŋ', 'c#']	2	5
732	['de']	1	2
732	['ti', 'wen']	2	5
732	['wo']	1	2
732	['bjəŋ', 'bu']	2	6
732	['neŋ', 'g#']	2	5
732	['ti', '$u']	2	4
732	['ren', 'he']	2	5
732	['yi', 'jian']	2	6
733	['bu', 'guo']	2	5
733	['wo']	1	2
733	['xiaŋ']	1	4
733	['dui']	1	3
733	['da', 'jia']	2	5
733	['$uo']	1	3
733	['jian', 'yu']	2	6
733	['liaŋ', 'jun', 'yan']	3	10
733	['yi', 'ɥæn']	2	5
733	['yi', 'jjəŋ']	2	6
733	['yi', 'er', 'z#', 'z#', 'er', 'san']	6	13
733	['di']	1	2
733	['ti', 'goŋ']	2	5
733	['zi', 'li#']	2	5
733	['bjəŋ']	1	4
733	['z#']	1	2
733	['goŋ', 'k#']	2	5
733	['$aŋ', 'he']	2	5
733	['zuo', '$u']	2	5
733	['$eŋ', 'qjəŋ']	2	7
733	['yi', 'ɥæn']	2	5
733	['da']	1	2
733	['ke']	1	2
733	['zi', 'xjəŋ']	2	6
733	['jue', 'djəŋ']	2	7
733	['$#', 'h#']	2	4
733	['hui']	1	3
733	['f#']	1	2
733	['t#', 'pi#']	2	5
733	['$i', '$i']	2	4
733	['ta']	1	2
734	['ru', 'guo']	2	5
734	['da', 'jia']	2	5
734	['ren', 'w#']	2	5
734	['liaŋ', 'jun', 'yan']	3	10
734	['yi', 'ɥæn']	2	5
734	['de']	1	2
734	['da', 'fu']	2	4
