sent_id	clause_text	word_n	character_n
683	我+刚才+已经+过+说	5	7
683	为了+大家+让	3	5
683	进一步+问题+国籍+梁君彦+议员+有关+的+了解	8	17
683	或+他+要求	3	4
683	澄清	1	2
683	我+已+特别+作出+时间+安排	6	10
683	梁+议员+让	3	4
683	会议厅+在+外+传媒+向+交代+澄清+和+作出	9	15
684	如果+各位+刚才+有+出席	5	9
684	便+应该+知道	3	5
684	情况+如何	2	4
685	无论+当事人+如何+澄清	4	9
685	及+解释	2	3
685	不过+会议+在+这个+上+我+不+能+保证	9	13
685	大家+令	2	3
685	满意	1	2
686	主持人+作为+会议+我+只+能+规则+根据+会议+程序+进行	11	20
687	想+如果+议员+确保	4	7
687	问题+他+的+答复+满意+的+得到	7	11
687	可以+场合+在+其他+提出	5	9
688	会议+今天+的+中+则+办法+没有	7	11
688	问题+这个+处理	3	6
689	想+我+现在+问一问	4	7
689	议员+哪些+有	3	5
689	刚才+曾+举手	3	5
689	想+问题+规程+提出	4	7
690	我+到+不+看	4	4
691	秘书+请	2	3
691	帮忙	1	2
691	曾+的+举手	3	4
691	表示	1	2
691	想+问题+规程+提出	4	7
691	名单+把+议员+我+给+交	6	8
692	因为+我+到+不+看	5	6
693	今天+我+想+不+大家+跟+问题+其他+争论	9	14
693	因为+我+权力+没有	4	7
693	这样+做	2	3
694	我+只是+规则+会议+执行	5	9
695	其实+我+也+不+是	5	6
695	想+很+会议+这+主持	5	7
696	议事	1	2
696	议员+担任	2	4
696	时间+最+的+长	4	5
696	不过+规定+根据+规则+附表+一+段+第六+七+及+的+我+由+来	14	20
696	会议+主持	2	4
697	规则+根据+会议+我+现在+只+能+过程+投票+的+主持	11	18
698	事情+其他+我+无法+处理	5	9
699	如果+我+的话+处理	4	7
699	便+规则+会议+违反	4	7
700	是	1	1
700	不+的+合法	3	4
701	大家+如果+我+要	4	6
701	表明	1	2
701	会议+这+个+究竟+是	5	7
701	否	1	1
701	合法	1	2
701	能够+我+只+说	4	5
701	规则+根据+会议+会议+这+个+是+的+合法	9	14
702	议员+如果+想+问题+规程+提出	6	11
702	我+再+大家+请	4	5
702	先+座位+自己+的+返回	5	8
703	我+会+大家+邀请	4	6
703	发言	1	2
704	我们+不+离开	3	5
704	又+呢+怎样	3	4
705	如果+议员+真的+不+座位+返回	6	11
705	也+不+要紧	3	4
706	请	1	1
706	不要+骚扰+作出	3	6
706	但+以便+会议+可+继续	5	8
706	进行	1	2
707	秘书+我+的+给	4	5
707	问题+规程+的+提出	4	7
707	名单+根据+议员+第一+位+是+议员+毛孟静	8	15
708	议事	1	2
708	规则+根据+规程+今天+的+只+能够+过程+涉及	9	16
708	选举	1	2
709	如果+问题+其他+有	4	7
709	议员+请	2	3
709	场合+在+其他+提出	4	7
710	现在+毛孟静+议员+请	4	8
710	提问	1	2
711	主席+感谢	2	4
712	我+不+是	3	3
712	故意+要+你+为难	4	6
712	或+什么	2	3
713	还+要+感谢	3	4
713	你+试图+我们+安排	4	7
713	会议厅+到+外+解释+梁君彦+议员+的+聆听	8	15
714	我们+已+罢+解释+他+的+听	7	9
715	他+说	2	2
715	信+第一+封+是	4	5
715	问题+国籍+其+居留权+或+外国+的+关乎	8	14
716	信+中+表示	3	4
716	已+声明+enclosed	3	11
716	附上	1	2
716	国籍+的+放弃	3	5
717	但+copy+相关+的+却+并不+存在	7	13
718	原来+那+是+一+封+电邮	6	8
719	信+第二+封+才+是+正本	6	8
720	但+他+暂时+仍+未+到+收	7	8
721	我+想+此+就+问题+规程+提出	7	10
722	因为+基本法+已+订明	4	8
722	主席+立法会+必须+外国+在+居留权+无	7	14
723	而+即使+信+两+封+都+是	7	8
723	政府+由+发出	3	5
723	但+却+不+一定+是+法律+文件	7	10
724	我们+主要+最+想+的+看	6	8
724	放弃	1	2
724	是+那+份+国籍+声明	5	7
724	Declaration_of_Renunciation_of_British_Citizenship	1	50
725	而+我+本人+也+份+一+有	7	8
726	我们+是	2	3
726	否	1	1
726	应+待	2	2
726	他+到+文件+有关+收	5	7
727	事情+所有+皆+被+正式+后+确认	7	11
727	才+程序+呢+展开	4	6
727	选举	1	2
728	的+你+好	3	3
728	毛孟静+议员+谢谢	3	7
729	我+刚才+过+说	4	5
729	只+能够+提问+你+的+过程+事情+或+涉及	9	14
729	选举	1	2
729	选举+与+的+有关	4	6
730	但+你+却+要求	4	5
730	问题+梁君彦+议员+的+国籍+澄清	6	12
731	我+刚才+已+安排+特别+作出	6	10
731	梁君彦+议员+让	3	6
731	大家+向+大众+和+社会+澄清+交代+及+作出	9	15
732	至于+答复+他+的+能+否+提问+你+刚才+的+回应	11	16
732	我+并不+能够+意见+任何+提出	6	11
733	不过+我+想+大家+对+说	6	8
733	鉴于+梁君彦+议员+已经+一而再再而三+地+资料+提供	8	20
733	并+场合+在+公开+澄清+作出	6	10
733	议员+可+自行+大+决定	5	8
733	稍后+会+否+投票	4	6
733	他+支持	2	3
734	如果+大家+认为	3	6
734	答复+梁君彦+议员+的+未+能+提问+大家+的+回应	10	17
734	大家+可以+决定	3	6
734	寻求	1	2
735	那么+梁天琦+也+应该+不+被+disqualified	7	22
735	吗+对	2	2
736	我+也+不+知道	4	5
736	梁君彦+议员+究竟+是	4	8
736	否	1	1
736	真的+权利+合法+有	4	7
736	参选	1	2
736	但+梁耀忠+议员+却+我们+吗+要求	7	12
736	自行+考虑	2	4
736	是	1	1
736	否	1	1
736	他+给+投票	3	4
737	你+否+是	3	3
737	也+可+要求	3	4
737	选民+自行+决定	3	6
737	是	1	1
737	否	1	1
737	梁天琦+给+投票	3	6
738	议事	1	2
738	附表+规则+一+所+的+订	6	8
738	由于+选举+主席+立法会+的+须+程序+按照+进行	9	17
739	而+条文+有关+的+的+是	6	8
739	议员+容许	2	4
739	主席+的+选举	3	5
739	会议+在+上+事宜+就+候选人+的+讨论+进行	9	15
740	事实上+讨论+有关+的+亦+已+论坛+上+在	9	14
740	昨天+特别+的+安排	4	7
741	主席+我+不+是	4	5
741	讨论+要求	2	4
742	我+的+要求	3	4
742	是+法律+上+的+澄清	5	7
743	他+一定+要+文件+声明+一+份+的+正式+提供	10	15
743	国籍+英国+放弃	3	6
744	而+好+最+当然+是+正本	6	8
745	如果+暂时+正本+没有	4	8
745	但+我们+向+copy+一+份+提供	7	12
745	也+可以	2	3
746	不过+现时+已经+得+说	5	8
746	很+清楚	2	3
747	便+是	2	2
747	理解+按照+我+的+他+仍未+文件+相关+收到	9	15
748	呢+试问	2	3
748	我们+怎+可以+这里+在+程序+进行	7	12
748	的+选举	2	3
749	据+我+了解	3	4
749	基本法+订明	2	5
749	能够+主席+立法会+不+居留权+国家+任何+其他+的+拥有	10	20
750	方面+这+已+清楚+订明	5	8
750	但+并+没有+候选人+提及	5	9
751	我+今天+不+是	4	5
751	要+大家+与+问题+这个+辩论	6	10
751	如果+大家+想+的话+澄清	5	9
751	但+便+应该+途径+其他+透过	6	10
752	背景+法律+的+具有	4	7
752	因为+我+既+非+议员	5	7
753	而+身份+我+主席+这+个+的+也+能够+不+回答+任何+作	13	18
754	我+只+能够	3	4
755	不好意思+我+不+是	4	7
755	特别+要+你+为难	4	6
755	觉得	1	2
755	亦+插言+这样+不+礼貌	5	8
756	不+要紧	2	3
757	但+说法+按照+你+刚才+的+主席+作为+立法会+便+不+能够+居留权+外国+拥有	15	27
758	如果+要+选举+的话+进行	5	9
758	但是+人+有	3	4
758	将+小时+于+稍后+半+分钟+或+十+后+便会+主席+当选	12	18
759	但+他+却+未+能+今天+在+内+我们+向+声明+正式+提供	13	18
759	刚才+所+的+说	4	5
759	国籍+放弃	2	4
760	你+得+说	3	3
760	对	1	1
761	多谢	1	2
762	就+是	2	2
762	一旦+他+当选	3	5
762	发觉	1	2
762	条件+不+规定+符合	4	7
762	他+便+不+应该+主席+成为	6	9
763	这+是+的+正确	4	5
764	不过+问题+是	3	5
764	我+不+能够+他+建议	5	7
764	接着+该+怎样+做	4	6
764	因为+我+身份+这+个+没有	6	9
765	我+只+能够+主持	4	6
766	主席+那么+你+这里+在+做+什么+坐	8	12
767	你+得+说	3	3
767	对	1	1
768	我+也+想+澄清	4	5
768	这里+在+坐	3	4
768	我+什么+做	3	4
769	议事	1	2
769	规则+根据+我+只是+事+两+件+做	8	11
770	第一+投票+选举+主席+的+主持	6	11
771	第二+宣布	2	4
771	候选人+哪+位+当选	4	7
772	我+只是+事+这+两+件+做	7	8
773	而+不+应该+事+其他+做	6	8
774	最后+规程+一+个+问题	5	8
775	为了+抗争	2	4
775	为+表示	2	3
775	我+不+程序+现时+的+同意	6	9
775	我+现在+也+出来+走	5	7
775	后面+在+你+站	4	5
775	会+不+离开	3	4
776	即使+你+我+呼吁	4	6
776	离开	1	2
776	我+亦+不+会+离开	5	6
777	大家+呢+是	3	4
777	否	1	1
777	要+一直+这样+下去+继续	5	9
778	如果+你+不+程序+大家+的+投票+影响	8	13
778	我+的+是	3	3
778	会+不+你+阻止	4	5
779	在+前+投票	3	4
779	不过+你+首先+需要+议员+三+位+投票权+我+梁颂恒+姚松炎+和+的+确定	14	25
780	权+无	2	2
780	其实+我+也+确定	4	6
780	你们+是	2	3
780	否	1	1
780	权+有	2	2
780	投票	1	2
781	我+只+能够+名单+接受	5	8
781	秘书+我+的+给	4	5
781	候选人+议员+和+包括	4	8
781	资格+有	2	3
781	的+投票	2	3
782	其实+你+应该+秘书处+向+提出	6	11
782	而+不+是	3	3
782	我+向+提出	3	4
782	权+无	2	2
782	因为+我+秘书处+代表	4	8
782	说话	1	2
783	如果+你+要+提出	4	6
783	可以+秘书处+向+提出	4	8
784	想+问题+规程+的+提出	5	8
784	议员+位+第二+是+议员+许智峯	6	11
785	主席+我+想	3	4
785	你+清醒+地+想想	4	6
785	我们+今天+是	3	5
785	否	1	1
786	我+清醒	2	3
786	与+否	2	2
786	不+的+是	3	3
786	你+由+判断	3	4
787	我们+是	2	3
787	否	1	1
787	应该+继续	2	4
787	会议+进行	2	4
787	并+主席+选举	3	5
788	毛孟静+议员+议员+和+多+位+派+建制+非+刚才+过+说	12	18
788	我们+不+信纳	3	5
788	梁君彦+议员+已经+完全+英籍+放弃	6	13
788	或+居留权+英国+的+放弃	5	9
789	我们+要	2	3
789	主席+选举	2	4
789	情况+在+这+种+下+并+不+公道	8	10
790	这+是+第一+点	4	5
791	站	1	1
791	在+时+宣誓	3	4
791	第二+议员+身后+在+你+的+数+位+刚才+障碍+一些+遇到	12	19
792	的+负责	2	3
792	监誓	1	2
792	由于+秘书长+没有+宣誓+他们+的+处理	7	14
793	并+表示	2	3
793	稍后+的+举行	3	5
793	他们+选举+在+主席+中+可以+不+投票	8	13
794	但是+议员+多+位+认为	5	8
794	他们+所+的+采用	4	6
794	方式+宣誓+议员+立法会+历+届+也+曾+方式+类似+采用	11	19
794	却+问题+没有	3	5
795	这+证明	2	3
795	宣誓	1	2
795	过程+问题+出现	3	6
796	议员+数+位+令	4	5
796	稍后+无法+投票+进行	4	8
796	公平	1	2
796	及+公义+程序+的+符合	5	8
796	选举+这+个+便+会+不+是+选举	8	10
797	我+想+你+请	4	4
797	决定	1	2
797	问题+多+那么+公义+程序+面对	6	11
797	应+否+继续	3	4
797	会议+进行	2	4
797	出+主席+一+位+立法会+选	6	9
797	代表性+任何+的+没有	4	8
798	主席+你+主席+担任	4	7
798	代理	1	2
798	亦+不+容易	3	4
799	我+你+支持	3	4
799	规则+议事+执行	3	6
799	包括	1	2
799	秩序+议会+的+维持	4	7
799	但是+确保	2	4
799	我们+主席+的+选举	4	7
799	程序+能够+顺利+完成	4	8
800	因为+这+是+宪制+工作	5	8
800	市民+全+港+正在+着+我们+的+看	8	11
800	做	1	1
800	亦+是+事情	3	4
801	此外+我+想+你+请	5	6
801	也+一下+规则+了解	4	7
801	议事	1	2
802	议员+有	2	3
802	理由+合理+没有	3	6
802	而+身后+在+你+旁边+及+着+站	8	10
803	我+恐怕	2	3
803	议员+这些+已+涉嫌	4	7
803	规则+违反	2	4
803	议事	1	2
804	希望	1	2
804	你+考虑	2	3
804	议员+这些+请	3	5
804	座位+返回	2	4
805	劝谕+多次+经过	3	6
805	如果+他们+仍+不+座位+返回	6	10
805	我+认为	2	3
805	你+应+规则+执行	4	6
805	议事	1	2
805	以+秩序+议会+的+维持	5	8
806	这+是+第一+点	4	5
807	点+第二+是+关于+议员+的+投票权	7	12
808	我+判断+你+的+同意	5	7
808	便+是	2	2
808	秘书长+已+法例+按照+依法+我们+为+监誓	8	15
809	我+亦+认为	3	4
809	议员+数+位+有	4	5
809	没有	1	2
809	内容+依照+誓词+的+宣誓+完成	6	11
810	主席+的+选举	3	5
810	因此+过程+在+中+不+能+表决+参与	8	12
811	我+相信	2	3
811	情况+这+议员+所有+都+明白	6	10
812	由于+未+能+宣誓+完成	5	8
812	因此+不+能+选举+参与	5	8
813	他+怀疑	2	3
813	未+能+完成	3	4
813	宣誓	1	2
813	而+秘书长+亦+议员+对+所有+机会+一+次+多+给予	11	17
813	的+宣誓	2	3
814	我+认为	2	3
814	做法+这+已经+到+考虑+人情+上+的+兼顾	9	14
815	至于+大家+问题+梁君彦+议员+的+国籍+质疑	8	16
815	点+第三+我+早+已+很+事+此+关心	9	11
815	并+次+多+梁+议员+请	6	7
815	澄清	1	2
815	他+要求	2	3
815	确认	1	2
816	而+他+已+多次+确定+地+表示	7	10
816	事情+已经+好+处理	4	7
817	及后+亦+已+信+两+封+提供	7	9
817	领事馆+英国+的+发出	4	8
817	大家+供+参阅	3	5
818	当然+议员+可以+梁+议员+要求	6	11
818	证书+一+份+提供	4	6
819	我+的+是	3	3
819	点+这+理解	3	4
820	我+过+信+那+两+封+后+看	8	8
820	但+最低限度+认为	3	7
820	此刻+到+证据+其他+新+没有	6	10
820	指	1	1
820	问题+梁+议员+的+英籍+并+未+处理	8	12
821	已+了+定	3	3
821	天+今+主席+选举	4	6
821	既然+我+认为	3	5
821	所+的+订定	3	4
821	我们+应+安排+时间+按照+顺利+主席+完成	8	15
821	选举	1	2
822	选举+正如+其他+一样	4	8
822	人+有	2	2
822	可能+会+质疑	3	5
822	声明+候选人+不同+的+某些+有误	6	12
823	大家+日后+可以+方式+透过+不同+跟进	7	14
823	覆核+司法+程序+或+其他+法律+包括	7	13
824	议员+作为+我们+都+很+理解	6	10
825	我+希望	2	3
825	梁耀忠+议员+可以+公平+公正+地+会议+主持	8	16
825	确保	1	2
825	我们+能够+顺利+出+主席+选	6	10
826	主席+我+到+留意	4	6
826	同事+有些+资格+就+人+候选人+两+位+的+其中+一+的+出+了+意见+质疑+或+提	18	26
827	但+我+相信	3	4
827	虽然+议员+立场+不同+政治+的+事+对+此+态度+不同+的+抱持	13	21
827	会议厅+在+这+个+内+但+亦+不+能+因此+而+议程+今+天+既定+的+阻碍	17	23
828	我们+宣誓+由+完成	4	7
828	至今+我+相信	3	5
828	已+了+小时+两+浪费	5	7
829	而+工作+阁下+的+亦+只是+选举+天+今+这+项+主席+主持	13	19
829	所以+我+希望	3	5
829	你+不要+再+时间+浪费	5	8
829	直接+程序+选举+主席+立法会+的+进入	7	14
830	谢谢	1	2
831	主席+毛孟静+议员+刚才+观点+到+一+个+提	9	15
831	就+做法+按照+严谨+最+谨慎+最+合理+的+是	10	15
832	在+我们+到+文件+正式+前+看	7	10
832	实+难以+副本+单凭+电邮+一+封+或+文件+相关+的+确认+予以	13	21
832	即使+我们+他+相信	4	7
833	我+认为	2	3
833	次+今+主席+选举	4	6
833	后果+十分+重大	3	6
833	足以	1	2
833	危机+宪制+带来	3	6
834	我们+是	2	3
834	否	1	1
834	必须+草率+如此+仓促+地+处理	6	11
835	刚才+也+同事+有	4	6
835	到+提	2	2
835	国籍法+英国+所+订	4	7
835	有关+国籍+居留权+和+的+取消	6	11
835	点+另+一+问题+就+上+我+认为	8	10
835	当中+仍+争议+有	4	6
836	而+我们+似乎+未+有+充分+意见+法律+谘询	9	15
837	条+基本法+第七十一+所+的+指	6	11
837	情况+在+此+下+问题+就+居留权+外国+我+认为	10	16
837	在+未+之前+澄清	4	6
837	是	1	1
837	否	1	1
837	必须+在+刻+这+一+主席+立法会+选举	8	13
838	刚才+问题+规程+提到	4	8
839	你+说	2	2
839	责任+你+的+是	4	5
839	会议+主持	2	4
839	出+结果+后+得	4	5
839	以及+在+出+宣布+作	5	7
840	其实+事情+一+件+有	5	7
840	是	1	1
840	否	1	1
840	也+范围+你+的+权力+属于	6	9
840	就+是	2	2
840	会议+整个+中止	3	6
841	观点+这些+法律+风险+或+面对	6	11
841	你+认为	2	3
841	今天+是	2	3
841	否	1	1
841	不+适宜	2	3
841	就+主席+立法会+选举	4	8
841	出+决定+作	3	4
842	主席+多谢	2	4
843	第一+次	2	3
843	我+是+会议+立法会+参与	5	9
844	正如+李慧琼+议员+所+言	5	9
844	人+香港+很多+正在+观看	5	9
844	和+会议+这+次+关注	5	7
845	正+因+如此	3	4
845	我们+自己+对+应+要求+高+更+的+有	9	12
846	我+到+留意	3	4
846	刚才+问题+最大+的+是+什么	6	10
847	我+仍+是+一+名+大学生	6	8
848	但+程度+选举+这+次+的+严谨+选举+比+学生会+大学+更+不如	13	21
849	在+尚+未+国籍+候选人+的+确定	7	11
849	可能+怎+便+程式+整个+开展	6	10
850	他+现在+只+是	4	5
850	口头+表示	2	4
851	虽然+人+有	3	4
851	指	1	1
851	信件+那些+可+事+其+证实	6	9
851	但+都+不过+是+口头上+的+确认	7	11
852	倘若+秘书处+主席+和+选举+对+整个+负责	8	15
852	或+觉得	2	3
852	立法会+整个+要+取信于民	4	10
852	信任+市民+重新+的+取得	5	9
852	将+每+个+得+便+更+要+程式+做	9	10
852	更+严谨	2	3
852	非	1	1
852	而+章+按+工作	4	5
852	秘书处+说	2	4
852	不+需要+查	3	4
852	即+便+不+查	4	4
853	要求	1	2
853	文件+一+份+书面+具有+和+效力+法律+的+提供	10	16
853	本应+很+简单	3	5
854	即使+我+选举+学生会+参加	5	10
854	亦+需+学生证+提供	4	7
854	学生+我+是+大学+的+证明	6	9
855	如果+连+程序+简单+如此+的+也+能+不+完成	10	15
855	主席+立法会+整个+不+可能+取信于人	6	14
856	这+是+第一+个+问题	5	7
857	问题+第二+个+我们+现在+尚+未+清楚+弄	9	14
857	议员+多少+能够+投票	4	8
858	议事	1	2
858	精神+规则+基本+最+的+是	6	9
858	确保	1	2
858	机会+充足+有	3	5
858	议员+每+位+程序+完成	5	8
858	宣誓	1	2
859	完全+理据+法律+的+没有	5	9
859	而+秘书长+能+不+质疑+基于+无理+判断+凭+其+个人+议员+向+其他+表示	15	25
859	他+能力+没有	3	5
859	主持	1	2
859	监誓	1	2
860	我+认为	2	3
860	这+是	2	2
860	完全+了+规则+精神+违反	5	9
860	议事	1	2
860	应+的+有	3	3
861	议员+所有+让	3	5
861	能够+成功+程式+完成	4	8
861	宣誓	1	2
861	即+然后+才+选举+主席+立法会+进行	7	13
862	所以+决定+秘书长+陈维安+的+刚才+或+判断+完全+是+arbitrary_use_of_power	11	41
862	完全+的+基础+任何+没有	5	9
862	是+判断	2	3
863	如果+大家+片段+翻看	4	8
863	刚才+录影	2	4
863	其实+议员+三+位+已+完整+完+誓词+读	9	13
864	议事	1	2
864	而+规则+只+规定	4	6
864	要	1	1
864	议员+完整+出+誓词+读	5	8
865	所以+秘书长+能+不+语气+以+条件+或+其他+为+标准	11	18
865	他+判断	2	3
865	无权	1	2
865	监誓	1	2
866	我+希望	2	3
866	主席+明白	2	4
866	面前+大家+问题+两+大+有	6	9
867	如果+我们+不+先+问题+这些+处理	7	12
867	然后+才+选举+主席+进行	5	9
867	立法会+便+难以+取信于人	4	10
868	我+相信	2	3
868	议员+众多+的+直选+包括	5	9
868	基础+广大+民意+有	4	7
868	支持	1	2
868	议员+很多+都+不+能+结果+这+次+信纳	9	13
868	选举	1	2
869	主席+今天+我们+人+向+香港+程序+一+个+展示	10	16
869	得+的+粗疏	3	4
869	能+不+再+粗疏	4	5
870	议员+梁君彦+连+正本+都+出来+不+拿	8	13
870	国籍+自己+的+证明	4	7
871	只+文件+提供	3	5
871	副本+一+份+不+副本+的+像	7	9
872	最+的+糟糕	3	4
872	是	1	1
872	他+连+居留权+都+未+能+厘清	7	10
873	如果+我们+天+今+情况+在+一+种+粗疏+如此+的+下+程序+进入	14	21
873	立法会+的+选举	3	6
873	主席+就+是	3	4
873	梁君彦+议员+让	3	6
873	了+海+过	3	3
873	便+是+神仙	3	4
874	他+当然+乐意	3	5
875	我+觉得	2	3
875	大家+刚才+的+问	4	6
875	问题+都+很+具体	4	6
876	以至+议员+哪些+资格+合	5	9
876	投票	1	2
876	资格+候选人+的+我们+都+未+能+厘清	8	13
877	情况+在+混乱+如此+粗疏+的+下+程序+进入	9	15
877	选举	1	2
877	主席+我+怕	3	4
877	你+的+背负	3	4
877	压力+会+很+大	4	5
878	因此+我+希望	3	5
878	主席+你+能够+耐心+意见+议员+的+聆听	8	14
878	然后+裁决+作出	3	6
879	如此+不+能+的+服众	5	7
879	如果+情况+在+一+种+下+选举+立法会+主席+进行	10	17
879	人+香港+是	3	4
879	会+到+的+看	4	4
880	主席+谢谢	2	4
881	对于+你+刚才+所+说	5	7
881	主席+只有+立法会+才+限制+居留权+有	7	14
881	候选人+没有	2	5
881	主席+我+完全+能+不+接受	6	9
882	如果+我们+这+刻+一+投票+进行	7	11
882	当选者+刻+下+一+便+主席+立法会+成为	8	14
883	因此+我们+绝对+义务+有	5	9
883	厘清	1	2
883	他+已+手续+所有+完成	5	8
883	居留权+英国+的+放弃	4	8
883	并且+出+正本+交	4	6
883	以+视听+正	3	4
884	秘书处+立法会+亦+责任+有	5	10
884	维护	1	2
884	程序+这个+正确+完整+和+地+进行	7	12
885	如果+议员+梁君彦+仍然+无法+出+正本+信件+交	9	17
885	印章+正规+的+盖	4	6
885	有	1	1
885	所以+他+应该+不+资格+符合	6	10
885	参选	1	2
886	除了+投票箱+两+个+设置	5	9
886	分别+供+废票+投	4	6
886	和+涂谨申+给+议员+投	5	8
886	我们+是	2	3
886	否	1	1
886	还+梁君彦+要+议员+为+投票箱+设置	7	13
887	这+相当+影响	3	5
887	会议+任期+未来+立法会+内+如何+进行	7	14
887	利益+跟+港+全+公众+也+关系+莫大+有	9	13
888	我+认为	2	3
888	刻+这+一+一定+要+事+这+件+处理	9	11
889	如果+梁君彦+议员+无法+出+正本+文件+交	8	15
889	他+应该+不+资格+符合	5	8
889	参选	1	2
890	我+刚才+只+是	4	5
890	依书直说	1	4
890	大家+向+内容+基本法+的+引述	6	11
890	并+没有+意见+个人+加入	5	9
891	由于+主席+不+应+意见+个人+加入	7	12
891	况且+当中+问题+宪制+法律+和+的+涉及	8	14
891	我+不+宜	3	3
891	意见+任何+给予	3	6
892	即使+我+出+意见+提	5	7
892	也+未必+是+最+正确	5	7
892	无误	1	2
893	只+大家+供+而已+参考	5	8
894	任何+一+项+选举	4	6
894	我+以往+过+的+参加	5	7
894	不论+是+学生会+选举	4	8
894	以至+天+今+主席+立法会+的+选举	7	12
895	如果+这+是+正式+会议	5	8
895	主席+梁颂恒+议员+资格+没有	5	11
895	会议+这个+参加	3	6
896	主席+那么+我+问题+我+第一+个+修正	8	13
897	我+想+问	3	3
897	我+现在+究竟+权+有	5	7
897	没+有	2	2
897	会议+这个+参加	3	6
898	未+的+宣誓	3	4
898	主席+规则+根据+议事+法例+和+相关+议员+任何+能+不+会议+正式+发言+和+参加	16	28
899	主席+那么+我+问题+下+一+个+了+来	9	12
900	议事	1	2
900	条+规则+第十二+会议+任期+每+届+的+首+次+明+订	12	17
901	一	1	1
901	本+议事	2	3
901	式+宗教+式+或+非宗教+宣誓	6	10
901	会议+在+立法会+任期+每+届+首+次+上+议员+须+规定+按照+条+规则+第一+的+宣誓+式+宗教+式+或+非宗教+作	24	37
902	二	1	1
902	会议+的+出席	3	5
902	我+包括	2	3
902	在+议员+所有+宣誓+式+宗教+式+非宗教+或+后+作	11	17
902	议事	1	2
902	主席+立法会+的+选举	4	8
902	条+按照+规则+本+第四+的+规定	7	11
902	须+程序+选举+主席+立法会+的+进行	7	13
903	主席+这里+问题+次序+先后+的+涉及	7	13
904	我们+尚+未+程序+款+第一+的+完成	8	12
904	会议+这+次+的+出席	5	7
904	即+议员+所有+宣誓+进行	5	9
905	试问+怎+能+程序+款+第二+进入	7	11
905	主席+立法会+的+选举	4	8
906	这+是+严重+很+的+规程+问题	7	10
907	既然+我+已+议员+其他+容许	6	10
907	就座	1	2
907	便+不+会+决定+作出	5	7
907	不+议员+的+容许	4	6
907	发言	1	2
908	我+会+他+让	4	4
908	发言	1	2
909	如果+你+确认	3	5
909	这+是+一+个+正式+会议	6	8
909	你+这样+做	3	4
909	主席+严重+了+规定+第一+条+规则+议事+的+违反	10	17
910	我+希望	2	3
