sent_id	word_char	character_token_n	stroke_n
740	事实上	3	19
740	昨天	2	13
740	论坛	2	13
743	英国	2	16
744	当然	2	18
746	现时	2	15
746	得	1	11
746	清楚	2	24
747	理解	2	24
747	仍未	2	11
747	收到	2	14
748	试问	2	14
748	怎	1	9
748	这里	2	14
749	据	1	11
749	拥有	2	14
749	国家	2	18
750	提及	2	15
751	透过	2	16
751	途径	2	18
752	既	1	9
752	非	1	8
752	具有	2	14
752	背景	2	21
753	身份	2	13
753	作	1	7
753	回答	2	18
755	不好意思	4	32
755	觉得	2	20
755	插言	2	19
755	礼貌	2	19
757	说法	2	17
758	但是	2	16
758	人	1	2
758	于	1	3
758	半	1	5
758	小时	2	10
758	十	1	2
758	便会	2	15
758	当选	2	15
761	多谢	2	18
762	一旦	2	6
762	发觉	2	14
762	条件	2	13
762	符合	2	17
762	成为	2	10
763	正确	2	17
764	接着	2	22
764	该	1	8
766	坐	1	7
769	件	1	6
771	哪	1	9
774	最后	2	18
775	抗争	2	13
775	同意	2	19
775	走	1	7
775	出来	2	12
775	站	1	10
775	后面	2	15
776	呼吁	2	14
777	一直	2	9
777	下去	2	8
778	影响	2	24
778	阻止	2	11
779	前	1	9
779	首先	2	15
779	需要	2	23
779	确定	2	20
779	梁颂恒	3	30
779	姚松炎	3	25
779	三	1	3
779	投票权	3	24
780	权	1	6
780	你们	2	12
781	接受	2	19
781	包括	2	14
781	资格	2	20
782	代表	2	13
782	说话	2	17
784	许智峯	3	0
785	清醒	2	27
785	想想	2	26
786	判断	2	18
788	多	1	6
788	建制	2	16
788	派	1	9
788	信纳	2	16
788	完全	2	13
788	英籍	2	28
789	种	1	9
789	下	1	3
789	公道	2	18
790	点	1	9
791	身后	2	13
791	数	1	13
791	遇到	2	20
791	障碍	2	26
792	负责	2	14
792	监誓	2	24
792	秘书长	3	18
792	他们	2	10
793	举行	2	15
794	采用	2	13
794	方式	2	10
794	历	1	4
794	届	1	8
794	类似	2	15
795	证明	2	15
795	出现	2	13
796	公平	2	9
796	公义	2	7
797	面对	2	14
797	选	1	9
797	出	1	5
797	代表性	3	21
798	代理	2	16
798	容易	2	17
799	维持	2	20
799	议会	2	11
799	顺利	2	16
800	宪制	2	17
800	全	1	6
800	港	1	12
800	市民	2	10
800	正在	2	11
800	着	1	11
801	此外	2	11
801	一下	2	4
802	合理	2	17
802	理由	2	16
802	旁边	2	15
803	恐怕	2	18
803	涉嫌	2	23
805	经过	2	14
805	多次	2	12
805	劝谕	2	15
805	以	1	4
807	关于	2	9
808	法例	2	16
808	依法	2	16
809	依照	2	21
809	誓词	2	21
809	内容	2	13
810	参与	2	11
810	表决	2	14
811	相信	2	18
811	明白	2	13
813	怀疑	2	24
813	给予	2	13
813	次	1	6
813	机会	2	12
814	做法	2	19
814	兼顾	2	20
814	人情	2	13
815	第三	2	14
815	质疑	2	25
815	早	1	12
815	关心	2	10
817	及后	2	9
817	领事馆	3	30
817	供	1	8
817	参阅	2	18
818	证书	2	11
820	最低限度	4	36
820	此刻	2	14
820	新	1	12
820	证据	2	18
820	指	1	9
821	既然	2	21
821	定	1	8
821	今	1	4
821	天	1	4
821	订定	2	12
822	正如	2	11
822	一样	2	11
822	可能	2	15
822	不同	2	10
822	有误	2	15
823	日后	2	10
823	跟进	2	20
823	司法	2	13
823	覆核	2	28
825	公正	2	9
826	留意	2	23
826	有些	2	14
826	其中	2	12
826	提	1	12
827	虽然	2	21
827	政治	2	17
827	立场	2	11
827	抱持	2	17
827	态度	2	17
827	阻碍	2	20
827	既定	2	17
827	议程	2	17
828	至今	2	10
828	浪费	2	19
829	阁下	2	12
829	项	1	9
829	所以	2	12
829	直接	2	19
829	进入	2	9
831	观点	2	15
831	严谨	2	20
831	谨慎	2	26
832	实	1	8
832	难以	2	14
832	单凭	2	16
832	副本	2	16
832	予以	2	8
833	后果	2	14
833	十分	2	6
833	重大	2	12
833	足以	2	11
833	带来	2	16
833	危机	2	12
834	如此	2	12
834	草率	2	30
834	仓促	2	13
835	另	1	5
835	国籍法	3	36
835	取消	2	18
835	当中	2	10
835	争议	2	11
836	似乎	2	12
836	充分	2	10
837	第七十一	4	16
837	条	1	7
837	之前	2	12
837	刻	1	8
838	提到	2	20
839	责任	2	14
839	结果	2	17
840	属于	2	15
840	范围	2	15
840	中止	2	8
840	整个	2	19
841	风险	2	13
841	适宜	2	17
844	李慧琼	3	34
844	言	1	7
844	很多	2	15
844	香港	2	21
844	观看	2	15
845	正	1	5
845	因	1	6
845	更	1	7
845	高	1	10
846	最大	2	15
847	名	1	6
847	大学生	3	16
848	程度	2	21
848	比	1	4
848	大学	2	11
848	学生会	3	19
848	不如	2	10
849	尚	1	8
849	开展	2	14
850	口头	2	8
851	那些	2	14
851	信件	2	15
851	证实	2	15
851	口头上	3	11
852	倘若	2	18
852	取信于民	4	25
852	重新	2	21
852	取得	2	19
852	信任	2	15
852	每	1	7
852	按	1	9
852	章	1	11
852	即	1	7
852	查	1	9
853	书面	2	13
853	效力	2	12
853	本应	2	12
853	简单	2	21
854	参加	2	13
854	需	1	14
854	学生证	3	20
854	学生	2	13
855	连	1	7
855	取信于人	4	22
857	弄	1	7
857	多少	2	10
858	基本	2	16
858	精神	2	23
858	充足	2	13
859	基于	2	14
859	理据	2	22
859	无理	2	15
859	凭	1	8
859	个人	2	5
859	能力	2	12
861	成功	2	11
861	然后	2	18
862	陈维安	3	24
862	基础	2	21
863	翻看	2	27
863	录影	2	23
863	片段	2	13
863	完整	2	23
863	读	1	10
863	完	1	7
865	语气	2	13
865	标准	2	19
865	无权	2	10
866	面前	2	18
868	众多	2	12
868	广大	2	6
868	民意	2	18
868	直选	2	17
869	展示	2	15
869	粗疏	2	23
870	拿	1	10
871	像	1	13
872	糟糕	2	33
872	厘清	2	20
873	海	1	10
873	神仙	2	14
874	乐意	2	18
875	具体	2	15
876	以至	2	10
876	合	1	6
877	混乱	2	18
877	怕	1	8
877	背负	2	15
877	压力	2	8
878	耐心	2	13
878	裁决	2	18
879	服众	2	14
881	对于	2	8
881	只有	2	11
881	限制	2	16
882	当选者	3	23
883	绝对	2	14
883	义务	2	8
883	手续	2	15
883	并且	2	11
883	视听	2	15
884	维护	2	18
885	仍然	2	18
885	盖	1	11
885	正规	2	13
885	印章	2	16
886	除了	2	11
886	设置	2	19
886	投票箱	3	33
886	分别	2	11
886	投	1	7
886	废票	2	19
886	涂谨申	3	28
887	相当	2	15
887	未来	2	12
887	任期	2	18
887	公众	2	10
887	利益	2	17
887	莫大	2	13
887	关系	2	13
890	依书直说	4	29
890	引述	2	12
890	加入	2	7
891	况且	2	12
891	宜	1	8
892	未必	2	10
892	无误	2	13
893	参考	2	14
893	而已	2	9
894	不论	2	10
894	以往	2	12
896	修正	2	14
897	没	1	7
900	第十二	3	15
900	首	1	9
900	明	1	8
901	本	1	5
901	宗教	2	19
901	式	1	6
901	非宗教	3	27
902	第四	2	16
903	先后	2	12
903	次序	2	13
904	款	1	12
906	严重	2	16
907	就座	2	22
911	改选	2	16
912	和应	2	15
912	谢伟俊	3	27
913	称职	2	21
916	在席	2	16
918	是否	2	16
918	建基于	3	22
919	有效	2	16
919	准许	2	16
921	未曾	2	17
921	具	1	8
925	当	1	6
925	阶段	2	15
925	仪式	2	11
926	搞	1	13
926	错	1	13
926	逻辑	2	24
928	在于	2	9
929	先前	2	15
932	步	1	7
935	尚未	2	13
935	理念	2	19
938	视	1	8
938	称呼	2	18
939	除非	2	17
939	当作	2	13
939	不用	2	9
939	理会	2	17
941	丑人	2	6
945	根本	2	15
952	法庭	2	17
953	为何	2	11
953	话	1	8
954	叫	1	5
956	身旁	2	17
959	可否	2	12
959	保持	2	18
959	中立	2	9
959	办事	2	12
962	最终	2	20
965	庄严	2	13
965	地方	2	10
967	肃静	2	22
968	梁美芬	3	27
968	批准	2	17
969	插队	2	16
970	感到	2	21
972	垂帘听政	4	32
973	保护	2	16
974	教授	2	22
975	非常	2	19
978	本来	2	12
979	第四十二	4	20
982	叫唤	2	15
984	陈志全	3	20
986	下来	2	10
987	以为	2	8
987	完毕	2	13
989	忘记	2	12
989	哪里	2	16
990	较为	2	14
995	重要	2	18
997	成疑	2	23
998	详述	2	16
999	投票人	3	20
1000	开始	2	12
1001	至	1	6
1002	明确	2	20
1003	看看	2	18
1003	各	1	6
1003	事项	2	17
