sent_id	character	component_n	stroke_n
n01008017	查	3	9
n01008017	显	2	9
n01008017	示	1	5
n01008017	接	3	11
n01008017	收	2	6
n01008017	投	3	7
n01008017	票	2	11
n01008017	只	2	5
n01008017	今	3	4
n01008017	再	2	6
n01008017	激	3	16
n01008017	增	4	15
n01009027	现	2	8
n01009027	寂	4	11
n01009027	寞	4	13
n01009027	猪	3	11
n01009027	并	4	6
n01009027	孤	2	8
n01009054	已	1	3
n01009054	经	2	8
n01009054	家	2	10
n01009054	种	2	9
n01009054	物	3	8
n01009054	包	2	5
n01009054	括	2	9
n01009054	扩	2	6
n01009054	充	3	6
n01009054	园	3	7
n01009054	萨	4	11
n01009054	奇	3	8
n01010042	潘	3	15
n01010042	沃	3	7
n01010042	段	3	9
n01010042	刻	4	8
n01010042	觉	2	9
n01010042	得	2	11
n01010042	己	1	3
n01010042	应	3	7
n01010042	该	4	8
n01010042	离	2	10
n01010042	那	2	6
n01010042	幢	4	15
n01010042	楼	3	13
n01011004	还	2	7
n01011004	指	3	9
n01011004	控	4	11
n01011004	试	3	8
n01011004	图	3	8
n01011004	杀	2	6
n01011004	死	2	6
n01011004	两	1	7
n01011004	岁	2	6
n01011004	女	1	3
n01011004	儿	1	2
n01011011	子	1	3
n01011011	安	2	6
n01011011	德	2	15
n01011011	烈	3	10
n01011011	脸	4	11
n01011011	按	3	9
n01011011	厅	2	4
n01011011	床	2	7
n01011011	垫	3	9
n01011011	后	2	6
n01011011	又	1	2
n01011011	样	2	10
n01011011	式	2	6
n01011011	吉	2	6
n01011017	管	3	14
n01011017	情	2	11
n01011017	况	3	7
n01011017	牢	2	7
n01011017	望	3	11
n01011017	么	2	3
n01011017	做	4	11
n01011017	值	3	10
n01012003	雅	2	12
n01012003	兹	2	9
n01012003	迪	2	8
n01012003	始	3	8
n01012003	哭	3	10
n01012003	泣	2	8
n01012003	随	4	11
n01012003	朋	2	8
n01012003	友	2	4
n01013005	七	1	2
n01013005	解	2	13
n01013005	雇	2	12
n01013005	音	1	9
n01013005	箱	3	15
n01013005	机	2	6
n01013005	构	3	8
n01013005	签	4	13
n01013005	订	2	4
n01013005	议	2	5
n01014003	迈	2	6
n01014003	伦	3	6
n01014003	切	2	4
n01014003	断	3	11
n01014003	第	3	11
n01014003	钢	3	9
n01014003	材	2	7
n01014003	天	2	4
n01014003	保	3	9
n01014003	证	3	7
n01014003	资	3	10
n01014003	百	2	6
n01014003	工	1	3
n01014003	效	3	10
n01014003	持	3	9
n01014003	续	4	11
n01014003	到	3	8
n01014012	莱	2	10
n01014012	造	3	10
n01014012	船	3	11
n01014012	产	2	6
n01014012	皇	2	9
n01014012	海	3	10
n01014012	军	2	6
n01014012	苏	2	7
n01014012	格	3	10
n01014012	兰	3	5
n01014012	达	2	6
n01014012	单	3	8
n01014012	承	1	8
n01015033	易	3	8
n01015033	名	2	6
n01015033	当	2	6
n01015033	罕	2	7
n01015036	至	2	6
n01015036	观	2	6
n01015036	奈	2	8
n01015036	利	2	7
n01015036	度	2	9
n01015036	凯	3	8
n01015036	婴	3	11
n01015036	三	1	3
n01015036	倍	3	10
n01016014	韩	2	12
n01016014	池	2	6
n01016014	故	3	9
n01016014	障	3	13
n01016014	罪	2	13
n01016014	魁	2	13
n01016014	祸	3	11
n01016014	首	1	9
n01016014	因	2	6
n01016014	替	2	12
n01016014	组	2	8
n01016014	件	2	6
n01016014	源	3	13
n01016019	些	3	8
n01016019	析	2	8
n01016019	从	2	4
n01016019	星	2	9
n01016019	挫	4	10
n01016019	折	2	7
n01016019	受	2	8
n01016019	益	2	10
n01016032	手	1	4
n01016032	缺	2	10
n01016032	少	2	4
n01016032	像	3	13
n01016032	谷	1	7
n01016032	歌	5	14
n01016032	或	2	8
n01016032	苹	2	8
n01016032	果	1	8
n01016032	智	3	12
n01016032	界	3	9
n01017005	旅	2	10
n01017005	专	1	4
n01017005	飞	1	3
n01017005	配	2	10
n01017005	空	3	8
n01017005	网	1	6
n01017005	络	3	9
n01017005	靠	3	15
n01017005	太	2	4
n01017005	响	3	9
n01017005	航	3	10
n01017005	择	2	8
n01017008	英	2	8
n01017008	它	2	5
n01017008	提	3	12
n01017008	供	3	8
n01017008	致	3	10
n01017010	向	2	6
n01017010	否	2	7
n01017010	取	2	8
n01017010	由	1	5
n01017010	决	2	6
n01017013	邮	2	7
n01017013	事	1	8
n01017013	更	1	7
n01018024	看	2	9
n01018024	起	3	10
n01018040	案	3	10
n01018040	赞	5	16
n01018040	广	1	3
n01018040	盈	3	9
n01019004	项	2	9
n01019004	期	3	12
n01019004	报	2	7
n01019005	设	3	6
n01019005	背	3	9
n01019005	意	2	13
n01019005	质	3	8
n01020004	撰	5	15
n01020004	稿	5	15
n01020004	喷	4	12
n01020004	气	3	4
n01020017	展	2	10
n01020017	硬	2	12
n01020017	歼	2	7
n01020017	等	3	12
n01020021	未	1	5
n01020021	球	2	11
n01020021	市	2	5
n01020021	京	3	8
n01020021	防	2	6
n01020021	野	3	11
n01020021	心	1	4
n01021007	幸	2	8
n01021007	明	2	8
n01021007	毁	4	13
n01021007	坏	2	7
n01021007	黑	1	12
n01021007	论	3	6
n01021007	坛	3	7
n01021007	创	3	6
n01021007	杰	2	8
n01021007	西	1	6
n01021007	释	2	12
n01021007	闭	2	6
n01021007	则	2	6
n01021011	攻	2	7
n01021011	热	3	10
n01021011	门	1	3
n01021011	挂	3	9
n01021012	历	2	4
n01022002	联	5	12
n01022002	回	2	6
n01022002	顾	3	10
n01022002	碳	4	14
n01022002	划	2	6
n01022002	非	1	8
n01022002	温	3	12
n01022005	除	3	9
n01022005	满	2	13
n01022005	足	2	7
n01022005	黎	4	15
n01022005	标	2	9
n01022010	境	3	14
n01022010	规	2	8
n01022010	署	3	13
n01022010	责	2	8
n01022010	埃	3	10
n01022010	索	2	10
n01022010	姆	2	8
n01022010	正	2	5
n01022010	朝	2	12
n01022010	确	2	12
n01022010	缓	5	12
n01022010	近	2	7
n01022010	氢	4	9
n01022010	氟	4	9
n01022010	排	2	11
n01022010	放	2	8
n01022016	长	1	4
n01022027	庆	2	6
n01022027	贺	3	9
n01022027	贡	2	7
n01022027	献	3	13
n01023020	墨	2	15
n01023020	哥	4	10
n01023020	岸	3	9
n01023034	制	2	8
n01023034	灭	2	5
n01023034	仅	2	4
n01023034	恐	4	10
n01023034	龙	1	8
n01023043	揭	5	12
n01023043	露	4	21
n01023043	陨	3	9
n01023043	石	1	5
n01023043	料	2	10
n01023043	含	4	7
n01023043	铱	2	11
n01023043	素	2	10
n01024010	％	0	0
n01024010	植	3	12
n01024010	略	3	11
n01024010	刚	3	6
n01024013	验	4	10
n01024013	结	3	9
n01024013	火	1	4
n01024013	箭	4	15
n01024013	储	4	12
n01024013	间	2	7
n01024013	六	2	4
n01024013	芽	2	7
n01024013	何	3	7
n01024013	著	3	11
n01024016	老	1	6
n01024016	师	3	6
n01025025	购	3	8
n01025025	买	2	6
n01025025	戴	4	17
n01025025	身	1	7
n01025025	仍	2	6
n01025025	旧	2	5
n01025025	让	2	5
n01025025	感	4	13
n01025025	恶	2	10
n01025040	毛	1	4
n01025040	浴	2	10
n01025040	彻	3	7
n01025040	底	3	8
n01025040	角	1	7
n01025040	层	3	7
n01025040	塔	4	12
n01025045	纵	3	7
n01025045	头	1	5
n01025045	义	1	3
n01026004	帖	3	8
n01026004	晚	3	11
n01026004	光	3	6
n01026004	束	1	7
n01026004	罚	3	9
n01026016	深	3	11
n01026016	圳	2	6
n01027007	谁	2	10
n01027030	围	2	7
n01027030	绕	3	9
n01027030	白	1	5
n01027030	男	2	7
n01027041	问	2	6
n01027041	什	2	4
n01027041	朗	3	10
n01028022	尼	2	5
n01028022	澳	3	15
n01028022	亚	1	6
n01028022	嘿	2	15
n01028022	顺	2	9
n01028022	便	2	9
n01028022	注	3	8
n01028022	吗	2	6
n01028022	鲍	3	13
n01029006	描	3	11
n01029006	述	3	8
n01029006	俄	2	9
n01029006	米	1	6
n01029006	吞	3	7
n01029006	登	4	12
n01029006	闻	2	9
n01029006	条	2	7
n01029007	狂	2	7
n01029007	办	1	4
n01029007	唱	3	11
n01029011	祖	2	9
n01029011	母	1	5
n01029011	远	3	7
n01029011	东	1	5
n01029011	符	3	11
n01029011	亦	4	6
n01029011	九	1	2
n01029011	访	2	6
n01029011	堪	4	12
n01029011	察	3	14
n01029011	半	1	5
n01029011	岛	2	7
n01029011	库	2	7
n01029011	页	1	6
n01029014	贝	1	4
n01029014	武	2	8
n01029014	校	3	10
n01029014	较	3	10
n01029014	早	2	12
n01029014	予	1	4
n01029014	塞	2	13
n01029014	维	2	11
n01029014	籍	5	20
n01030005	继	3	10
n01030005	语	3	9
n01030005	冲	2	6
n01030005	员	2	7
n01030005	伤	3	6
n01030005	亡	1	3
n01030006	隆	2	11
n01030006	片	1	4
n01030006	获	3	10
n01030006	奖	3	9
n01030006	引	2	4
n01030008	二	1	2
n01030008	打	2	5
n01030008	斗	1	4
n01031005	付	2	5
n01031005	努	3	7
n01031005	避	3	16
n01031005	孕	2	5
n01031005	药	4	9
n01031005	潜	3	15
n01031021	补	2	7
n01031021	寻	2	6
n01031021	找	2	7
n01031021	漫	3	14
n01031021	小	1	3
n01032032	带	3	9
n01032032	蒂	3	12
n01032032	固	3	8
n01032032	宗	2	8
n01032032	仰	3	6
n01032032	反	2	4
n01033005	肿	2	8
n01033005	瘤	3	15
n01033005	癌	5	17
n01033005	症	3	10
n01033012	吸	2	6
n01033012	烟	3	10
n01033012	系	2	7
n01033021	诸	3	10
n01033021	膀	3	14
n01033021	胱	4	10
n01033021	织	3	8
n01033021	趋	4	12
n01033021	势	3	8
n01033021	没	3	7
n01033021	暴	2	15
n01033028	士	1	3
n01033028	剑	4	9
n01033028	桥	4	10
n01033028	医	2	7
n01033028	院	4	9
n01033028	疗	2	7
n01033031	扫	2	6
n01033031	右	2	5
n01033031	肺	2	18
n01034033	唐	2	10
n01034033	推	2	11
n01034033	护	2	7
n01034033	拿	3	10
n01034033	企	2	6
n01034060	鲁	2	12
n01034060	延	2	6
n01035004	尽	2	6
n01035004	午	2	4
n01035004	照	4	13
n01035004	归	2	5
n01035004	刺	2	8
n01035004	阿	3	7
n01035004	伯	2	7
n01035004	茨	3	9
n01035004	福	3	13
n01035004	轻	2	9
n01035004	孩	4	9
n01035004	答	3	12
n01035013	恩	3	10
n01035013	乎	1	6
n01035013	犯	2	5
n01035013	模	4	14
n01035013	糊	4	15
n01035013	细	2	8
n01035030	默	2	16
n01035030	寡	2	14
n01035030	愿	3	14
n01035030	走	2	7
n01035030	房	2	8
n01035030	听	2	7
n01036002	省	3	9
n01036002	纪	2	6
n01036002	惩	4	12
n01036002	参	2	8
n01036020	具	2	8
n01036020	执	2	14
n01036020	调	3	10
n01036033	征	3	8
n01036033	款	2	12
n01037020	壮	2	6
n01037020	阶	3	6
n01037020	呼	2	8
n01037020	声	2	7
n01037020	毒	2	9
n01037020	呛	3	7
n01037020	雾	3	13
n01037020	霾	4	22
n01037020	复	2	9
n01038021	南	2	9
n01038021	印	2	5
n01038021	兴	2	6
n01038021	逐	2	10
n01038021	渐	3	11
n01038021	担	3	8
n01038021	室	3	9
n01038025	退	2	9
n01039013	林	2	8
n01039013	盟	3	13
n01039013	聚	3	14
n01039013	灯	2	6
n01039013	蔑	3	14
n01039013	视	2	8
n01039013	族	2	11
n01039013	裔	3	13
n01039013	胜	2	9
n01039018	兄	2	5
n01039018	弟	4	7
n01039039	妻	2	8
n01039039	梅	3	11
n01039039	亮	4	9
n01040028	辅	2	11
n01040028	导	2	6
n01040028	谈	3	10
n01040028	慰	3	15
n01041006	疼	3	10
n01041006	痛	3	12
n01041006	磨	4	16
n01041006	病	3	10
n01041006	灾	2	7
n01041006	采	2	8
n01041018	笺	2	11
n01041018	疫	3	9
n01041018	苗	2	8
n01042004	就	4	12
n01042004	住	3	7
n01042004	互	1	4
n01042004	忧	2	7
n01042004	题	3	15
n01042004	审	2	8
n01042004	检	4	11
n01042004	讨	2	5
n01042008	覆	4	18
n01042008	核	4	10
n01042008	官	2	8
n01042008	煽	3	14
n01043005	功	2	5
n01043005	预	2	10
n01043005	谓	3	11
n01043005	享	3	8
n01043005	万	1	3
n01043014	算	3	14
n01043025	邦	2	6
n01043025	金	1	8
n01043027	差	2	9
n01044004	领	4	11
n01044004	委	2	8
n01044004	丑	1	4
n01044004	戈	1	4
n01044004	恢	3	9
n01044004	必	1	5
n01044009	另	2	5
n01044009	记	2	5
n01044009	监	2	10
n01045010	财	2	7
n01045010	务	2	5
n01045010	捐	3	10
n01045010	入	1	2
n01045035	菲	2	11
n01045035	欺	3	12
n01045035	诈	2	8
n01045035	违	2	7
n01045035	庭	3	9
n01045035	洗	3	9
n01045035	清	2	11
n01045035	裁	2	12
n01046003	止	1	4
n01046003	话	2	8
n01046036	棒	3	10
n01046036	极	2	7
n01048008	测	3	9
n01048008	完	3	7
n01048008	租	2	10
n01048008	赁	4	10
n01048008	寓	3	12
n01048008	重	1	9
n01049022	品	3	9
n01049022	您	4	11
n01049022	夜	3	8
n01049022	睡	2	13
n01049022	州	1	6
n01049022	丹	1	4
n01049022	佛	2	7
n01049022	麻	3	11
n01049022	售	2	11
n01049033	律	2	9
n01049033	框	3	10
n01049033	架	3	9
n01049033	绪	3	11
n01049033	草	3	19
n01049033	猜	2	11
n01050006	血	2	6
n01050006	红	2	6
n01050006	蛋	2	11
n01050006	须	2	9
n01050006	胞	3	9
n01050006	氧	4	10
n01050006	传	2	6
n01050006	送	5	9
n01050006	各	2	6
n01050014	备	2	8
n01050014	偏	3	11
n01050014	低	3	7
n01050014	液	4	11
n01050014	服	2	8
n01050019	针	2	7
n01050019	味	2	8
n01051004	准	2	10
n01051004	妈	2	6
n01051004	知	2	8
n01051004	才	1	3
n01051004	杂	2	6
n01051006	骶	4	14
n01051006	尾	2	7
n01051006	畸	4	13
n01051006	胎	3	9
n01051006	宝	2	8
n01051006	骨	2	9
n01051007	率	1	11
n01052004	龄	6	13
n01052006	形	3	7
n01052006	爱	3	10
n01052006	良	2	7
n01052006	文	1	4
n01052006	留	2	10
n01052006	辉	5	12
n01053008	懂	3	15
n01053036	凌	4	10
n01053036	强	3	12
n01053036	吁	2	6
n01053036	拥	2	8
n01053036	抱	3	8
n01053036	积	3	10
n01053041	遍	3	12
n01053041	世	1	5
n01054011	旦	2	5
n01054011	派	2	9
n01054011	评	2	7
n01054011	欢	2	6
n01054011	迎	3	7
n01054017	土	1	3
n01055008	馈	3	12
n01055038	适	2	9
n01055038	娱	4	10
n01055038	育	3	8
n01055047	毕	2	6
n01055047	竟	2	11
n01055047	奢	3	11
n01055047	侈	3	8
n01057014	碎	3	13
n01057014	赤	1	7
n01057014	圆	3	10
n01057036	悬	3	11
n01058037	堡	4	12
n01058037	堂	2	11
n01058037	镇	4	15
n01058037	轰	3	8
n01058037	炸	2	9
n01058052	严	1	7
n01058052	坎	2	7
n01058052	附	3	7
n01058052	册	1	5
n01058052	困	2	7
n01058064	爆	3	19
n01059008	济	2	9
n01059008	辞	2	13
n01059008	识	3	7
n01059019	诫	3	9
n01059019	蹩	4	18
n01059019	脚	4	11
n01059019	策	2	12
n01059025	肯	2	8
n01059025	久	1	3
n01059054	异	2	16
n01059054	抹	2	8
n01060069	好	2	6
n01060069	遗	3	12
n01060069	憾	5	16
n01061016	夫	1	4
n01061016	批	2	7
n01061016	薄	4	15
n01061023	扮	3	7
n01061041	疯	2	9
n01061041	剧	4	10
n01061041	废	4	8
n01061041	威	3	9
n01061041	胁	2	8
n01061041	扰	2	7
n01062035	堆	2	11
n01062035	艺	2	4
n01063011	扭	2	7
n01063011	屁	2	7
n01063011	股	3	8
n01063011	趣	4	15
n01063043	笔	2	10
n01063043	录	2	8
n01063043	版	3	8
n01063048	挑	2	9
n01063048	战	3	9
n01063048	曲	1	6
n01063048	追	2	9
n01063048	溯	4	13
n01063048	神	2	9
n01063048	添	4	11
n01063048	晰	3	12
n01063048	频	3	13
n01063051	绝	2	9
n01063051	妙	3	7
n01064009	柏	2	9
n01064009	精	2	14
n01064009	培	3	11
n01064009	守	2	6
n01064096	熬	5	15
n01064096	阅	3	10
n01064096	读	4	10
n01064096	惧	3	11
n01064113	驳	2	7
n01064113	泛	3	7
n01064113	滥	3	13
n01064113	掉	4	11
n01064113	王	1	4
n01066045	，	0	0
n01066045	风	1	4
n01066068	尝	4	9
n01066068	探	3	11
n01066093	忽	3	8
n01066093	健	3	10
n01066093	康	2	11
n01066093	丽	5	7
n01066093	丝	3	5
n01067014	览	2	9
n01067014	幅	3	12
n01067014	讲	2	6
n01067023	冷	4	7
n01067023	眼	2	11
n01068029	欧	3	8
n01068038	怀	2	7
n01068038	念	4	8
n01068038	税	3	12
n01069004	赛	2	14
n01069004	路	3	13
n01069004	书	1	4
n01069006	截	2	14
n01069006	富	3	12
n01069006	裕	2	12
n01069006	域	3	11
n01069006	夺	2	6
n01069014	鞭	3	18
n01069014	居	3	8
n01069023	仁	2	4
n01069023	慈	3	13
n01069023	泰	2	10
n01069023	怒	3	9
n01069023	遏	5	12
n01071009	柴	3	10
n01071009	油	2	8
n01071009	停	5	11
n01071009	燃	3	15
n01071009	煤	3	13
n01072010	播	3	15
n01072010	台	2	5
n01072021	缅	2	12
n01072021	欣	2	8
n01072021	喜	5	12
n01072021	洲	2	9
n01073004	阻	2	7
n01074011	裂	3	12
n01074011	痕	2	11
n01074011	弥	3	8
n01074011	败	2	8
n01074015	志	2	7
n01074020	柔	2	9
n01074026	浪	3	10
n01074030	宁	2	5
n01075028	杯	2	8
n01075028	弹	4	11
n01075044	橄	4	15
n01075044	榄	3	13
n01075044	锦	3	13
n01075044	昂	3	8
n01076006	荡	3	9
n01076017	鹰	2	18
n01076017	倾	3	10
n01076017	厌	2	6
n01076030	张	2	7
n01076030	刑	3	6
n01077018	密	3	11
n01077018	码	2	8
n01077018	遇	3	12
n01077018	烦	2	10
n01077030	真	3	10
n01077030	列	2	6
n01077030	思	2	9
n01078025	粹	3	14
n01079015	落	4	12
n01079015	巾	1	3
n01079015	牛	1	4
n01079015	仔	2	5
n01079015	裤	3	12
n01079015	谦	3	12
n01079015	逊	3	9
n01079065	灵	2	7
n01079065	摈	4	13
n01079065	歧	3	8
n01079069	殊	3	10
n01079069	荣	2	9
n01079069	纽	2	7
n01079069	哈	3	9
n01081022	川	1	3
n01081022	挥	3	9
n01082014	贷	3	9
n01082014	借	4	10
n01082014	债	3	10
n01083013	劳	2	7
n01083013	够	4	11
n01083035	贸	2	9
n01084008	侣	3	8
n01084008	£	0	0
n01084008	余	2	7
n01084008	赚	3	14
n01084008	返	3	7
n01084008	即	2	7
n01084023	免	2	7
n01084036	钱	2	10
n01084045	镑	3	15
n01085006	硫	2	12
n01085006	养	3	9
n01085006	壤	3	20
n01085006	矿	2	8
n01085008	快	2	7
n01085011	惊	4	11
n01085011	讶	2	6
n01085011	酸	4	14
n01085011	雨	1	8
n01085011	云	2	4
n01085011	阳	2	6
n01086013	荒	3	9
n01086013	诞	3	8
n01086013	尊	4	12
n01086013	抗	3	7
n01086016	楚	3	13
n01086016	噪	5	16
n01086016	躁	5	20
n01087005	洛	3	9
n01087005	甚	3	9
n01087005	斥	1	5
n01087005	古	2	5
n01087018	陶	3	10
n01087018	醉	3	15
n01087018	颜	4	15
n01087018	色	1	6
n01087023	敦	4	12
n01087023	搬	4	13
n01087023	珠	3	10
n01087035	五	1	4
n01087035	彩	3	11
n01087035	缤	4	13
n01087035	纷	3	7
n01087039	掘	4	11
n01088026	笑	3	10
n01089007	景	4	12
n01089007	衣	1	6
n01089007	食	3	9
n01089033	拍	2	8
n01089033	镜	3	16
n01090004	摩	4	15
n01090037	玩	3	8
n01091013	射	2	10
n01091013	藉	5	17
n01091013	卸	2	9
n01091017	禁	3	13
n01091017	础	3	10
n01091019	鸟	1	5
n01091019	类	2	9
n01091019	请	2	10
n01091019	艾	2	5
n01091019	弗	1	5
n01091019	帕	2	8
n01091019	汉	2	5
n01092008	错	4	13
n01092025	届	2	8
n01092040	讼	3	6
n01092040	范	3	8
n01093007	拟	3	7
n01093007	捕	2	10
n01093007	捞	3	10
n01093007	鳕	3	19
n01093007	鱼	1	8
n01093024	鲽	3	17
n01094022	腊	4	12
n01094022	邀	3	16
n01094022	怎	2	9
n01094022	李	2	7
n01095009	兽	4	11
n01096006	乃	1	2
n01096006	御	3	12
n01096032	脆	4	10
n01096032	弱	2	11
n01096032	墙	4	14
n01096032	奏	3	9
n01096040	傻	2	13
n01096040	陷	3	10
n01096040	阱	2	6
n01096040	迷	2	9
