sent_id	phrase_text	word_n	character_n
n01005024	认为+我们+面临+很多+竞争+而+我们+政权+转移+能+对+此+局面+有+所+帮助+	16	26
n01005024	主席+乔治城+商业+改善会+乔+斯顿雷+	6	14
n01005031	研究+根据+可行性+	3	7
n01005031	需时+乘客+乘坐+缆车+穿越+波托马克河+约+四+分钟+	9	19
n01006011	告诉+一+位+目击者+警方+	5	9
n01006011	害人+被+	2	3
n01006011	曾+	1	1
n01006011	月+在+四+	3	3
n01006011	过+	1	1
n01006011	嫌疑人+	1	3
n01007012	游戏+	1	2
n01007012	生活+与+我们+的+日常+	5	8
n01007012	处+相似+之+	3	4
n01008017	上升+这+个+比例+多+年+来+一直+在+稳步+	10	14
n01008017	显示+根据+人口+普查局+数据+	5	11
n01008017	只有+1996+年+选举日+之前+所+接收+的+投票+总投票额+的+11%+	12	26
n01008017	今年+	1	2
n01008017	数字+这+个+	3	4
n01008017	可能+	1	2
n01008017	再次+	1	2
n01009027	猪+现在+Khanzir+可能+是+一+只+寂寞+的+	9	18
n01009027	但+	1	1
n01009027	他+	1	1
n01009027	并+	1	1
n01009027	不是+	1	2
n01009027	一直+	1	2
n01009027	都+	1	1
n01009054	要求+我们+已经+其他+国家+用+不同+种群+的+动物+包括+猪+来+帮助+我们+扩充+动物园+	17	31
n01009054	萨奇布+	1	3
n01010042	先生+潘+沃尔卡+	3	6
n01010042	觉得+曾经+有+一+段+时刻+他们+自己+应该+离开+那+幢+大楼+	13	21
n01011004	她+	1	1
n01011004	还+	1	1
n01011004	被+	1	1
n01011004	试图+杀死+她+两+岁+大+的+女儿+	8	11
n01011011	警方+	1	2
n01011011	试图+她+把+儿子+安德烈+的+脸+按进+客厅+的+床垫+里+杀死+了+他+之后+又+用+同样+的+方式+杀死+女儿+安吉尔+	24	39
n01011017	坐牢+不管+哪+种+情况+我+都+要+	8	11
n01011017	是+这么+做+值得+的+	5	7
n01012003	开始+其中+一+个+雅兹迪+女人+哭泣+	7	13
n01012003	随后+	1	2
n01012003	朋友+她+的+一+个+	5	6
n01012003	也+	1	1
n01012003	哭泣+	1	2
n01013005	先生+奥斯本+	2	5
n01013005	解雇+在+七+月+被+后+	6	7
n01013005	机构+与+一+个+美国+音箱+代理+	7	11
n01013005	了+	1	1
n01013005	协议+	1	2
n01014003	迈克尔+法伦+	2	5
n01014003	持续+切断+第一+根+钢材+的+那+一+天+保证+了+新投资+和+上百+个+技术+工作+的+安全+该+效应+可+到+2035+年+	25	40
n01014012	保全+为了+克莱德+造船+产业+	5	11
n01014012	海军+新皇家+	2	5
n01014012	公投+在+2014+年+苏格兰+独立+之前+	7	15
n01014012	承诺+下达+订单+的+	4	7
n01015033	显而易见+的+	2	5
n01015033	罕见+名人+的+名字+最开始+是+相当+的+	8	14
n01015036	而+	1	1
n01015036	年+直至+2007+	3	7
n01015036	观+其+也许+还+有+奈特利+的+常见+程度+	9	14
n01015036	一+其+是+前+50+名+常用+名字+之+	9	12
n01015036	婴儿+名+为+凯拉+的+	5	7
n01015036	是+	1	1
n01015036	婴儿+名+为+奇尔拉+的+的+	6	9
n01015036	三+	1	1
n01015036	多+	1	1
n01016014	公司+这+家+韩国+	4	6
n01016014	以为+最初+电池+故障+是+罪魁+祸首+	7	13
n01016014	因而+	1	2
n01016014	替代+自己+的+组件+	4	7
n01016014	单元+第三+方+电源+	4	7
n01016019	分析家+一些+	2	5
n01016019	受益+华为+最+有+可能+从+三星+的+挫折+中+	10	15
n01016032	手机+Mate+9+	3	7
n01016032	界面+一+个+像+谷歌+助手+或+苹果+的+Siri+那样+的+人工+智能+	14	24
n01017005	但+	1	1
n01017005	警告+旅行+专家+说+飞机+飞行+时+配置+的+空中+网络+往往+不+可靠+而且+不+太+可能+影响+旅客+对+航空+公司+的+选择+	25	42
n01017008	但+	1	1
n01017008	可能+	1	2
n01017008	航空+英国+和+国际+航空+集团+	6	11
n01017008	破解+已经+了+它+	4	6
n01017008	并+	1	1
n01017008	可+	1	1
n01017008	信息+一些+大致+上+可靠+的+	6	10
n01017010	公司+该+	2	3
n01017010	BBC+向+	2	4
n01017010	由+是否+向+乘客+收取+使用费+应该+航空+公司+自行+决定+	11	21
n01017013	人+大+多数+	3	4
n01017013	会+	1	1
n01017013	有用+机场+Wi-Fi+比+能+在+飞机+上+发+电子+邮件+这+件+事+更加+	15	25
n01018024	它+	1	1
n01018024	有+时候+	2	3
n01018024	起来+	1	2
n01018024	像+超能力+	2	4
n01018040	方案+该+	2	3
n01018040	赞助+通过+和+广告+	4	7
n01018040	来+	1	1
n01019004	课程+这+项+为期+10+周+的+	7	10
n01019004	已经+	1	2
n01019004	机构+被+英国+情报+GCHQ+	5	11
n01019004	了+	1	1
n01019005	但是+	1	2
n01019005	专家+一些+安全+	3	6
n01019005	设立+对+该+课程+的+及+其+背后+的+意图+	10	14
n01019005	了+	1	1
n01019005	质疑+	1	2
n01020004	此前+	1	2
n01020004	见+博客+撰稿人+过+这些+喷气机+	6	12
n01020017	通常+	1	2
n01020017	中国+	1	2
n01020017	将+	1	1
n01020017	本周+在+内+	3	4
n01020017	如+许多+其他+军事+硬件+歼击机+和+海上+飞机+等+	10	18
n01020021	成+由于+中国+将+在+未来+十+年+内+为+全球+最大+的+航空+市场+	15	22
n01020021	展会+此次+	2	4
n01020021	将+	1	1
n01020021	是+	1	1
n01020021	展示+北京+在+民+用+航空+以及+国防+方面+野心+的+	11	18
n01021007	是+不幸+的+再次+证明+了+少数+人+替+多数+人+毁坏+了+它+	14	20
n01021007	创始人+黑客+论坛+的+杰西卡+拉布罗卡+	6	15
n01021007	消息+在+解释+其+关闭+原因+的+一+则+中+	10	14
n01021011	是+最新+的+事件+很+可能+指+10+月+21+日+的+攻击+	13	19
n01021011	攻击+该+	2	3
n01021011	挂+热门+网站+例如+Reddit+Twitter+和+Spotify+以及+很多+其他+网站+都+了+	14	38
n01021012	分析+	1	2
n01021012	造成+已经+使用+了+大量+的+历史+数据+中断+	9	16
n01022002	联合国+	1	3
n01022002	回顾+国家+削减+碳+计划+时+	6	10
n01022002	实现+他们+非常+难+以+保持+全球+气温+上升+2C+下+所+需要+的+水平+	15	25
n01022005	科学家+许多+	2	5
n01022005	满足+目前+需要+去除+空气+中+的+碳+的+技术+来+巴黎+的+目标+	14	22
n01022010	说+联合国+环境+规划署+负责人+埃里克+索尔海姆+我们+正+朝着+正确+的+方向+前进+	14	31
n01022010	提及+巴黎+协议+将+减缓+气候+变化+	7	13
n01022010	修正案+近期+的+基加利+	4	9
n01022010	也+	1	1
n01022010	减少+氢氟碳化合物+排放+	3	10
n01022016	投资+这+方面+的+	4	6
n01022016	年+在+2015+	3	6
n01022016	了+	1	1
n01022016	6%+	1	2
n01022016	元+至+2210亿+美+	4	8
n01022027	值得+他们+得到+了+巴黎+协定+这+件+事+庆贺+	10	16
n01022027	但+	1	1
n01022027	目前+	1	2
n01022027	贡献+他们+的+	3	5
n01022027	从未+	1	2
n01022027	了+	1	1
n01022027	目标+1.5+度+的+	4	7
n01023020	它+	1	1
n01023020	月+于+4+至+6+	5	5
n01023020	在+墨西哥+海岸+	3	6
n01023034	这+	1	1
n01023034	将+	1	1
n01023034	新限制+	1	3
n01023034	变化+在+曾经+发生+在+地球+上+并+毁灭+了+许多+物种+不仅+是+恐龙+自然+环境+上+	18	29
n01023043	揭露+这+是+个+陨石+材料+的+	7	10
n01023043	可能+很+	2	3
n01023043	是+	1	1
n01023043	其中+	1	2
n01023043	高含量+的+	2	4
n01023043	铱+	1	1
n01024010	存活+超过+70％+从+地球+种子+长成+的+植物+在+17+天+之后+	13	23
n01024010	高+仅仅+略+于+从+太空+种子+长成+的+植物+	10	15
n01024010	刚刚+	1	2
n01024010	66％+	1	3
n01024013	提供+从+该+实验+的+结果+了+进+一+步+的+支持+	12	16
n01024013	飞行+火箭+上+的+种子+可以+存储+在+国际+空间站+上+并+六+个+月+	15	23
n01024013	而+	1	1
n01024013	不会+	1	2
n01024013	能力+对+它们+在+地球+上+发芽+生长+的+	9	14
n01024013	影响+任何+显著+	3	6
n01024016	RHS+	1	3
n01024016	了+	1	1
n01024016	意见+在+实验+中+的+学生+和+老师们+发来+的+	10	16
n01025025	她+	1	1
n01025025	让+购买+和+穿戴+别人+身体+部位+的+想法+仍旧+人+感觉+到+恶心+	14	23
n01025040	是+在+中国+毛发+通常+放+在+化学浴+彻+中+底+去除+角质层+	13	21
n01025040	塔尔罗+	1	3
n01025040	说+	1	1
n01025045	纵观+历史+	2	4
n01025045	有+国际+头发+市场+上+一直+着+政治+层面+的+意义+	11	18
n01025045	Tarlo+	1	5
n01026004	帖子+上+	2	3
n01026004	着+	1	1
n01026004	进行+我们+今晚+将+使用+高激光束+处罚+	7	15
n01026016	交警+深圳市+	2	5
n01026016	以前+	1	2
n01026016	曾+	1	1
n01026016	处罚+非+常规+	3	5
n01027007	人+这些+	2	3
n01027007	是+	1	1
n01027030	今年+	1	2
n01027030	争论+有关+民主+党+的+	5	8
n01027030	一直+	1	2
n01027030	着+	1	1
n01027030	身分+白人+男性+	3	6
n01027041	我+	1	1
n01027041	事后+	1	2
n01027041	她+	1	1
n01027041	是不是+明白+为+什么+人们+会+投票+给+特朗普+	9	17
n01027049	超越+每个+人+都+可以+它+	6	9
n01028022	是+幸运+的+当时+索尼+澳大利亚+有+人+觉得+嘿+顺便+说+一+下+你们+注意+到+这+一+点+吗+	21	31
n01028022	鲍尔+	1	2
n01029006	合理+当+西格尔+描述+俄罗斯+在+克里米亚+已+于+2014+年+被+吞并+的+行动+时+他+将+之+描述+为+非常+	22	38
n01029006	因而+	1	2
n01029006	了+	1	1
n01029006	头条+新闻+	2	4
n01029007	吉他手+一+位+狂热+的+他+	6	9
n01029007	同年+	1	2
n01029007	在+那里+	2	3
n01029007	了+	1	1
n01029007	演唱会+	1	3
n01029011	来+西格尔+的+祖母+自+俄罗斯+远东+地区+的+符拉迪沃斯托克+	10	23
n01029011	而+	1	1
n01029011	他+自己+	2	3
n01029011	前往+近年+亦+经常+俄罗斯+	5	10
n01029011	并+	1	1
n01029011	月+在+九+	3	3
n01029011	了+	1	1
n01029011	半岛+堪察加+和+库页岛+	4	9
n01029014	西格尔+	1	3
n01029014	授予+在+首都+贝尔格莱德+开办+一+所+武术+学校+后+于+今年+较早+时候+被+塞尔维亚+国籍+	17	33
n01030005	发言人+一+名+警方+	4	7
n01030005	美联社+	1	3
n01030005	无+发生+了+口角+继而+演变+为+语言+冲突+但+人员+伤亡+报告+	13	22
n01030006	影片+卡隆+的+上+一+部+影片+是+奥斯卡+获奖+地心+引力+	12	20
n01030006	在+他+在+事故+发生+时+不+片场+	8	11
n01030008	述+据+市+公安局+所+	5	7
n01030008	周二+	1	2
n01030008	人+一+大群+自称+是+区+政府+机关+的+	9	13
n01030008	来到+片场+后+	3	5
n01030008	打斗+	1	2
n01031005	人员+研究+	2	4
n01031005	付出+了+约+20+年+的+努力+	7	10
n01031005	潜力+发展+男性+激素+避孕药+的+	6	12
n01031021	他+	1	1
n01031021	说+这+是+在+寻找+男性+激素+避孕+方法+的+正确+组合+的+漫长+旅程+中+的+一+小步+	19	29
n01032032	但是+	1	2
n01032032	也+	1	1
n01032032	反对+很多+带有+根深蒂固+的+宗教+信仰+的+MLA+新+的+立法+	12	23
n01033005	人员+研究+	2	4
n01033005	有助+分析+肿瘤+的+DNA+可能+于+解释+其他+癌症+的+成因+	12	22
n01033012	分析+该+	2	3
n01033012	了+	1	1
n01033012	联系+在+一+生+中+吸烟+的+总数+和+肿瘤+DNA+突变+的+数目+之间+的+直接+	17	27
n01033021	找到+然而+他们+未能+在+诸如+膀胱+的+组织+中+相同+的+趋势+	13	22
n01033021	它们+	1	2
n01033021	并+	1	1
n01033021	暴露+直接+出+联系+	4	7
n01033028	女士+Pugh+	2	6
n01033028	已经+	1	2
n01033028	在+剑桥+的+Papworth+和+Addenbrooke+医院+	7	26
n01033028	了+	1	1
n01033028	治疗+	1	2
n01033031	显示+但+扫描+Pugh+女士+右肺+的+肿瘤+越来越+大+	10	20
n01033031	此+因+	2	2
n01033031	她+	1	1
n01033031	要+	1	1
n01033031	试验+	1	2
n01034033	成+如果+唐纳德+特朗普+为+总统+	6	12
n01034033	政府+这里+的+	3	5
n01034033	仍+	1	1
n01034033	将+	1	1
n01034033	要+	1	1
n01034033	推进+与+他+一道+任何+现有+的+共同+议程+	9	15
n01034033	以+	1	1
n01034033	维护+可以+在+华盛顿+加拿大+的+企业+和+利益+	9	17
n01034060	特鲁多+	1	3
n01034060	将+	1	1
n01034060	要求+对+美国+第45+任+总统+的+	7	12
n01034060	谁+无论+总统+是+	4	6
n01035004	有+尽管+今天+上午+照片+发布+	6	11
n01035004	但+	1	1
n01035004	警方+B.C.+的+	3	7
n01035004	有+他们+对+这+个+显然+无家可归+而+被+控+致命+刺伤+阿伯茨福德+高中+的+年轻+女孩+的+人+疑问+多+于+答案+	23	39
n01035013	警方+B.C.+	2	6
n01035013	说+早前+克莱恩+似乎+并+没有+犯罪+历史+	8	15
n01035013	并+	1	1
n01035013	了+	1	1
n01035013	细节+关于+他+最近+的+行踪+模糊+的+	8	13
n01035025	认为+我们+不+嫌疑人+与+这+所+学校+那+两+名+女孩+或+更+确切+的+说+是+阿伯兹福德+地区+有+任何+联系+	23	37
n01035025	她+	1	1
n01035030	他+	1	1
n01035030	还+	1	1
n01035030	情愿+克莱恩+沉默寡言+不+合作+且+不+走出+牢房+出席+法院+的+听证会+	13	26
n01036002	协会+代表+安大略省+的+房地产+经纪人+	6	15
n01036002	惩罚+还+需要+做+更多+的+工作+来+保障+消费者+并+参与+不+道德+行为+的+代理商+	17	29
n01036020	他+	1	1
n01036020	还+	1	1
n01036020	给予+负责+管理+省内+代理人+的+安大略省+的+房地产+理事会+RECO+具有+更大+的+执法+和+调查+权力+	18	39
n01036033	目前+	1	2
n01036033	罚款+RECO+可以+向+代理+征收+的+最高+	8	16
n01036033	是+	1	1
n01037020	控诉+但是+中国+日益+壮大+的+中产+阶级+已经+发出+了+非同寻常+的+呼声+诸如+北京+的+大城市+中+的+有毒+空气+	22	41
n01037020	雾霾+这些+呛肺+的+	4	7
n01037020	日+日+复+一+	4	4
n01038021	看到+我们+很多+很多+国家+特别+是+像+巴西+南非+印度+和+中国+等+大型+新兴+排放+国家+逐渐+担负+起+了+减少+温室+气体+排放+中+的+责任+	29	50
n01038021	Guilbeault+	1	10
n01038025	他+	1	1
n01038025	等到+也+可以+他+的+第一+个+任期+结束+时+	10	15
n01038025	运用+巴黎+协定+中+的+条款+	6	10
n01038025	协议+	1	2
n01039013	指责+与+此+同时+克林顿+和+盟友们+正+努力+让+特朗普+立+于+聚光灯+下+他+蔑视+女性+和+少数+族裔+	21	36
n01039013	且+	1	1
n01039013	性情+他+的+	3	4
n01039013	无法+他+胜任+	3	5
n01039018	这+	1	1
n01039018	需要+我们+的+国家+所+	5	8
n01039018	的+	1	1
n01039018	兄弟们+	1	3
n01039039	妻子+特朗普+的+梅拉尼亚+特朗普+	5	13
n01039039	大会+自+七+月+的+共和党+全国+代表+以来+	9	15
n01039039	首次+	1	2
n01039039	活动+于+中+	3	4
n01040028	谈论+像+Rai+一样+的+学生+已经+在+学校+与+辅导员+会面+发生+了+什么+事+	16	28
n01040028	但+	1	1
n01040028	她+	1	1
n01040028	是+最大+安慰+可以+见到+她+的+朋友们+	8	14
n01041006	灾难+这+对+受+疼痛+折磨+的+病人+来+说+是+一+场+	13	17
n01041006	Mailis+	1	6
n01041006	周+在+四+	3	3
n01041006	接受+采访+时+	3	5
n01041006	新闻+对+CBC+	3	6
n01041018	梅尔里斯+	1	4
n01041018	只有+医生+没有+这些+工具+他们+处方笺+和+疫苗+	9	18
n01042004	有+在+人+就+有关+人员+与+原住民+进行+互动+一+事+提出+令+人+担忧+的+问题+后+	19	28
n01042004	主任+安大略省+警方+独立+审查+格里+迈科内尔里+	7	19
n01042004	了+	1	1
n01042004	事项+本周+要+检讨+的+	5	8
n01042008	覆核+该+	2	3
n01042008	还+	1	1
n01042008	在+	1	1
n01042008	言论+据称+来+自+安大略省+北部+城市+的+警官+九+月+在+Facebook+上+煽动性+的+	16	33
n01043005	高管们+	1	3
n01043005	收到+也+因+其+成功+或+超出+预期+的+所+谓+绩效+工资+	13	19
n01043005	共享+$150万+	2	7
n01043005	每人+	1	2
n01043005	平均+	1	2
n01043005	大约+	1	2
n01043005	$15000+	1	6
n01043014	超过+它+的+年度+预算+十四亿+美+元+	8	13
n01043014	员工+	1	2
n01043014	人+6000+	2	5
n01043025	报告+联邦+政府+主动+每个+部门+的+总绩效+工资+和+奖金+水平+	12	23
n01043025	2013-2014+但+最新+的+网上+信息+发布+是+	8	20
n01043025	年+两+	2	2
n01043025	了+	1	1
n01043027	工资+绩效+和+奖金+总额+	5	9
n01043027	是+	1	1
n01043027	150万+	1	4
n01043027	美+	1	1
n01043027	水平+差+不多+和+2015-2016+年+一样+的+	8	19
n01044004	戈梅里+于+2004+年+至+2006+年+间+领导+委员会+调查+联邦+赞助+丑闻+的+	15	30
n01044004	是+这些+机构+对于+帮助+恢复+公众+对+法治+的+信心+必+不可+少+的+	15	24
n01044009	天+在+过去+的+两+内+	6	7
n01044009	这+	1	1
n01044009	揭发+至少+另外+六+名+魁北克省+记者+被+当做+了+省+警察+监视+行动+的+目标+这+件+事+被+	20	32
n01045010	有+不+应该+因为+他们+给+政治家+和+政党+提供+财务+的+捐助+而+给予+这些+个人+或+组织+优先+进入+政府+的+权利+或是+明显+的+进入+优先权+	29	51
n01045010	指南+上+	2	3
n01045010	这样+	1	2
n01045035	法官+	1	2
n01045035	庭审+在+达菲+的+欺诈+和+违反+信托+中+	9	14
n01045035	洗清+了+达菲+的+所有+指控+	6	10
n01045035	并+	1	1
n01045035	符合+它们+参议院+的+规定+	5	10
n01046003	现在+	1	2
n01046003	手机+	1	2
n01046003	远+	1	1
n01046003	电话+是+	2	3
n01046036	用户+SaskTel+的+无限+数据+Lindsay+Gay+	7	24
n01046036	月+上+个+	3	3
n01046036	说+它+棒极+了+	4	5
n01046057	他+	1	1
n01046057	还+	1	1
n01046057	推出+Rogers+最近+了+一+个+新+的+应用+工具+可以+帮助+客户+监控+其+数据+使用量+	17	33
n01047048	这+	1	1
n01047048	回来+为+什么+我们+会+不断+争取+更多+	8	14
n01048008	一致+这些+预测+与+完工+进入+租赁+市场+的+新公寓+的+比例+	12	22
n01048008	了+	1	1
n01048008	作用+国内+的+投资人+在+大多伦多市+房地产+市场+上+的+重要+	11	23
n01049022	缓解+这+一+品种+可以+背部+疼痛+	7	12
n01049022	缓解+这+一+品种+可以+恶心+	6	10
n01049022	帮助+这+种+产品+能+您+在+夜晚+入睡+	9	13
n01049022	Dietrich+来+自+位+于+科罗拉多州+丹佛市+的+公司+总部+的+	11	26
n01049022	是+在+那里+大麻+可以+合法+出售+的+	8	13
n01049033	但是+	1	2
n01049033	靠+如果+没有+法律+框架+着+大麻+作+为+一+种+能+缓解+情绪+的+民间+的+疗法+的+这+个+草根+的+起源+	24	35
n01049033	那么+	1	2
n01049033	公司+	1	2
n01049033	就+	1	1
n01049033	只+	1	1
n01049033	能+	1	1
n01050006	元素+铁+是+人体+生产+血红蛋白+所+必须+的+	9	16
n01050006	蛋白质+红+细胞+中+的+	5	8
n01050006	传送+将+氧气+给+身体+中+的+各个+组织+	9	14
n01050009	时间+目前+的+等候+	4	7
n01050009	为+	1	1
n01050009	8+	1	1
n01050014	有+有+可能+正常+的+血红蛋白+水平+	7	13
n01050014	偏低+但+总体+的+铁+储备+却+	7	10
n01050014	服务+加拿大+血液+CBS+	4	10
n01050019	方针+新+的+铁+元素+指导+	6	9
n01050019	着+	1	1
n01050019	需要+更多+的+捐献者+	4	8
n01051004	告知+当+德克萨斯州+Plano+的+准妈妈+Margaret+Boemer+被+她+的+未+出生+的+孩子+具有+一+种+罕见+的+情况+需要+手术+才+能+存活+下来+时+	28	60
n01051004	检测+原本+例行+的+超声波+	5	10
n01051004	变+	1	1
n01051004	得+	1	1
n01051004	起来+	1	2
n01051006	畸胎瘤+骶尾部+	2	6
n01051006	是+	1	1
n01051006	种+一+	2	2
n01051006	长+在+出生+前+从+宝宝+的+尾骨+出来+的+	10	14
n01051007	肿瘤+它+是+在+婴儿+中+发现+的+最+常见+的+	11	15
n01051007	发生率+	1	3
n01051007	为+	1	1
n01052004	她+	1	1
n01052004	已经+	1	2
n01052004	84+	1	2
n01052004	高龄+	1	2
n01052006	他+	1	1
n01052006	为+她+一+个+无以伦比+的+而且+博爱+善良+的+用+她+的+故事+在+文坛+留下+了+光辉+的+印记+的+女性+	23	35
n01053008	有些+人+懂+了+	4	5
n01053008	一+Bono+是+其中+之+	5	9
n01053008	Leive+	1	5
n01053008	访谈+在+最近+的+中+	5	7
n01053036	刚满+在+20+岁+时+	5	7
n01053036	她+	1	1
n01053036	呼吁者+是+反对+欺凌+行动+强+而+有力+的+	9	15
n01053036	也是+	1	2
n01053036	帮助+女孩们+拥抱+自身+审美+标准+的+	7	14
n01053036	积极+	1	2
n01053041	传遍+她+的+呼声+了+世界+	6	9
n01053041	Leive+	1	5
n01054011	发表+一旦+官方+的+派对+照片+被+发布+社交+媒体+就+会+评论+	13	22
n01054011	而且+	1	2
n01054011	它们+	1	2
n01054011	受+不+太+欢迎+	4	5
n01054011	的+	1	1
n01054017	人+包括+土著+群体+在内+的+许多+	7	12
n01054017	都+	1	1
n01054017	轻视+他们+了+原住民+文化+	5	10
n01055008	目的+这些+CRTC+听证会+的+	5	12
n01055008	处理+来+自+行业+利益+相关者+和+公众+的+反馈+	10	17
n01055038	适用+这+不仅+适用+于+娱乐+内容+同样+也+于+教育+科研+	12	20
n01055038	以及+	1	2
n01055038	也许+	1	2
n01055038	重要+最+的+	3	4
n01055038	是+	1	1
n01055038	政治+	1	2
n01055047	奢侈品+毕竟+互联网+并+不是+	5	11
n01055047	它+	1	1
n01055047	是+	1	1
n01055047	个+一+	2	2
n01055047	少+必+不可+的+	4	5
n01057014	碎片+	1	2
n01057014	形成+围绕+着+地球+的+赤道+了+一+个+圆环+	10	15
n01057014	并+	1	1
n01057014	作用+在+重力+的+下+	5	7
n01057014	拉到+被+一起+	3	5
n01057014	了+	1	1
n01057014	月亮+	1	2
n01057036	不过+	1	2
n01057036	也+	1	1
n01057036	了+	1	1
n01057036	问题+悬而未决+的+	3	7
n01058037	月+上+个+	3	3
n01058037	有+希尔斯堡+教堂山+镇区+外+人+轰炸+了+共和党+总部+	10	20
n01058052	通过+在+北卡罗莱纳州+于+2013+年+了+严格+的+投票+权利+法案+后+	13	26
n01058052	坎贝尔+	1	3
n01058052	来到+教堂+附近+	3	6
n01058052	应对+人们+如何+他们+注册+的+困难+	7	13
n01058064	冲突+通过+爆发+的+以及+新老想法+所+交织+的+奇特+部分+	11	21
n01058064	他+	1	1
n01058064	可以+	1	2
n01058064	到+	1	1
n01058064	影响+选举+对于+他+周围+人+的+	7	11
n01059008	不一致+这+种+经济+数据+与+政治+辞令+之间+的+	10	17
n01059008	似曾相识+	1	4
n01059008	说+或者+	2	3
n01059008	本+	1	1
n01059008	应+	1	1
n01059019	经济学家+共和党+	2	7
n01059019	证明+不要+采用+这+一+数据+来+他们+政党+蹩脚+的+经济+政策+	13	22
n01059025	期间+在+华盛顿+和+林肯+执政+	6	11
n01059025	知道+我+根本+不+G.D.P+增长+是+什么+	8	16
n01059025	但是+	1	2
n01059025	发展+在+这些+方面+的+体制+	6	10
n01059025	了+	1	1
n01059025	影响+大+而+持久+的+	5	7
n01059054	大+苏拉+和+特朗普+罗马+和+美国+之间+的+差异+于+它们+的+相似性+	14	24
n01059054	但+	1	1
n01059054	这+	1	1
n01059054	并+	1	1
n01059054	不能+	1	2
n01059054	处+他们+的+相似+之+	5	7
n01060069	而且+	1	2
n01060069	她+	1	1
n01060069	道+你+要+看看+她+承认+我们+需要+做+一些+不同+的+东西+的+地方+我们+可以+做+得+更好+还+有+她+表达+遗憾+的+地方+	27	41
n01061016	但是+	1	2
n01061016	刻薄+当+针对+克林顿+作+为+第一+夫人+的+批评+变得+更加+时+	13	22
n01061016	卡雷尔+	1	3
n01061016	善解+更加+人意+	3	6
n01061023	感受+当+我+扮演+他+时+我+到+了+权利+	10	13
n01061023	扮演者+唐纳德+特朗普+的+John+Di+Domenico+	7	24
n01061023	去年+在+	2	3
n01061023	Slate+对+	2	6
n01061023	说+	1	1
n01061041	随+着+2016+年+总统+选举+的+疯狂+程度+加剧+	10	18
n01061041	威胁+一+个+比+废话+更+令+人+担忧+的+	10	13
n01061041	着+	1	1
n01061041	Karel+	1	5
n01062035	他们+	1	2
n01062035	通常+	1	2
n01062035	是+	1	1
n01062035	种+那+	2	2
n01062035	做+有+一+堆+东西+想+的+	7	8
n01062049	之后+	1	2
n01062049	广告+	1	2
n01062049	了+	1	1
n01063011	人+做+Miami+Bass+音乐+的+	6	14
n01063011	艺术+对+扭+屁股+的+	5	7
n01063011	并+	1	1
n01063011	兴趣+	1	2
n01063011	关心+他们+最+的+	4	6
n01063011	事+	1	1
n01063043	采访+在+最近+的+一+次+中+	7	9
n01063043	ZAY+和+Zayion+	3	10
n01063043	了+	1	1
n01063043	过程+使用+家+用+笔记本+录制+他们+的+Knuck+If+You+Buck+的+版本+的+	15	32
